team	result	side	ballot	adjudicators
Reading A	2nd	Closing Government	View Ballot	Lucy McManusⒸ , Matilda Middlehurst
Reading B	1st	Opening Opposition	View Ballot	Lucy McManusⒸ , Matilda Middlehurst
Reading C	4th	Closing Opposition	View Ballot	Lucy McManusⒸ , Matilda Middlehurst
QMDS C	3rd	Opening Government	View Ballot	Lucy McManusⒸ , Matilda Middlehurst
Copenhagen A	4th	Closing Government	View Ballot	Matt CaitoⒸ , Neva Ensminger-Holland , Simiso Shabangu
UCL BS	1st	Opening Opposition	View Ballot	Matt CaitoⒸ , Neva Ensminger-Holland , Simiso Shabangu
Oxford F	2nd	Closing Opposition	View Ballot	Matt CaitoⒸ , Neva Ensminger-Holland , Simiso Shabangu
KCL KJ	3rd	Opening Government	View Ballot	Matt CaitoⒸ , Neva Ensminger-Holland , Simiso Shabangu
Belgrade A	1st	Opening Government	View Ballot	Teck Wei TanⒸ , Nicole Hua , Seshiran Govender
Zagreb TR	3rd	Closing Opposition	View Ballot	Teck Wei TanⒸ , Nicole Hua , Seshiran Govender
UCL DT	2nd	Opening Opposition	View Ballot	Teck Wei TanⒸ , Nicole Hua , Seshiran Govender
LSE C	4th	Closing Government	View Ballot	Teck Wei TanⒸ , Nicole Hua , Seshiran Govender
Science Po A	1st	Closing Government	View Ballot	Sharon JessyⒸ , Alldon Garren Tan
Stanford CK	2nd	Opening Government	View Ballot	Sharon JessyⒸ , Alldon Garren Tan
Reading D	4th	Closing Opposition	View Ballot	Sharon JessyⒸ , Alldon Garren Tan
UCL EW	3rd	Opening Opposition	View Ballot	Sharon JessyⒸ , Alldon Garren Tan
Stuttgart A	2nd	Opening Opposition	View Ballot	Alicia WangⒸ , Alessandro d&#x27;Attanasio , Daniel Kam
Stanford DR	1st	Opening Government	View Ballot	Alicia WangⒸ , Alessandro d&#x27;Attanasio , Daniel Kam
Stanford TC	3rd	Closing Government	View Ballot	Alicia WangⒸ , Alessandro d&#x27;Attanasio , Daniel Kam
QMDS A	4th	Closing Opposition	View Ballot	Alicia WangⒸ , Alessandro d&#x27;Attanasio , Daniel Kam
Science Po B	3rd	Opening Government	View Ballot	Dharani ShashidaranⒸ , Amelia Potocka , Jack Jillings
Science Po D	4th	Closing Government	View Ballot	Dharani ShashidaranⒸ , Amelia Potocka , Jack Jillings
KCL A	1st	Closing Opposition	View Ballot	Dharani ShashidaranⒸ , Amelia Potocka , Jack Jillings
St Gallen A	2nd	Opening Opposition	View Ballot	Dharani ShashidaranⒸ , Amelia Potocka , Jack Jillings
Swing 2	2nd	Opening Opposition	View Ballot	Shireen AliⒸ , Daniela Martuccelli , Muhammad Zufar Farhan Zuhdi
QMDS B	4th	Closing Opposition	View Ballot	Shireen AliⒸ , Daniela Martuccelli , Muhammad Zufar Farhan Zuhdi
Science Po C	3rd	Opening Government	View Ballot	Shireen AliⒸ , Daniela Martuccelli , Muhammad Zufar Farhan Zuhdi
Swing 1	1st	Closing Government	View Ballot	Shireen AliⒸ , Daniela Martuccelli , Muhammad Zufar Farhan Zuhdi
Imperial SM	2nd	Opening Government	View Ballot	Zarina Bell-GamⒸ , Banun Sabri , Darina Andriychenko
St Andrews BP	4th	Closing Government	View Ballot	Zarina Bell-GamⒸ , Banun Sabri , Darina Andriychenko
UCL LN	1st	Opening Opposition	View Ballot	Zarina Bell-GamⒸ , Banun Sabri , Darina Andriychenko
Bucharest B	3rd	Closing Opposition	View Ballot	Zarina Bell-GamⒸ , Banun Sabri , Darina Andriychenko
LSE B	3rd	Closing Opposition	View Ballot	Lucy MurphyⒸ , Jiarui , Mauricio Jarufe Caballero
Oxford D	4th	Closing Government	View Ballot	Lucy MurphyⒸ , Jiarui , Mauricio Jarufe Caballero
Oxford A	2nd	Opening Government	View Ballot	Lucy MurphyⒸ , Jiarui , Mauricio Jarufe Caballero
Oxford C	1st	Opening Opposition	View Ballot	Lucy MurphyⒸ , Jiarui , Mauricio Jarufe Caballero
Aberystwyth A	1st	Opening Opposition	View Ballot	Naomi PanovkaⒸ , Chloe Lam
LSE A	2nd	Opening Government	View Ballot	Naomi PanovkaⒸ , Chloe Lam
Oxford B	3rd	Closing Opposition	View Ballot	Naomi PanovkaⒸ , Chloe Lam
KCL JJ	4th	Closing Government	View Ballot	Naomi PanovkaⒸ , Chloe Lam
Malaya 1	1st	Opening Opposition	View Ballot	Andrew ChenⒸ , James Cater , Jemimah Lee
Stanford RD	4th	Closing Opposition	View Ballot	Andrew ChenⒸ , James Cater , Jemimah Lee
St Andrews CW	2nd	Opening Government	View Ballot	Andrew ChenⒸ , James Cater , Jemimah Lee
Oxford E	3rd	Closing Government	View Ballot	Andrew ChenⒸ , James Cater , Jemimah Lee
