team	result	side	ballot	adjudicators
Athens A	1st	Opening Government	View Ballot	Devesh KodnaniⒸ , Frang Komolrochanaporn , Heather Ashworth
Tokyo C	2nd	Opening Opposition	View Ballot	Devesh KodnaniⒸ , Frang Komolrochanaporn , Heather Ashworth
Hong Kong C	3rd	Closing Government	View Ballot	Devesh KodnaniⒸ , Frang Komolrochanaporn , Heather Ashworth
UC Berkeley A	4th	Closing Opposition	View Ballot	Devesh KodnaniⒸ , Frang Komolrochanaporn , Heather Ashworth
Zagreb D	3rd	Opening Government	View Ballot	Juanita Hincapié RestrepoⒸ , Khaled Messai , Owen Goodacre , Samuel PennoⓉ
Zagreb E	2nd	Opening Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Khaled Messai , Owen Goodacre , Samuel PennoⓉ
Durham A	4th	Closing Government	View Ballot	Juanita Hincapié RestrepoⒸ , Khaled Messai , Owen Goodacre , Samuel PennoⓉ
Cambridge C	1st	Closing Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Khaled Messai , Owen Goodacre , Samuel PennoⓉ
NTU B	3rd	Opening Government	View Ballot	Joseph LewisⒸ , Ella Bullock-Papa , Pjotr Koster
Oxford A	1st	Opening Opposition	View Ballot	Joseph LewisⒸ , Ella Bullock-Papa , Pjotr Koster
Yale B	2nd	Closing Government	View Ballot	Joseph LewisⒸ , Ella Bullock-Papa , Pjotr Koster
Princeton A	4th	Closing Opposition	View Ballot	Joseph LewisⒸ , Ella Bullock-Papa , Pjotr Koster
DK Wien B	2nd	Opening Government	View Ballot	Miriam KalmanⒸ , Ken Tieu , Maya Juliette Weston , Tahseen QuayumⓉ
KNUST A	4th	Opening Opposition	View Ballot	Miriam KalmanⒸ , Ken Tieu , Maya Juliette Weston , Tahseen QuayumⓉ
SLS Pune A	3rd	Closing Government	View Ballot	Miriam KalmanⒸ , Ken Tieu , Maya Juliette Weston , Tahseen QuayumⓉ
Chicago B	1st	Closing Opposition	View Ballot	Miriam KalmanⒸ , Ken Tieu , Maya Juliette Weston , Tahseen QuayumⓉ
