team	result	side	ballot	adjudicators
Ghana A	2nd	Opening Opposition	View Ballot	Simon LuoⒸ , Alicia Wang , Khaled Messai
Chicago D	1st	Closing Government	View Ballot	Simon LuoⒸ , Alicia Wang , Khaled Messai
Diponegoro A	4th	Closing Opposition	View Ballot	Simon LuoⒸ , Alicia Wang , Khaled Messai
Sydney F	2nd	Opening Government	View Ballot	Helena Hecke ✨🥨Ⓒ , Alex Steinmetz , Cal Birtley , Cass Robertson
Sciences Po B	1st	Opening Opposition	View Ballot	Helena Hecke ✨🥨Ⓒ , Alex Steinmetz , Cal Birtley , Cass Robertson
UCD L&amp;H A	4th	Closing Government	View Ballot	Helena Hecke ✨🥨Ⓒ , Alex Steinmetz , Cal Birtley , Cass Robertson
Princeton D	3rd	Closing Opposition	View Ballot	Helena Hecke ✨🥨Ⓒ , Alex Steinmetz , Cal Birtley , Cass Robertson
UC Berkeley A	3rd	Opening Government	View Ballot	Mark RotheryⒸ , Gaveal Fan 🥹 , Mezen Lababidi
Waterloo A	1st	Opening Opposition	View Ballot	Mark RotheryⒸ , Gaveal Fan 🥹 , Mezen Lababidi
Fordham A	4th	Closing Government	View Ballot	Mark RotheryⒸ , Gaveal Fan 🥹 , Mezen Lababidi
Vanderbilt A	2nd	Closing Opposition	View Ballot	Mark RotheryⒸ , Gaveal Fan 🥹 , Mezen Lababidi
Hong Kong C	3rd	Opening Government	View Ballot	Sharuka WikramanayakeⒸ , Samantha Wong , Sarah McDonald
NU A	1st	Opening Opposition	View Ballot	Sharuka WikramanayakeⒸ , Samantha Wong , Sarah McDonald
Davidson A	2nd	Closing Government	View Ballot	Sharuka WikramanayakeⒸ , Samantha Wong , Sarah McDonald
Alneelain A	4th	Closing Opposition	View Ballot	Sharuka WikramanayakeⒸ , Samantha Wong , Sarah McDonald
UCL C	3rd	Opening Government	View Ballot	Shireen AliⒸ , Daniel Khlebnikov , Joel Erickson 👽
Otago B	1st	Opening Opposition	View Ballot	Shireen AliⒸ , Daniel Khlebnikov , Joel Erickson 👽
Vanderbilt C	2nd	Closing Government	View Ballot	Shireen AliⒸ , Daniel Khlebnikov , Joel Erickson 👽
Coimbra A	4th	Closing Opposition	View Ballot	Shireen AliⒸ , Daniel Khlebnikov , Joel Erickson 👽
Yale-NUS A	4th	Opening Government	View Ballot	Lucy MurphyⒸ , Auguste McNally , Raisa Chowdhury
Yale A	2nd	Opening Opposition	View Ballot	Lucy MurphyⒸ , Auguste McNally , Raisa Chowdhury
GUU B	1st	Closing Government	View Ballot	Lucy MurphyⒸ , Auguste McNally , Raisa Chowdhury
Bucharest A	3rd	Closing Opposition	View Ballot	Lucy MurphyⒸ , Auguste McNally , Raisa Chowdhury
Ottawa A	3rd	Opening Government	View Ballot	Alicja FilbierⒸ , Elliott Pier Mokski , Rdu Dillon
OUI A	1st	Opening Opposition	View Ballot	Alicja FilbierⒸ , Elliott Pier Mokski , Rdu Dillon
Tokyo D	2nd	Closing Government	View Ballot	Alicja FilbierⒸ , Elliott Pier Mokski , Rdu Dillon
BGU B	4th	Closing Opposition	View Ballot	Alicja FilbierⒸ , Elliott Pier Mokski , Rdu Dillon
Otago C	3rd	Opening Government	View Ballot	Davida PaulⒸ , Saumya Malik , Sebastian Posthumus Meyjes
ANU B	2nd	Opening Opposition	View Ballot	Davida PaulⒸ , Saumya Malik , Sebastian Posthumus Meyjes
SLS Pune A	1st	Closing Government	View Ballot	Davida PaulⒸ , Saumya Malik , Sebastian Posthumus Meyjes
IIUM A	4th	Closing Opposition	View Ballot	Davida PaulⒸ , Saumya Malik , Sebastian Posthumus Meyjes
Ateneo A	1st	Opening Government	View Ballot	Anna ShrederⒸ , Faithfulness Okom , Ng Kah Hee , Matt NusomⓉ
Princeton B	2nd	Opening Opposition	View Ballot	Anna ShrederⒸ , Faithfulness Okom , Ng Kah Hee , Matt NusomⓉ
Stanford A	3rd	Closing Government	View Ballot	Anna ShrederⒸ , Faithfulness Okom , Ng Kah Hee , Matt NusomⓉ
Sydney A	4th	Closing Opposition	View Ballot	Anna ShrederⒸ , Faithfulness Okom , Ng Kah Hee , Matt NusomⓉ
BUET A	3rd	Opening Government	View Ballot	Paolo TainoⒸ , Lucille Bergmann , Menachem Weber
EUDU B	1st	Opening Opposition	View Ballot	Paolo TainoⒸ , Lucille Bergmann , Menachem Weber
SMU B	4th	Closing Government	View Ballot	Paolo TainoⒸ , Lucille Bergmann , Menachem Weber
Imperial B	2nd	Closing Opposition	View Ballot	Paolo TainoⒸ , Lucille Bergmann , Menachem Weber
Hong Kong D	3rd	Opening Government	View Ballot	Revan Lim TJ 🐼Ⓒ , Dilys Wang , Heather Ashworth
Nottingham C	1st	Opening Opposition	View Ballot	Revan Lim TJ 🐼Ⓒ , Dilys Wang , Heather Ashworth
Stanford D	4th	Closing Government	View Ballot	Revan Lim TJ 🐼Ⓒ , Dilys Wang , Heather Ashworth
Atma Jaya A	2nd	Closing Opposition	View Ballot	Revan Lim TJ 🐼Ⓒ , Dilys Wang , Heather Ashworth
Auckland B	4th	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Brandon Gusain , Harry Wu , Sophia Wlodek
Gadjah Mada A	3rd	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Brandon Gusain , Harry Wu , Sophia Wlodek
Brown A	1st	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Brandon Gusain , Harry Wu , Sophia Wlodek
Tokyo B	2nd	Closing Opposition	View Ballot	Martha McKinney-PerryⒸ , Brandon Gusain , Harry Wu , Sophia Wlodek
Korea A	3rd	Opening Government	View Ballot	Miriam KalmanⒸ , Karina Wugang , Xavier Konynenburg
Berlin A	1st	Opening Opposition	View Ballot	Miriam KalmanⒸ , Karina Wugang , Xavier Konynenburg
LSE D	2nd	Closing Government	View Ballot	Miriam KalmanⒸ , Karina Wugang , Xavier Konynenburg
Strathmore A	4th	Closing Opposition	View Ballot	Miriam KalmanⒸ , Karina Wugang , Xavier Konynenburg
Sydney C	1st	Opening Government	View Ballot	Udai KamathⒸ , Diana Boca , Maša Popesković , Tomislav Veble
UPenn A	3rd	Opening Opposition	View Ballot	Udai KamathⒸ , Diana Boca , Maša Popesković , Tomislav Veble
TCD Phil A	2nd	Closing Government	View Ballot	Udai KamathⒸ , Diana Boca , Maša Popesković , Tomislav Veble
Cambridge C	4th	Closing Opposition	View Ballot	Udai KamathⒸ , Diana Boca , Maša Popesković , Tomislav Veble
EUDU A	3rd	Opening Government	View Ballot	Daniel Maier-GantⒸ , Amelia Potocka , Tadesse Gessese , Alysha RendiⓉ
Macquarie A	2nd	Opening Opposition	View Ballot	Daniel Maier-GantⒸ , Amelia Potocka , Tadesse Gessese , Alysha RendiⓉ
Sofia A	1st	Closing Government	View Ballot	Daniel Maier-GantⒸ , Amelia Potocka , Tadesse Gessese , Alysha RendiⓉ
Cambridge B	4th	Closing Opposition	View Ballot	Daniel Maier-GantⒸ , Amelia Potocka , Tadesse Gessese , Alysha RendiⓉ
Sciences Po A	2nd	Opening Government	View Ballot	Daan SpacklerⒸ , Emily Paulin , Isaac Heron , Tahseen Quayum
Brown B	3rd	Opening Opposition	View Ballot	Daan SpacklerⒸ , Emily Paulin , Isaac Heron , Tahseen Quayum
Oxford D	1st	Closing Government	View Ballot	Daan SpacklerⒸ , Emily Paulin , Isaac Heron , Tahseen Quayum
Duke A	4th	Closing Opposition	View Ballot	Daan SpacklerⒸ , Emily Paulin , Isaac Heron , Tahseen Quayum
Alberta B	3rd	Opening Government	View Ballot	Oisín BrowneⒸ , Lamia Nur Rahman , Lucio Barbieri-Yates
BGU A	2nd	Opening Opposition	View Ballot	Oisín BrowneⒸ , Lamia Nur Rahman , Lucio Barbieri-Yates
Comillas A	1st	Closing Government	View Ballot	Oisín BrowneⒸ , Lamia Nur Rahman , Lucio Barbieri-Yates
Middlebury B	4th	Closing Opposition	View Ballot	Oisín BrowneⒸ , Lamia Nur Rahman , Lucio Barbieri-Yates
UWODS A	4th	Opening Government	View Ballot	Jordyn Gibson 😂Ⓒ , Ayal Mor , Ithuriel Shen
Chulalongkorn A	2nd	Opening Opposition	View Ballot	Jordyn Gibson 😂Ⓒ , Ayal Mor , Ithuriel Shen
McGill C	1st	Closing Government	View Ballot	Jordyn Gibson 😂Ⓒ , Ayal Mor , Ithuriel Shen
Harvard C	3rd	Closing Opposition	View Ballot	Jordyn Gibson 😂Ⓒ , Ayal Mor , Ithuriel Shen
Athens A	2nd	Opening Government	View Ballot	Da&#x27;Von BoydⒸ , Aidoo Esther Baker , Yosi Khayet
Zurich B	3rd	Opening Opposition	View Ballot	Da&#x27;Von BoydⒸ , Aidoo Esther Baker , Yosi Khayet
Chicago C	1st	Closing Government	View Ballot	Da&#x27;Von BoydⒸ , Aidoo Esther Baker , Yosi Khayet
Swarthmore A	4th	Closing Opposition	View Ballot	Da&#x27;Von BoydⒸ , Aidoo Esther Baker , Yosi Khayet
NTU A	2nd	Opening Government	View Ballot	Ben DoryⒸ , Aaron Mesa , Nicola Brayan
BUET D	3rd	Opening Opposition	View Ballot	Ben DoryⒸ , Aaron Mesa , Nicola Brayan
TCD Hist C	4th	Closing Government	View Ballot	Ben DoryⒸ , Aaron Mesa , Nicola Brayan
Hart House C	1st	Closing Opposition	View Ballot	Ben DoryⒸ , Aaron Mesa , Nicola Brayan
Harvard E	3rd	Opening Government	View Ballot	Njuguna MachariaⒸ , Christy Murray , Lara Dragojević
Hart House A	1st	Opening Opposition	View Ballot	Njuguna MachariaⒸ , Christy Murray , Lara Dragojević
QDU A	4th	Closing Government	View Ballot	Njuguna MachariaⒸ , Christy Murray , Lara Dragojević
Oxford B	2nd	Closing Opposition	View Ballot	Njuguna MachariaⒸ , Christy Murray , Lara Dragojević
De La Salle B	1st	Opening Government	View Ballot	Emery TaylorⒸ , Annie Kaplan , Jaeoh Wi , Samuel Gall
Chile A	2nd	Opening Opposition	View Ballot	Emery TaylorⒸ , Annie Kaplan , Jaeoh Wi , Samuel Gall
Swarthmore C	4th	Closing Government	View Ballot	Emery TaylorⒸ , Annie Kaplan , Jaeoh Wi , Samuel Gall
LSE C	3rd	Closing Opposition	View Ballot	Emery TaylorⒸ , Annie Kaplan , Jaeoh Wi , Samuel Gall
Rosario A	3rd	Opening Government	View Ballot	Pranav KagalkarⒸ , Bree Craig , Olivia Mackender , Sándor Erik Lorange
UNSW C	2nd	Opening Opposition	View Ballot	Pranav KagalkarⒸ , Bree Craig , Olivia Mackender , Sándor Erik Lorange
Oxford A	1st	Closing Government	View Ballot	Pranav KagalkarⒸ , Bree Craig , Olivia Mackender , Sándor Erik Lorange
UWODS C	4th	Closing Opposition	View Ballot	Pranav KagalkarⒸ , Bree Craig , Olivia Mackender , Sándor Erik Lorange
Cornell A	3rd	Opening Government	View Ballot	Sourodip PaulⒸ , Jack Williams , Maya Hollander
UTS A	4th	Opening Opposition	View Ballot	Sourodip PaulⒸ , Jack Williams , Maya Hollander
UWA A	2nd	Closing Government	View Ballot	Sourodip PaulⒸ , Jack Williams , Maya Hollander
Yale B	1st	Closing Opposition	View Ballot	Sourodip PaulⒸ , Jack Williams , Maya Hollander
Zagreb A	2nd	Opening Government	View Ballot	Jessica MusulinⒸ , Frang Komolrochanaporn , Mansa Fuah , Owen Goodacre
LSE B	1st	Opening Opposition	View Ballot	Jessica MusulinⒸ , Frang Komolrochanaporn , Mansa Fuah , Owen Goodacre
Chicago A	4th	Closing Government	View Ballot	Jessica MusulinⒸ , Frang Komolrochanaporn , Mansa Fuah , Owen Goodacre
Harvard D	3rd	Closing Opposition	View Ballot	Jessica MusulinⒸ , Frang Komolrochanaporn , Mansa Fuah , Owen Goodacre
UNSW B	2nd	Opening Government	View Ballot	Ashish KumarⒸ , Latisha , Sekese Rasephei , Jan Marie HovdenⓉ
McGill A	3rd	Opening Opposition	View Ballot	Ashish KumarⒸ , Latisha , Sekese Rasephei , Jan Marie HovdenⓉ
Princeton C	1st	Closing Government	View Ballot	Ashish KumarⒸ , Latisha , Sekese Rasephei , Jan Marie HovdenⓉ
KCL A	4th	Closing Opposition	View Ballot	Ashish KumarⒸ , Latisha , Sekese Rasephei , Jan Marie HovdenⓉ
Technion A	2nd	Opening Government	View Ballot	Tota TakahashiⒸ , Chandrahaas Kona , Niall Dinneen , Prashasti Saxena
BUET C	4th	Opening Opposition	View Ballot	Tota TakahashiⒸ , Chandrahaas Kona , Niall Dinneen , Prashasti Saxena
Cornell B	3rd	Closing Government	View Ballot	Tota TakahashiⒸ , Chandrahaas Kona , Niall Dinneen , Prashasti Saxena
Melbourne A	1st	Closing Opposition	View Ballot	Tota TakahashiⒸ , Chandrahaas Kona , Niall Dinneen , Prashasti Saxena
QDU B	3rd	Opening Government	View Ballot	Serena YuanⒸ , Bennett Roebuck-Krautz , Miranda Zigler , Pjotr Koster
Yale D	1st	Opening Opposition	View Ballot	Serena YuanⒸ , Bennett Roebuck-Krautz , Miranda Zigler , Pjotr Koster
UCL D	4th	Closing Government	View Ballot	Serena YuanⒸ , Bennett Roebuck-Krautz , Miranda Zigler , Pjotr Koster
UCM A	2nd	Closing Opposition	View Ballot	Serena YuanⒸ , Bennett Roebuck-Krautz , Miranda Zigler , Pjotr Koster
HWS A	2nd	Opening Government	View Ballot	Klaudia Maciejewska 👀Ⓒ , Dilan Desir , Lucien Mendela , Yiyi Li
McGill B	4th	Opening Opposition	View Ballot	Klaudia Maciejewska 👀Ⓒ , Dilan Desir , Lucien Mendela , Yiyi Li
LSE A	3rd	Closing Government	View Ballot	Klaudia Maciejewska 👀Ⓒ , Dilan Desir , Lucien Mendela , Yiyi Li
Sydney D	1st	Closing Opposition	View Ballot	Klaudia Maciejewska 👀Ⓒ , Dilan Desir , Lucien Mendela , Yiyi Li
Zagreb E	2nd	Opening Government	View Ballot	Nikola MichaylovⒸ , Claire Yu , Mohammad Amin bin Mohd Sharudin , Patrick Mayhew
TAU B	3rd	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Claire Yu , Mohammad Amin bin Mohd Sharudin , Patrick Mayhew
Duke B	1st	Closing Government	View Ballot	Nikola MichaylovⒸ , Claire Yu , Mohammad Amin bin Mohd Sharudin , Patrick Mayhew
Ateneo B	4th	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Claire Yu , Mohammad Amin bin Mohd Sharudin , Patrick Mayhew
Wheaton B	4th	Opening Government	View Ballot	Zach Godley-McAvoyⒸ , Seamus Allen
Nottingham B	3rd	Opening Opposition	View Ballot	Zach Godley-McAvoyⒸ , Seamus Allen
Fordham B	2nd	Closing Government	View Ballot	Zach Godley-McAvoyⒸ , Seamus Allen
Durham A	1st	Closing Opposition	View Ballot	Zach Godley-McAvoyⒸ , Seamus Allen
Almería A	2nd	Opening Government	View Ballot	Samuel ScheuerⒸ , Katarina Maljković , Qwynn Foster
Durham B	3rd	Opening Opposition	View Ballot	Samuel ScheuerⒸ , Katarina Maljković , Qwynn Foster
UQaM A	4th	Closing Government	View Ballot	Samuel ScheuerⒸ , Katarina Maljković , Qwynn Foster
Indonesia A	1st	Closing Opposition	View Ballot	Samuel ScheuerⒸ , Katarina Maljković , Qwynn Foster
Reichman A	3rd	Opening Government	View Ballot	Gwen StearnsⒸ , Aidan Woo , Sarah Aston 🌸
Cambridge A	1st	Opening Opposition	View Ballot	Gwen StearnsⒸ , Aidan Woo , Sarah Aston 🌸
KNUST B	4th	Closing Government	View Ballot	Gwen StearnsⒸ , Aidan Woo , Sarah Aston 🌸
EUDU C	2nd	Closing Opposition	View Ballot	Gwen StearnsⒸ , Aidan Woo , Sarah Aston 🌸
USAF A	3rd	Opening Government	View Ballot	Flora Baek 🐍🐢Ⓒ , Hikaru Yamaki 🐕 , Joseph Hyung In Kim
Taiwan A	2nd	Opening Opposition	View Ballot	Flora Baek 🐍🐢Ⓒ , Hikaru Yamaki 🐕 , Joseph Hyung In Kim
Zurich A	4th	Closing Government	View Ballot	Flora Baek 🐍🐢Ⓒ , Hikaru Yamaki 🐕 , Joseph Hyung In Kim
De La Salle A	1st	Closing Opposition	View Ballot	Flora Baek 🐍🐢Ⓒ , Hikaru Yamaki 🐕 , Joseph Hyung In Kim
Zagreb D	3rd	Opening Government	View Ballot	Craig McDonaldⒸ , Anna Neuber , Jose Yip , Labiba Islam Salsabil
Bates A	1st	Opening Opposition	View Ballot	Craig McDonaldⒸ , Anna Neuber , Jose Yip , Labiba Islam Salsabil
Malaya A	4th	Closing Government	View Ballot	Craig McDonaldⒸ , Anna Neuber , Jose Yip , Labiba Islam Salsabil
ITAM A	2nd	Closing Opposition	View Ballot	Craig McDonaldⒸ , Anna Neuber , Jose Yip , Labiba Islam Salsabil
Yale C	3rd	Opening Government	View Ballot	Alexandra McCreadieⒸ , André Carvalho , Dan Scanio , Isaac Mellis-Glynn
Queensland B	4th	Opening Opposition	View Ballot	Alexandra McCreadieⒸ , André Carvalho , Dan Scanio , Isaac Mellis-Glynn
TCD Phil B	2nd	Closing Government	View Ballot	Alexandra McCreadieⒸ , André Carvalho , Dan Scanio , Isaac Mellis-Glynn
Monash C	1st	Closing Opposition	View Ballot	Alexandra McCreadieⒸ , André Carvalho , Dan Scanio , Isaac Mellis-Glynn
HUJI A	1st	Opening Government	View Ballot	Chris Mentis CravarisⒸ , Anna Carissa Burton , Christopher Hojem , Eric TuⓉ
Harvard B	3rd	Opening Opposition	View Ballot	Chris Mentis CravarisⒸ , Anna Carissa Burton , Christopher Hojem , Eric TuⓉ
Queensland A	4th	Closing Government	View Ballot	Chris Mentis CravarisⒸ , Anna Carissa Burton , Christopher Hojem , Eric TuⓉ
Oxford C	2nd	Closing Opposition	View Ballot	Chris Mentis CravarisⒸ , Anna Carissa Burton , Christopher Hojem , Eric TuⓉ
Udayana A	2nd	Opening Government	View Ballot	Anum NaseerⒸ , Reut Ginat , Samuel Penno
Copenhagen B	3rd	Opening Opposition	View Ballot	Anum NaseerⒸ , Reut Ginat , Samuel Penno
Middlebury C	4th	Closing Government	View Ballot	Anum NaseerⒸ , Reut Ginat , Samuel Penno
Padjadjaran A	1st	Closing Opposition	View Ballot	Anum NaseerⒸ , Reut Ginat , Samuel Penno
Yonsei A	2nd	Opening Government	View Ballot	Miri MunteanⒸ , Aidan O&#x27;Brien , Matt Neal
TCD Hist A	1st	Opening Opposition	View Ballot	Miri MunteanⒸ , Aidan O&#x27;Brien , Matt Neal
Carleton C	3rd	Closing Government	View Ballot	Miri MunteanⒸ , Aidan O&#x27;Brien , Matt Neal
Vermont A	4th	Closing Opposition	View Ballot	Miri MunteanⒸ , Aidan O&#x27;Brien , Matt Neal
Carleton B	1st	Opening Government	View Ballot	Vinodhan Kuppusamy 👄Ⓒ , Ariel Meir , Maddie Nagle
Colgate B	3rd	Opening Opposition	View Ballot	Vinodhan Kuppusamy 👄Ⓒ , Ariel Meir , Maddie Nagle
TAU D	2nd	Closing Government	View Ballot	Vinodhan Kuppusamy 👄Ⓒ , Ariel Meir , Maddie Nagle
Khartoum A	4th	Closing Opposition	View Ballot	Vinodhan Kuppusamy 👄Ⓒ , Ariel Meir , Maddie Nagle
UCLA A	1st	Opening Government	View Ballot	Devesh KodnaniⒸ , Anqi Li , Hanafie Haniki
UNAIR A	3rd	Opening Opposition	View Ballot	Devesh KodnaniⒸ , Anqi Li , Hanafie Haniki
SMU A	4th	Closing Government	View Ballot	Devesh KodnaniⒸ , Anqi Li , Hanafie Haniki
Stanford G	2nd	Closing Opposition	View Ballot	Devesh KodnaniⒸ , Anqi Li , Hanafie Haniki
Williams A	3rd	Opening Government	View Ballot	Lucie SlamovaⒸ , Gautam George , Haruka Sawazaki , Ho Ban ShenⓉ
McGill D	1st	Opening Opposition	View Ballot	Lucie SlamovaⒸ , Gautam George , Haruka Sawazaki , Ho Ban ShenⓉ
Stanford C	4th	Closing Government	View Ballot	Lucie SlamovaⒸ , Gautam George , Haruka Sawazaki , Ho Ban ShenⓉ
Copenhagen A	2nd	Closing Opposition	View Ballot	Lucie SlamovaⒸ , Gautam George , Haruka Sawazaki , Ho Ban ShenⓉ
UPD A	2nd	Opening Government	View Ballot	Joseph LewisⒸ , Abeer Elsiddig , Chanel Chan , Patrick kees LawnⓉ
Sydney E	3rd	Opening Opposition	View Ballot	Joseph LewisⒸ , Abeer Elsiddig , Chanel Chan , Patrick kees LawnⓉ
Independent A	4th	Closing Government	View Ballot	Joseph LewisⒸ , Abeer Elsiddig , Chanel Chan , Patrick kees LawnⓉ
NUS A	1st	Closing Opposition	View Ballot	Joseph LewisⒸ , Abeer Elsiddig , Chanel Chan , Patrick kees LawnⓉ
