team	result	side	ballot	adjudicators
Cameron Haters	4th	Closing Opposition	View Ballot	Amna AminⒸ , Aayuushi Bose , Guilherme Pereira RodriguesⓉ
EDS Yeehaw	3rd	Closing Government	View Ballot	Amna AminⒸ , Aayuushi Bose , Guilherme Pereira RodriguesⓉ
channeling oikawa energy	2nd	Opening Opposition	View Ballot	Amna AminⒸ , Aayuushi Bose , Guilherme Pereira RodriguesⓉ
Hate Crazy American Judges	1st	Opening Government	View Ballot	Amna AminⒸ , Aayuushi Bose , Guilherme Pereira RodriguesⓉ
hehe	3rd	Closing Opposition	View Ballot	Nir KligsbergⒸ , Tousif Tanvir Alam , Adrian SalazarⓉ
Observe the Sabbath or Get Stoned	4th	Closing Opposition	View Ballot	Reana YanⒸ , Ellie Stephenson , Matthew GodsloveⓉ
KCL folklore and reputation	1st	Closing Government	View Ballot	Reana YanⒸ , Ellie Stephenson , Matthew GodsloveⓉ
letting it linger	2nd	Opening Opposition	View Ballot	Reana YanⒸ , Ellie Stephenson , Matthew GodsloveⓉ
Out of Hibernation	1st	Closing Opposition	View Ballot	Colson MerrillⒸ , Olamilekan Oderanti , Rishabh GuptaⓉ
BUTEXDC A	3rd	Closing Government	View Ballot	Colson MerrillⒸ , Olamilekan Oderanti , Rishabh GuptaⓉ
Preparing the best Hawaiian shirt f	2nd	Opening Opposition	View Ballot	Colson MerrillⒸ , Olamilekan Oderanti , Rishabh GuptaⓉ
Dorvlo and Opoku: KNUST A	4th	Opening Government	View Ballot	Colson MerrillⒸ , Olamilekan Oderanti , Rishabh GuptaⓉ
Sophie and Riv	4th	Closing Government	View Ballot	Nir KligsbergⒸ , Tousif Tanvir Alam , Adrian SalazarⓉ
The dota player says: &#x27;lol sucks&#x27;. 	2nd	Opening Opposition	View Ballot	Nir KligsbergⒸ , Tousif Tanvir Alam , Adrian SalazarⓉ
Came back from getting milk	1st	Opening Government	View Ballot	Nir KligsbergⒸ , Tousif Tanvir Alam , Adrian SalazarⓉ
Gift Wrapped in our 4d Fit	1st	Closing Opposition	View Ballot	Afzal HussainⒸ , Vivek Raj , Wajeeh Maaz
UCL KD	4th	Closing Government	View Ballot	Afzal HussainⒸ , Vivek Raj , Wajeeh Maaz
belt and road	3rd	Opening Opposition	View Ballot	Afzal HussainⒸ , Vivek Raj , Wajeeh Maaz
Nice extension, unfortunately I dre	2nd	Opening Government	View Ballot	Afzal HussainⒸ , Vivek Raj , Wajeeh Maaz
Swing 1	3rd	Opening Government	View Ballot	Elgin LinⒸ , Anshuman Singh Malhotra
Nattu Nattu x Hurricane	3rd	Opening Government	View Ballot	Reana YanⒸ , Ellie Stephenson , Matthew GodsloveⓉ
DANEIS A(sleep)	2nd	Closing Opposition	View Ballot	Ram OrfanelⒸ , Shivani Mishra , Pranjal ChakrabortyⓉ
Two northeastern offer holders	1st	Closing Government	View Ballot	Ram OrfanelⒸ , Shivani Mishra , Pranjal ChakrabortyⓉ
One Munch, Two Munch	4th	Opening Opposition	View Ballot	Ram OrfanelⒸ , Shivani Mishra , Pranjal ChakrabortyⓉ
Oxford AP	3rd	Opening Government	View Ballot	Ram OrfanelⒸ , Shivani Mishra , Pranjal ChakrabortyⓉ
Redacted	2nd	Closing Opposition	View Ballot	Elgin LinⒸ , Anshuman Singh Malhotra
Girlboos	1st	Closing Government	View Ballot	Elgin LinⒸ , Anshuman Singh Malhotra
Pizza paratha	4th	Opening Opposition	View Ballot	Elgin LinⒸ , Anshuman Singh Malhotra
Jerblin	3rd	Closing Opposition	View Ballot	Meg KandarpaⒸ , Ayushi Nasa , Sher May
Dumbfuck Diggory	2nd	Closing Government	View Ballot	Meg KandarpaⒸ , Ayushi Nasa , Sher May
Can&#x27;t spell argumentation without U	1st	Opening Opposition	View Ballot	Meg KandarpaⒸ , Ayushi Nasa , Sher May
TAU E&amp;R	4th	Opening Government	View Ballot	Meg KandarpaⒸ , Ayushi Nasa , Sher May
Mostly harmless	2nd	Closing Opposition	View Ballot	Diego DuarteⒸ , Jane Mentzinger , Ryosui Banno
Honk Honk Shoo Shoo Mimiki	3rd	Closing Government	View Ballot	Diego DuarteⒸ , Jane Mentzinger , Ryosui Banno
Naruto v Sasuke Moment	1st	Opening Opposition	View Ballot	Diego DuarteⒸ , Jane Mentzinger , Ryosui Banno
airplanes is balanced and fair	4th	Opening Government	View Ballot	Diego DuarteⒸ , Jane Mentzinger , Ryosui Banno
BDU A	3rd	Closing Opposition	View Ballot	Mishaal SaidⒸ , Arya Arunav Dash
Chicago BH	1st	Closing Government	View Ballot	Mishaal SaidⒸ , Arya Arunav Dash
Fopdoodles	4th	Opening Opposition	View Ballot	Mishaal SaidⒸ , Arya Arunav Dash
Apex Nights	2nd	Opening Government	View Ballot	Mishaal SaidⒸ , Arya Arunav Dash
Boston Warriors	1st	Closing Opposition	View Ballot	Fernanda CrousillatⒸ , Cameron Miranda-Radbord
Labjian	2nd	Closing Government	View Ballot	Fernanda CrousillatⒸ , Cameron Miranda-Radbord
Osiris	4th	Opening Opposition	View Ballot	Fernanda CrousillatⒸ , Cameron Miranda-Radbord
Serving Kant	3rd	Opening Government	View Ballot	Fernanda CrousillatⒸ , Cameron Miranda-Radbord
