team	result	side	ballot	adjudicators
Almost puked on pro + puked on som	4th	Closing Government	View Ballot	Daniela WilliamsⒸ , Sourodip Paul
LL	2nd	Opening Government	View Ballot	Daniela WilliamsⒸ , Sourodip Paul
wdym no reply?	3rd	Closing Opposition	View Ballot	Lucy MurphyⒸ , Avshalom Yonai LibermanⓉ
Baek for Mor	2nd	Closing Government	View Ballot	Lucy MurphyⒸ , Avshalom Yonai LibermanⓉ
drip kings	4th	Opening Opposition	View Ballot	Lucy MurphyⒸ , Avshalom Yonai LibermanⓉ
I hope at least this kid im pro am	1st	Opening Government	View Ballot	Lucy MurphyⒸ , Avshalom Yonai LibermanⓉ
team names are hard but this comp	3rd	Closing Government	View Ballot	William SmithⒸ , Teye Prince-Daniel , Velina Andonova
fast and furious and tiny	1st	Closing Opposition	View Ballot	Jack PalmerⒸ , Zixin ZhouⓉ
bay area wannabes	4th	Closing Government	View Ballot	Jack PalmerⒸ , Zixin ZhouⓉ
Ghanada	2nd	Closing Opposition	View Ballot	Mukhtar TashkenbayevⒸ
yaHOOO	1st	Opening Opposition	View Ballot	Mukhtar TashkenbayevⒸ
QAZAQSHA PRIKOL	4th	Closing Opposition	View Ballot	Auguste McNallyⒸ , Anya WilsonⓉ
Swing F	2nd	Closing Government	View Ballot	Auguste McNallyⒸ , Anya WilsonⓉ
KASUKABE DEFENCE FORCE	3rd	Opening Opposition	View Ballot	Auguste McNallyⒸ , Anya WilsonⓉ
Jeremiah and Matt	4th	Closing Government	View Ballot	Alek SelvelievⒸ , Andy MookerjeaⓉ
Nikolova &amp; Nedkova	3rd	Closing Opposition	View Ballot	CaoimhinⒸ
Family Therapy	2nd	Closing Government	View Ballot	CaoimhinⒸ
Polska gurom	4th	Opening Opposition	View Ballot	CaoimhinⒸ
NU DA	1st	Opening Government	View Ballot	CaoimhinⒸ
Who the fuck are these Indians?	4th	Closing Government	View Ballot	Emma WalkerⒸ
bring back crossfire 🥺	3rd	Opening Opposition	View Ballot	Emma WalkerⒸ
