team	result	side	ballot	adjudicators
D.E.B.S.	4th	Opening Government	View Ballot	Pascal Blaise ObengⒸ , Adu-Nontwiri Sergio
Phoenix	1st	Opening Opposition	View Ballot	Pascal Blaise ObengⒸ , Adu-Nontwiri Sergio
Domgladola	3rd	Closing Government	View Ballot	Pascal Blaise ObengⒸ , Adu-Nontwiri Sergio
Breaking hearts and tabs	2nd	Closing Opposition	View Ballot	Pascal Blaise ObengⒸ , Adu-Nontwiri Sergio
HUJI cAll to order	2nd	Opening Government	View Ballot	Joseph LewisⒸ , Chleopatra Azantillow
Akofena Reunion	3rd	Opening Opposition	View Ballot	Joseph LewisⒸ , Chleopatra Azantillow
BNI	4th	Closing Government	View Ballot	Joseph LewisⒸ , Chleopatra Azantillow
Kali	1st	Closing Opposition	View Ballot	Joseph LewisⒸ , Chleopatra Azantillow
The only time we are glad to pay	2nd	Opening Government	View Ballot	Henry KofiⒸ , Olayinka Olamide Esther
Alcoholists Anonymous	4th	Opening Opposition	View Ballot	Henry KofiⒸ , Olayinka Olamide Esther
We bet you didn&#x27;t expect this one	1st	Closing Government	View Ballot	Henry KofiⒸ , Olayinka Olamide Esther
E&amp;A not EA	3rd	Closing Opposition	View Ballot	Henry KofiⒸ , Olayinka Olamide Esther
Vienna A	3rd	Opening Government	View Ballot	Nirali RoutⒸ , Opoola Opeyemi
Sofia B	2nd	Opening Opposition	View Ballot	Nirali RoutⒸ , Opoola Opeyemi
Mandela meets Nkrumah	1st	Closing Government	View Ballot	Nirali RoutⒸ , Opoola Opeyemi
Oxford LA	4th	Closing Opposition	View Ballot	Nirali RoutⒸ , Opoola Opeyemi
Black Panther	1st	Opening Government	View Ballot	Comfort AyelomiⒸ , Lucky Uboh
A&amp;M	3rd	Opening Opposition	View Ballot	Comfort AyelomiⒸ , Lucky Uboh
Imani	2nd	Closing Government	View Ballot	Comfort AyelomiⒸ , Lucky Uboh
Lemi ata kore duvshania?	4th	Closing Opposition	View Ballot	Comfort AyelomiⒸ , Lucky Uboh
Reichman A	2nd	Opening Government	View Ballot	Kezia Okyere AmponsahⒸ
Swing 3	1st	Opening Opposition	View Ballot	Kezia Okyere AmponsahⒸ
We move with an Audacious Faith	4th	Closing Government	View Ballot	Kezia Okyere AmponsahⒸ
ASHS Jumbo Hotdog	3rd	Closing Opposition	View Ballot	Kezia Okyere AmponsahⒸ
Love, Light and barzz	3rd	Opening Government	View Ballot	UmuhairuⒸ , Kelvin Delali Azameti-Mensah
Asibolanga	4th	Opening Opposition	View Ballot	UmuhairuⒸ , Kelvin Delali Azameti-Mensah
Coach and Child (guess who&#x27;s talle	2nd	Closing Government	View Ballot	UmuhairuⒸ , Kelvin Delali Azameti-Mensah
A good guy and a bad one	1st	Closing Opposition	View Ballot	UmuhairuⒸ , Kelvin Delali Azameti-Mensah
