team	result	side	ballot	adjudicators
UBC TB	3rd	Opening Government	View Ballot	Manuel MachorroⒸ , Molly Callaghan
UWODS A	1st	Opening Opposition	View Ballot	Manuel MachorroⒸ , Molly Callaghan
HH The Last Dance	4th	Closing Government	View Ballot	Manuel MachorroⒸ , Molly Callaghan
Yale NS	2nd	Closing Opposition	View Ballot	Manuel MachorroⒸ , Molly Callaghan
UCBerkeley XK	4th	Opening Government	View Ballot	Juanita Hincapié RestrepoⒸ , Greg Kwok , Sabás Alejandro Colmenares Lasnibat
Kalavagunta and Lu	1st	Opening Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Greg Kwok , Sabás Alejandro Colmenares Lasnibat
HH Whose gonna carry the boat?!	3rd	Closing Government	View Ballot	Juanita Hincapié RestrepoⒸ , Greg Kwok , Sabás Alejandro Colmenares Lasnibat
Yale DG	2nd	Closing Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Greg Kwok , Sabás Alejandro Colmenares Lasnibat
SCREEE	4th	Opening Government	View Ballot	Justin WuⒸ , Ann Tran , Jorge Alberto Galindo JassoⓉ
Rochester IN	2nd	Opening Opposition	View Ballot	Justin WuⒸ , Ann Tran , Jorge Alberto Galindo JassoⓉ
Yale ST	1st	Closing Government	View Ballot	Justin WuⒸ , Ann Tran , Jorge Alberto Galindo JassoⓉ
HWS B	3rd	Closing Opposition	View Ballot	Justin WuⒸ , Ann Tran , Jorge Alberto Galindo JassoⓉ
Harvard HS	1st	Opening Government	View Ballot	Mauricio Jarufe CaballeroⒸ , Casey Powell , Vanessa Arroyo
Harvard AL	2nd	Opening Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , Casey Powell , Vanessa Arroyo
/the/ mini eggs !	4th	Closing Government	View Ballot	Mauricio Jarufe CaballeroⒸ , Casey Powell , Vanessa Arroyo
California girls, we&#x27;re unforgetta	3rd	Closing Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , Casey Powell , Vanessa Arroyo
Columbia C	1st	Opening Government	View Ballot	Serena YuanⒸ , Gianluca Lo Porto
EDS A	2nd	Opening Opposition	View Ballot	Serena YuanⒸ , Gianluca Lo Porto
maybe I&#x27;m delusional ☝️ debate is 	4th	Closing Government	View Ballot	Serena YuanⒸ , Gianluca Lo Porto
Paradise City	3rd	Closing Opposition	View Ballot	Serena YuanⒸ , Gianluca Lo Porto
USC SW	4th	Opening Government	View Ballot	Audrey MelodyⒸ , Cayden Pocrass , Jack Morgenstein
Stanford KR	2nd	Opening Opposition	View Ballot	Audrey MelodyⒸ , Cayden Pocrass , Jack Morgenstein
Stanford BD	1st	Closing Government	View Ballot	Audrey MelodyⒸ , Cayden Pocrass , Jack Morgenstein
USC BK	3rd	Closing Opposition	View Ballot	Audrey MelodyⒸ , Cayden Pocrass , Jack Morgenstein
Columbia A	3rd	Opening Government	View Ballot	Eric TuⒸ , Nathaniel Tesfaye , Muhammad AsfandyarⓉ
UCBerkeley HE	2nd	Opening Opposition	View Ballot	Eric TuⒸ , Nathaniel Tesfaye , Muhammad AsfandyarⓉ
2 of Amerikaz Most Wanted	1st	Closing Government	View Ballot	Eric TuⒸ , Nathaniel Tesfaye , Muhammad AsfandyarⓉ
Red Raider Debaters	4th	Closing Opposition	View Ballot	Eric TuⒸ , Nathaniel Tesfaye , Muhammad AsfandyarⓉ
TEC CEM Tacos de mixiote	4th	Opening Government	View Ballot	Valerie PangⒸ , William Chen , Eric Guadarrama CruzⓉ
Dartmouth B	3rd	Opening Opposition	View Ballot	Valerie PangⒸ , William Chen , Eric Guadarrama CruzⓉ
UCBerkeley Blue	1st	Closing Government	View Ballot	Valerie PangⒸ , William Chen , Eric Guadarrama CruzⓉ
Columbia B	2nd	Closing Opposition	View Ballot	Valerie PangⒸ , William Chen , Eric Guadarrama CruzⓉ
Stanford LS	2nd	Opening Government	View Ballot	Fernanda Crousillat RayterⒸ , Celine Nghiem , James LewisⓉ
McGill RM	1st	Opening Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Celine Nghiem , James LewisⓉ
Harvard GM	4th	Closing Government	View Ballot	Fernanda Crousillat RayterⒸ , Celine Nghiem , James LewisⓉ
McGill WA	3rd	Closing Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Celine Nghiem , James LewisⓉ
HWS A	2nd	Opening Government	View Ballot	Isolda VelaⒸ , Silin Wei , Brian Conde MartinezⓉ
Stanford QF	1st	Opening Opposition	View Ballot	Isolda VelaⒸ , Silin Wei , Brian Conde MartinezⓉ
Duke SZ	3rd	Closing Government	View Ballot	Isolda VelaⒸ , Silin Wei , Brian Conde MartinezⓉ
Yale LM	4th	Closing Opposition	View Ballot	Isolda VelaⒸ , Silin Wei , Brian Conde MartinezⓉ
Stanford TY	3rd	Opening Government	View Ballot	Elgin LinⒸ , Ken Tieu , Vallerya AcunaⓉ
TEC CEM Quesadillas &lt;3	2nd	Opening Opposition	View Ballot	Elgin LinⒸ , Ken Tieu , Vallerya AcunaⓉ
TEC CEM Chile Relleno	4th	Closing Government	View Ballot	Elgin LinⒸ , Ken Tieu , Vallerya AcunaⓉ
Californication	1st	Closing Opposition	View Ballot	Elgin LinⒸ , Ken Tieu , Vallerya AcunaⓉ
USC LD	2nd	Opening Government	View Ballot	William ZhangⒸ , Andy Yescas , Arturo AubryⓉ
Middlebury SM	3rd	Opening Opposition	View Ballot	William ZhangⒸ , Andy Yescas , Arturo AubryⓉ
Dartmouth C	4th	Closing Government	View Ballot	William ZhangⒸ , Andy Yescas , Arturo AubryⓉ
Middlebury SG	1st	Closing Opposition	View Ballot	William ZhangⒸ , Andy Yescas , Arturo AubryⓉ
Stanford BZ	3rd	Opening Government	View Ballot	Arturo Serrano BorreroⒸ , Emily Zhang , Regina Delgado AcevedoⓉ
TMX Jose y Luis	1st	Opening Opposition	View Ballot	Arturo Serrano BorreroⒸ , Emily Zhang , Regina Delgado AcevedoⓉ
TECTOL-UAEMEX	4th	Closing Government	View Ballot	Arturo Serrano BorreroⒸ , Emily Zhang , Regina Delgado AcevedoⓉ
PandITAM	2nd	Closing Opposition	View Ballot	Arturo Serrano BorreroⒸ , Emily Zhang , Regina Delgado AcevedoⓉ
UCBerkeley AD	1st	Opening Government	View Ballot	Lelan HuⒸ , Jasmine Goncalves Piment , Stephanie Chen
Stanford AG	3rd	Opening Opposition	View Ballot	Lelan HuⒸ , Jasmine Goncalves Piment , Stephanie Chen
UWODS CL	2nd	Closing Government	View Ballot	Lelan HuⒸ , Jasmine Goncalves Piment , Stephanie Chen
Technocratic communism	4th	Closing Opposition	View Ballot	Lelan HuⒸ , Jasmine Goncalves Piment , Stephanie Chen
Middlebury SW	3rd	Opening Government	View Ballot	Varun LodayaⒸ , Nitin Alagu
Swarthmore A	2nd	Opening Opposition	View Ballot	Varun LodayaⒸ , Nitin Alagu
Queen&#x27;s Annika Tucker	4th	Closing Government	View Ballot	Varun LodayaⒸ , Nitin Alagu
Last Hurrah	1st	Closing Opposition	View Ballot	Varun LodayaⒸ , Nitin Alagu
Stanford CT	2nd	Opening Government	View Ballot	Rohan GodaⒸ , Felix Leonhardt , Hayley Cheung
MLE Choppa	3rd	Opening Opposition	View Ballot	Rohan GodaⒸ , Felix Leonhardt , Hayley Cheung
Queen&#x27;s Nimai Abernethy	1st	Closing Government	View Ballot	Rohan GodaⒸ , Felix Leonhardt , Hayley Cheung
