team	result	side	ballot	adjudicators
Red Raider Debaters	4th	Opening Government	View Ballot	Mauricio Jarufe CaballeroⒸ , Preethi Mohan , Eric Guadarrama CruzⓉ
HH VAMOSSSSSS	1st	Opening Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , Preethi Mohan , Eric Guadarrama CruzⓉ
Alberta A	2nd	Closing Government	View Ballot	Mauricio Jarufe CaballeroⒸ , Preethi Mohan , Eric Guadarrama CruzⓉ
TEC CEM Quesadillas &lt;3	3rd	Closing Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , Preethi Mohan , Eric Guadarrama CruzⓉ
Rochester IN	2nd	Opening Government	View Ballot	Eric TuⒸ , Arturo Aubry , Vanessa Arroyo
UCBerkeley Blue	4th	Opening Opposition	View Ballot	Eric TuⒸ , Arturo Aubry , Vanessa Arroyo
Queen&#x27;s Lily Larkins	3rd	Closing Government	View Ballot	Eric TuⒸ , Arturo Aubry , Vanessa Arroyo
Harvard AL	1st	Closing Opposition	View Ballot	Eric TuⒸ , Arturo Aubry , Vanessa Arroyo
McGill RM	2nd	Opening Government	View Ballot	Juanita Hincapié RestrepoⒸ , Casey Powell , Emily Zhang
/the/ mini eggs !	4th	Opening Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Casey Powell , Emily Zhang
Stanford QF	3rd	Closing Government	View Ballot	Juanita Hincapié RestrepoⒸ , Casey Powell , Emily Zhang
HH The Last Dance	1st	Closing Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Casey Powell , Emily Zhang
Stanford AG	3rd	Opening Government	View Ballot	Varun LodayaⒸ , Celine Nghiem , Kenn JiangⓉ
Californication	2nd	Opening Opposition	View Ballot	Varun LodayaⒸ , Celine Nghiem , Kenn JiangⓉ
Yale LM	1st	Closing Government	View Ballot	Varun LodayaⒸ , Celine Nghiem , Kenn JiangⓉ
Dartmouth C	4th	Closing Opposition	View Ballot	Varun LodayaⒸ , Celine Nghiem , Kenn JiangⓉ
EDS A	2nd	Opening Government	View Ballot	Tanvir ShahriarⒸ , Ann Tran , Silin Wei , Nathaniel TesfayeⓉ
HWS B	3rd	Opening Opposition	View Ballot	Tanvir ShahriarⒸ , Ann Tran , Silin Wei , Nathaniel TesfayeⓉ
Welcome to the Hotel California	1st	Closing Government	View Ballot	Tanvir ShahriarⒸ , Ann Tran , Silin Wei , Nathaniel TesfayeⓉ
UCBerkeley AD	4th	Closing Opposition	View Ballot	Tanvir ShahriarⒸ , Ann Tran , Silin Wei , Nathaniel TesfayeⓉ
maybe I&#x27;m delusional ☝️ debate is 	2nd	Opening Government	View Ballot	Lelan HuⒸ , Kira Waldhalm , Sabás Alejandro Colmenares Lasnibat
HWS C	3rd	Opening Opposition	View Ballot	Lelan HuⒸ , Kira Waldhalm , Sabás Alejandro Colmenares Lasnibat
Technocratic communism	4th	Closing Government	View Ballot	Lelan HuⒸ , Kira Waldhalm , Sabás Alejandro Colmenares Lasnibat
Duke SZ	1st	Closing Opposition	View Ballot	Lelan HuⒸ , Kira Waldhalm , Sabás Alejandro Colmenares Lasnibat
TMX Jose y Luis	3rd	Opening Government	View Ballot	Molly CallaghanⒸ , Jorge Alberto Galindo Jasso , Jasmine Goncalves PimentⓉ
USC SW	2nd	Opening Opposition	View Ballot	Molly CallaghanⒸ , Jorge Alberto Galindo Jasso , Jasmine Goncalves PimentⓉ
TEC CEM Tacos de mixiote	4th	Closing Government	View Ballot	Molly CallaghanⒸ , Jorge Alberto Galindo Jasso , Jasmine Goncalves PimentⓉ
Middlebury SW	1st	Closing Opposition	View Ballot	Molly CallaghanⒸ , Jorge Alberto Galindo Jasso , Jasmine Goncalves PimentⓉ
McGill WA	2nd	Opening Government	View Ballot	Meg KandarpaⒸ , Natalia García , Brian Conde MartinezⓉ
Paradise City	3rd	Opening Opposition	View Ballot	Meg KandarpaⒸ , Natalia García , Brian Conde MartinezⓉ
UCBerkeley XK	1st	Closing Government	View Ballot	Meg KandarpaⒸ , Natalia García , Brian Conde MartinezⓉ
Columbia A	4th	Closing Opposition	View Ballot	Meg KandarpaⒸ , Natalia García , Brian Conde MartinezⓉ
HH $2.4 Million Settlement	3rd	Opening Government	View Ballot	Manuel MachorroⒸ , Audrey Melody , Muhammad AsfandyarⓉ
Stanford LS	1st	Opening Opposition	View Ballot	Manuel MachorroⒸ , Audrey Melody , Muhammad AsfandyarⓉ
TECTOL-UAEMEX	4th	Closing Government	View Ballot	Manuel MachorroⒸ , Audrey Melody , Muhammad AsfandyarⓉ
Queen&#x27;s Nimai Abernethy	2nd	Closing Opposition	View Ballot	Manuel MachorroⒸ , Audrey Melody , Muhammad AsfandyarⓉ
Last Hurrah	4th	Opening Government	View Ballot	Serena YuanⒸ , Hayley Cheung , Regina Delgado AcevedoⓉ
Harvard HS	3rd	Opening Opposition	View Ballot	Serena YuanⒸ , Hayley Cheung , Regina Delgado AcevedoⓉ
UBC TB	1st	Closing Government	View Ballot	Serena YuanⒸ , Hayley Cheung , Regina Delgado AcevedoⓉ
Harvard GM	2nd	Closing Opposition	View Ballot	Serena YuanⒸ , Hayley Cheung , Regina Delgado AcevedoⓉ
PandITAM	4th	Opening Government	View Ballot	Justin WuⒸ , Andy Yescas , Vallerya Acuna
María y Brisa	2nd	Opening Opposition	View Ballot	Justin WuⒸ , Andy Yescas , Vallerya Acuna
ITESM TOLUCA SS	3rd	Closing Government	View Ballot	Justin WuⒸ , Andy Yescas , Vallerya Acuna
Queen&#x27;s Annika Tucker	1st	Closing Opposition	View Ballot	Justin WuⒸ , Andy Yescas , Vallerya Acuna
UWODS CL	2nd	Opening Government	View Ballot	Arturo Serrano BorreroⒸ , Felix Leonhardt
TEC CEM Chile Relleno	1st	Opening Opposition	View Ballot	Arturo Serrano BorreroⒸ , Felix Leonhardt
Middlebury SG	4th	Closing Government	View Ballot	Arturo Serrano BorreroⒸ , Felix Leonhardt
Stanford BZ	3rd	Closing Opposition	View Ballot	Arturo Serrano BorreroⒸ , Felix Leonhardt
California girls, we&#x27;re unforgetta	2nd	Opening Government	View Ballot	Isolda VelaⒸ , Daksha Pillai
Yale ST	3rd	Opening Opposition	View Ballot	Isolda VelaⒸ , Daksha Pillai
Yale DG	1st	Closing Government	View Ballot	Isolda VelaⒸ , Daksha Pillai
2 of Amerikaz Most Wanted	4th	Closing Opposition	View Ballot	Isolda VelaⒸ , Daksha Pillai
UCBerkeley HE	4th	Opening Government	View Ballot	Fernanda Crousillat RayterⒸ , Greg Kwok
HH Xi Simping	2nd	Opening Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Greg Kwok
Swarthmore A	3rd	Closing Government	View Ballot	Fernanda Crousillat RayterⒸ , Greg Kwok
Dartmouth A	1st	Closing Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Greg Kwok
Columbia B	4th	Opening Government	View Ballot	William ZhangⒸ , William Chen
Stanford BD	2nd	Opening Opposition	View Ballot	William ZhangⒸ , William Chen
USC LD	3rd	Closing Government	View Ballot	William ZhangⒸ , William Chen
SCREEE	1st	Closing Opposition	View Ballot	William ZhangⒸ , William Chen
UWODS A	2nd	Opening Government	View Ballot	Elgin LinⒸ , Jack Morgenstein , Nitin Alagu
Yale NS	1st	Opening Opposition	View Ballot	Elgin LinⒸ , Jack Morgenstein , Nitin Alagu
HWS A	3rd	Closing Government	View Ballot	Elgin LinⒸ , Jack Morgenstein , Nitin Alagu
Stanford TY	4th	Closing Opposition	View Ballot	Elgin LinⒸ , Jack Morgenstein , Nitin Alagu
HH Whose gonna carry the boat?!	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Ken Tieu , Stephanie Chen
Stanford CT	3rd	Opening Opposition	View Ballot	Pranav AnandⒸ , Ken Tieu , Stephanie Chen
Kalavagunta and Lu	1st	Closing Government	View Ballot	Pranav AnandⒸ , Ken Tieu , Stephanie Chen
McGill LT	4th	Closing Opposition	View Ballot	Pranav AnandⒸ , Ken Tieu , Stephanie Chen
Dartmouth B	4th	Opening Government	View Ballot	Rohan GodaⒸ , Gianluca Lo Porto
TEC CEM Torta de Chilaquil	2nd	Opening Opposition	View Ballot	Rohan GodaⒸ , Gianluca Lo Porto
USC BK	3rd	Closing Government	View Ballot	Rohan GodaⒸ , Gianluca Lo Porto
MLE Choppa	1st	Closing Opposition	View Ballot	Rohan GodaⒸ , Gianluca Lo Porto
Stanford KR	3rd	Opening Government	View Ballot	Anette XiaⒸ , James Lewis
TMX Azulitos	2nd	Opening Opposition	View Ballot	Anette XiaⒸ , James Lewis
Middlebury SM	4th	Closing Government	View Ballot	Anette XiaⒸ , James Lewis
Columbia C	1st	Closing Opposition	View Ballot	Anette XiaⒸ , James Lewis
