team	result	side	ballot	adjudicators
McGill WA	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Ann Tran , William Chen
USC BK	3rd	Opening Opposition	View Ballot	Pranav AnandⒸ , Ann Tran , William Chen
HH Whose gonna carry the boat?!	4th	Closing Government	View Ballot	Pranav AnandⒸ , Ann Tran , William Chen
UCBerkeley XK	1st	Closing Opposition	View Ballot	Pranav AnandⒸ , Ann Tran , William Chen
Yale NS	4th	Opening Government	View Ballot	Isolda VelaⒸ , Casey Powell , Hayley Cheung
McGill RM	3rd	Opening Opposition	View Ballot	Isolda VelaⒸ , Casey Powell , Hayley Cheung
Kalavagunta and Lu	2nd	Closing Government	View Ballot	Isolda VelaⒸ , Casey Powell , Hayley Cheung
Stanford LS	1st	Closing Opposition	View Ballot	Isolda VelaⒸ , Casey Powell , Hayley Cheung
Alberta A	3rd	Opening Government	View Ballot	Audrey MelodyⒸ , Stephanie Chen
maybe I&#x27;m delusional ☝️ debate is 	2nd	Opening Opposition	View Ballot	Audrey MelodyⒸ , Stephanie Chen
UCBerkeley AD	4th	Closing Government	View Ballot	Audrey MelodyⒸ , Stephanie Chen
HH Xi Simping	1st	Closing Opposition	View Ballot	Audrey MelodyⒸ , Stephanie Chen
TMX Azulitos	3rd	Opening Government	View Ballot	Varun LodayaⒸ , Brian Conde Martinez , Nitin Alagu
USC SW	2nd	Opening Opposition	View Ballot	Varun LodayaⒸ , Brian Conde Martinez , Nitin Alagu
Californication	4th	Closing Government	View Ballot	Varun LodayaⒸ , Brian Conde Martinez , Nitin Alagu
Last Hurrah	1st	Closing Opposition	View Ballot	Varun LodayaⒸ , Brian Conde Martinez , Nitin Alagu
Swarthmore A	3rd	Opening Government	View Ballot	Meg KandarpaⒸ , Anette Xia , Molly Callaghan
HWS A	2nd	Opening Opposition	View Ballot	Meg KandarpaⒸ , Anette Xia , Molly Callaghan
HWS B	4th	Closing Government	View Ballot	Meg KandarpaⒸ , Anette Xia , Molly Callaghan
California girls, we&#x27;re unforgetta	1st	Closing Opposition	View Ballot	Meg KandarpaⒸ , Anette Xia , Molly Callaghan
EDS A	3rd	Opening Government	View Ballot	Fernanda Crousillat RayterⒸ , Felix Leonhardt , Sabás Alejandro Colmenares Lasnibat
MLE Choppa	2nd	Opening Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Felix Leonhardt , Sabás Alejandro Colmenares Lasnibat
Harvard AL	1st	Closing Government	View Ballot	Fernanda Crousillat RayterⒸ , Felix Leonhardt , Sabás Alejandro Colmenares Lasnibat
Stanford CT	4th	Closing Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Felix Leonhardt , Sabás Alejandro Colmenares Lasnibat
Columbia B	4th	Opening Government	View Ballot	Manuel MachorroⒸ , Kira Waldhalm , Valerie Pang
TEC CEM Torta de Chilaquil	2nd	Opening Opposition	View Ballot	Manuel MachorroⒸ , Kira Waldhalm , Valerie Pang
Queen&#x27;s Lily Larkins	1st	Closing Government	View Ballot	Manuel MachorroⒸ , Kira Waldhalm , Valerie Pang
Stanford AG	3rd	Closing Opposition	View Ballot	Manuel MachorroⒸ , Kira Waldhalm , Valerie Pang
Columbia C	2nd	Opening Government	View Ballot	Natalia GarcíaⒸ , Justin Wu , Regina Delgado Acevedo
UWODS A	1st	Opening Opposition	View Ballot	Natalia GarcíaⒸ , Justin Wu , Regina Delgado Acevedo
HH VAMOSSSSSS	4th	Closing Government	View Ballot	Natalia GarcíaⒸ , Justin Wu , Regina Delgado Acevedo
Yale DG	3rd	Closing Opposition	View Ballot	Natalia GarcíaⒸ , Justin Wu , Regina Delgado Acevedo
Middlebury SG	4th	Opening Government	View Ballot	Serena YuanⒸ , Emily Zhang , Vallerya Acuna
Middlebury SM	3rd	Opening Opposition	View Ballot	Serena YuanⒸ , Emily Zhang , Vallerya Acuna
Paradise City	2nd	Closing Government	View Ballot	Serena YuanⒸ , Emily Zhang , Vallerya Acuna
USC LD	1st	Closing Opposition	View Ballot	Serena YuanⒸ , Emily Zhang , Vallerya Acuna
Columbia A	2nd	Opening Government	View Ballot	Mauricio Jarufe CaballeroⒸ , Arturo Serrano Borrero , Jasmine Goncalves Piment
Welcome to the Hotel California	4th	Opening Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , Arturo Serrano Borrero , Jasmine Goncalves Piment
UCBerkeley HE	3rd	Closing Government	View Ballot	Mauricio Jarufe CaballeroⒸ , Arturo Serrano Borrero , Jasmine Goncalves Piment
HH The Last Dance	1st	Closing Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , Arturo Serrano Borrero , Jasmine Goncalves Piment
Dartmouth B	3rd	Opening Government	View Ballot	Lelan HuⒸ , Celine Nghiem , Eric Guadarrama Cruz
2 of Amerikaz Most Wanted	2nd	Opening Opposition	View Ballot	Lelan HuⒸ , Celine Nghiem , Eric Guadarrama Cruz
TEC CEM Quesadillas &lt;3	4th	Closing Government	View Ballot	Lelan HuⒸ , Celine Nghiem , Eric Guadarrama Cruz
Stanford KR	1st	Closing Opposition	View Ballot	Lelan HuⒸ , Celine Nghiem , Eric Guadarrama Cruz
Stanford QF	4th	Opening Government	View Ballot	Elgin LinⒸ , Rohan Goda
Queen&#x27;s Nimai Abernethy	3rd	Opening Opposition	View Ballot	Elgin LinⒸ , Rohan Goda
Yale ST	2nd	Closing Government	View Ballot	Elgin LinⒸ , Rohan Goda
Dartmouth A	1st	Closing Opposition	View Ballot	Elgin LinⒸ , Rohan Goda
TEC CEM Chile Relleno	4th	Opening Government	View Ballot	Daksha PillaiⒸ , Cayden Pocrass , Greg Kwok
Stanford TY	2nd	Opening Opposition	View Ballot	Daksha PillaiⒸ , Cayden Pocrass , Greg Kwok
McGill LT	1st	Closing Government	View Ballot	Daksha PillaiⒸ , Cayden Pocrass , Greg Kwok
SCREEE	3rd	Closing Opposition	View Ballot	Daksha PillaiⒸ , Cayden Pocrass , Greg Kwok
HWS C	1st	Opening Government	View Ballot	Jack MorgensteinⒸ , Jorge Alberto Galindo Jasso
Technocratic communism	3rd	Opening Opposition	View Ballot	Jack MorgensteinⒸ , Jorge Alberto Galindo Jasso
María y Brisa	2nd	Closing Government	View Ballot	Jack MorgensteinⒸ , Jorge Alberto Galindo Jasso
TEC CEM Tacos de mixiote	4th	Closing Opposition	View Ballot	Jack MorgensteinⒸ , Jorge Alberto Galindo Jasso
Yale LM	4th	Opening Government	View Ballot	Juanita Hincapié RestrepoⒸ , Andy Yescas , Silin Wei
UCBerkeley Blue	3rd	Opening Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Andy Yescas , Silin Wei
UWODS CL	1st	Closing Government	View Ballot	Juanita Hincapié RestrepoⒸ , Andy Yescas , Silin Wei
/the/ mini eggs !	2nd	Closing Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Andy Yescas , Silin Wei
Queen&#x27;s Annika Tucker	1st	Opening Government	View Ballot	William ZhangⒸ , James Lewis
PandITAM	4th	Opening Opposition	View Ballot	William ZhangⒸ , James Lewis
Stanford BZ	3rd	Closing Government	View Ballot	William ZhangⒸ , James Lewis
Duke SZ	2nd	Closing Opposition	View Ballot	William ZhangⒸ , James Lewis
Rochester IN	1st	Opening Government	View Ballot	Eric TuⒸ , Gianluca Lo Porto , Vanessa Arroyo
Dartmouth C	2nd	Opening Opposition	View Ballot	Eric TuⒸ , Gianluca Lo Porto , Vanessa Arroyo
HH $2.4 Million Settlement	4th	Closing Government	View Ballot	Eric TuⒸ , Gianluca Lo Porto , Vanessa Arroyo
ITESM TOLUCA SS	3rd	Closing Opposition	View Ballot	Eric TuⒸ , Gianluca Lo Porto , Vanessa Arroyo
Stanford BD	2nd	Opening Government	View Ballot	Tanvir ShahriarⒸ , Nathaniel Tesfaye , Preethi Mohan
UBC TB	3rd	Opening Opposition	View Ballot	Tanvir ShahriarⒸ , Nathaniel Tesfaye , Preethi Mohan
Harvard GM	1st	Closing Government	View Ballot	Tanvir ShahriarⒸ , Nathaniel Tesfaye , Preethi Mohan
Harvard HS	4th	Closing Opposition	View Ballot	Tanvir ShahriarⒸ , Nathaniel Tesfaye , Preethi Mohan
Red Raider Debaters	1st	Opening Government	View Ballot	Arturo AubryⒸ , Kenn Jiang
TECTOL-UAEMEX	4th	Opening Opposition	View Ballot	Arturo AubryⒸ , Kenn Jiang
Middlebury SW	2nd	Closing Government	View Ballot	Arturo AubryⒸ , Kenn Jiang
TMX Jose y Luis	3rd	Closing Opposition	View Ballot	Arturo AubryⒸ , Kenn Jiang
