team	result	side	ballot	adjudicators
Oil Sector	4th	Closing Government	View Ballot	Chris TiessenⒸ , Umayer Khan
Talus Dome	2nd	Closing Opposition	View Ballot	Chris TiessenⒸ , Umayer Khan
Pancake Breakfast	3rd	Opening Opposition	View Ballot	Chris TiessenⒸ , Umayer Khan
The Saddledome	1st	Opening Government	View Ballot	Chris TiessenⒸ , Umayer Khan
Stampede	4th	Opening Opposition	View Ballot	Hargun RekhiⒸ , Siddharth Chopra
West Edmonton Mall	2nd	Opening Government	View Ballot	Hargun RekhiⒸ , Siddharth Chopra
Terribly Maintained Highways	1st	Closing Government	View Ballot	Hargun RekhiⒸ , Siddharth Chopra
Nyanko Oil Warriors	3rd	Closing Opposition	View Ballot	Hargun RekhiⒸ , Siddharth Chopra
Bandanas	4th	Closing Government	View Ballot	Gregory KwokⒸ , Caitlin Mah
Sulphur Mountain	1st	Closing Opposition	View Ballot	Gregory KwokⒸ , Caitlin Mah
Rodeo	3rd	Opening Government	View Ballot	Gregory KwokⒸ , Caitlin Mah
Long-Sleeved Flannel	2nd	Opening Opposition	View Ballot	Gregory KwokⒸ , Caitlin Mah
gReEn EnERgy TrAnSItIon	4th	Opening Opposition	View Ballot	Brayden GriffinⒸ , Latisha Lau
BeaverTails	2nd	Closing Opposition	View Ballot	Brayden GriffinⒸ , Latisha Lau
Canola Farming	1st	Closing Government	View Ballot	Brayden GriffinⒸ , Latisha Lau
Grizzly Bear	3rd	Opening Government	View Ballot	Brayden GriffinⒸ , Latisha Lau
Black Bear	4th	Closing Government	View Ballot	Neil Roy ChoudharyⒸ , Diana Liu , Zongxin Liu (Galvin)Ⓣ
Royal Tyrrell Museum	3rd	Opening Government	View Ballot	Neil Roy ChoudharyⒸ , Diana Liu , Zongxin Liu (Galvin)Ⓣ
Its always those damn liberals...	2nd	Opening Opposition	View Ballot	Neil Roy ChoudharyⒸ , Diana Liu , Zongxin Liu (Galvin)Ⓣ
Wexit	1st	Closing Opposition	View Ballot	Neil Roy ChoudharyⒸ , Diana Liu , Zongxin Liu (Galvin)Ⓣ
Lake Louise	2nd	Closing Government	View Ballot	Emma ZhangⒸ , Ken Tieu
Cowboy Hats	1st	Closing Opposition	View Ballot	Emma ZhangⒸ , Ken Tieu
Johnston Canyon	3rd	Opening Opposition	View Ballot	Emma ZhangⒸ , Ken Tieu
The River Valley	4th	Opening Government	View Ballot	Emma ZhangⒸ , Ken Tieu
The Blue Ring	1st	Closing Government	View Ballot	Alain HumuraⒸ , Emily Shi
Swing 3	3rd	Opening Opposition	View Ballot	Alain HumuraⒸ , Emily Shi
The Calgary Tower	4th	Opening Government	View Ballot	Alain HumuraⒸ , Emily Shi
Truck Nuts	2nd	Closing Opposition	View Ballot	Alain HumuraⒸ , Emily Shi
Prairie Parklands	1st	Opening Government	View Ballot	Wejdaan Faridi (TD)Ⓒ , Aaryan Patel
Beef Industry	3rd	Closing Government	View Ballot	Wejdaan Faridi (TD)Ⓒ , Aaryan Patel
Heritage Park	2nd	Opening Opposition	View Ballot	Wejdaan Faridi (TD)Ⓒ , Aaryan Patel
Denim-on-Denim	4th	Closing Opposition	View Ballot	Wejdaan Faridi (TD)Ⓒ , Aaryan Patel
Pipelines	1st	Opening Government	View Ballot	Rachel KaupⒸ , James Larkin
Northern Peatlands	2nd	Closing Government	View Ballot	Rachel KaupⒸ , James Larkin
Swing 2	4th	Opening Opposition	View Ballot	Rachel KaupⒸ , James Larkin
Wild Horses	3rd	Closing Opposition	View Ballot	Rachel KaupⒸ , James Larkin
Telus Spark Centre	4th	Closing Opposition	View Ballot	Hamza AzizⒸ , Rithwik Bhattwar
Yamnuska Wolfdog Sanctuary	1st	Opening Opposition	View Ballot	Hamza AzizⒸ , Rithwik Bhattwar
Bacon in Everything	3rd	Opening Government	View Ballot	Hamza AzizⒸ , Rithwik Bhattwar
Cowboy Boots	2nd	Closing Government	View Ballot	Hamza AzizⒸ , Rithwik Bhattwar
Rogers Place	3rd	Closing Government	View Ballot	Varun LodayaⒸ , Olivia Tucker
Swing 1	2nd	Closing Opposition	View Ballot	Varun LodayaⒸ , Olivia Tucker
Mount Temple	4th	Opening Opposition	View Ballot	Varun LodayaⒸ , Olivia Tucker
Dodge Ram 1500	1st	Opening Government	View Ballot	Varun LodayaⒸ , Olivia Tucker
