Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
42=	Justin Wu		Open Absorbent, Yellow, and Porous	81	79	79	77	79	395	79.00	1.26
42=	Marceli Amelia Potocki		Oxford B	78	78	79	78	82	395	79.00	1.55
51=	Tony Chen	Novice	UWODS Tony	78	80	77	79	80	394	78.80	1.17
51=	Sharun Nikesh G	ESL	Open GF	78	81	78	76	81	394	78.80	1.94
51=	Ananya Ganesh		Harvard GS	79	83	76	78	78	394	78.80	2.32
51=	Mukudzeiishe Madzivire		Columbia CM	77	79	79	79	80	394	78.80	0.98
51=	Shashwat Rai	Novice	Harvard Humwat	78	81	77	79	79	394	78.80	1.33
51=	Anshuman Mishra	ESL	UFD A	80	80	79	77	78	394	78.80	1.17
51=	Tanya Chatterjee		Columbia CM	78	80	78	79	79	394	78.80	0.75
51=	Raffay Tabassum	ESL	Amherst GT	76	78	80	81	79	394	78.80	1.72
51=	Victor Tong		Columbia A	78	80	81	78	77	394	78.80	1.47
51=	Sherissa Wu		USC 1	77	80	80	78	79	394	78.80	1.17
51=	Simon Yu		we wood ruff yu up	77	78	79	80	80	394	78.80	1.17
51=	Ricky Jin	ESL	Ted owns his shit	81	81	78	77	77	394	78.80	1.83
51=	Molly Callaghan		Prinkston	79	79	77	81	78	394	78.80	1.33
51=	Salleh Nidzam	ESL	Malaya/Taylor&#x27;s SA	78	77	78	79	82	394	78.80	1.72
65=	Hasit Nanda		UPenn Springfield Immigrants	78	77	80	79	79	393	78.60	1.02
65=	Anders Cairns Woodruff		we wood ruff yu up	76	78	80	81	78	393	78.60	1.74
65=	Rashrvin Pillay	ESL	Malaya A	81	78	75	78	81	393	78.60	2.24
65=	Ahsan	ESL	Malaya/Taylor&#x27;s SA	77	78	78	78	82	393	78.60	1.74
69=	Lamia Nur Rahman		HWS A	79	80	76	79	78	392	78.40	1.36
69=	Teymour Aldridge		ETH Zurich AS	77	82	77	78	78	392	78.40	1.85
69=	Ha Duy Thanh		NTU BT	79	76	78	78	81	392	78.40	1.62
69=	Sena Kim	ESL	UPenn Springfield Immigrants	79	78	80	77	78	392	78.40	1.02
69=	Omesh		Addiction help needed	75	80	78	79	80	392	78.40	1.85
69=	Jess Williamson	Novice	Oxford B	77	78	80	77	80	392	78.40	1.36
75=	Alex Zhang		Cornell KZ	79	79	80	76	77	391	78.20	1.47
75=	Jorge Godos Ortiz	ESL	PUCP OR	77	78	79	79	78	391	78.20	0.75
75=	Manav Dhaliwal		UCL CD	75	79	79	78	80	391	78.20	1.72
75=	Alex Chan	Novice, ESL	Ted owns his shit	79	80	77	77	78	391	78.20	1.17
75=	Zaakir Zulfikar	Novice, ESL	UFD A	79	80	77	76	79	391	78.20	1.47
75=	Leo Marinopoulos	Novice, ESL	Oxford The Couch	79	79	77	77	79	391	78.20	0.98
75=	Subhan Khan		HH RK	79	79	75	78	80	391	78.20	1.72
75=	Luis Felipe Garcia	ESL	Pompeu Fabra BG	81	75	76	78	81	391	78.20	2.48
75=	Abel Mathew Koshy	ESL	SRCC KN	79	78	76	79	79	391	78.20	1.17
84=	Cecilia Granda-Scott		Amherst GT	75	76	79	81	79	390	78.00	2.19
84=	Ashton Higgins	Novice	Brown HN	79	79	80	75	77	390	78.00	1.79
84=	Aizad Rayan	ESL	HH RK	79	78	74	78	81	390	78.00	2.28
84=	Heba Haq		Wisconsin HN	80	78	80	75	77	390	78.00	1.90
84=	Jiayi Lian	Novice, ESL	Open LI	77	80	80	76	77	390	78.00	1.67
84=	Joseph Mai		HH MZ	77	77	79	78	79	390	78.00	0.89
84=	Soh Kay Boon		NTU BT	79	76	77	77	81	390	78.00	1.79
84=	Fernanda Crousillat Rayter	ESL	PUCP OR	76	78	78	80	78	390	78.00	1.26
84=	Jin Lehan	ESL	Fudan A	77	77	76	79	81	390	78.00	1.79
84=	Sandeep Tissaaratchy		HWS A	80	80	75	79	76	390	78.00	2.10
94=	Rafay Ahmed	Novice	MDU AS	80	77	76	77	79	389	77.80	1.47
94=	Max Papaioannides	Novice, ESL	Oxford The Couch	79	79	76	77	78	389	77.80	1.17
94=	William J		Columbia A	76	78	80	77	78	389	77.80	1.33
94=	Altynay Zamanbekova	ESL	NU BZ	78	77	79	77	78	389	77.80	0.75
94=	Skylar Kleinman		Cornell KZ	78	79	80	75	77	389	77.80	1.72
94=	Sandhya Nayar		Wisconsin HN	80	79	79	75	76	389	77.80	1.94
94=	Angela Buquet	ESL	Pompeu Fabra BG	79	76	77	77	80	389	77.80	1.47
94=	Ma Yansheng	ESL	Fudan A	77	76	77	79	80	389	77.80	1.47
102=	Heidi Silvennoinen		ETH Zurich AS	76	80	78	77	77	388	77.60	1.36
102=	Ahmed Fahim Shihab	ESL	Harvard GS	78	82	75	77	76	388	77.60	2.42
102=	Daud Kharal	ESL	LUMS KT	76	78	80	76	78	388	77.60	1.50
102=	William Lock		Cornell GL	78	76	79	79	76	388	77.60	1.36
102=	Wayne Lim		NTU BL	78	77	79	76	78	388	77.60	1.02
107=	Urfaan Sadid	Novice	MDU AS	79	77	76	77	78	387	77.40	1.02
107=	Imran Ilmam	ESL	Open LI	78	79	79	76	75	387	77.40	1.62
107=	Faith Liu		Rochester NL	79	76	77	80	75	387	77.40	1.85
107=	M.Navakanth	ESL	SRCC KN	77	77	76	77	80	387	77.40	1.36
107=	Sahib Rahman Khan	ESL	IUT KA	78	78	78	78	75	387	77.40	1.20
107=	Hana Bajrai		NTU BL	79	77	78	76	77	387	77.40	1.02
107=	Daniyar Baimagambetov	ESL	NU BZ	78	76	78	77	78	387	77.40	0.80
114=	Charles Ndlovu	ESL	Rochester NL	78	75	76	81	76	386	77.20	2.14
114=	Jesenia Parthasarathy		Chicago MP	78	79	79	77	73	386	77.20	2.23
114=	Rafiush Safin	Novice, ESL	NSU A	75	78	73	81	79	386	77.20	2.86
114=	Josiah Butler		WUDU 1	78	77	76	75	80	386	77.20	1.72
114=	Shadman Khan Chowdhury	Novice, ESL	NSU A	76	77	73	80	80	386	77.20	2.64
114=	Ahmad Bin Tahir	ESL	LUMS KT	77	76	80	76	77	386	77.20	1.47
114=	Benjamin Vigueras	ESL	TEC CEM Taco Bell version	77	78	78	78	75	386	77.20	1.17
114=	Chetanya Singh	Novice, ESL	Open AC	76	78	77	77	78	386	77.20	0.75
122=	El Mehdi Idrissi Guenouni	ESL	Open GM	78	76	77	76	78	385	77.00	0.89
122=	Mitchell Septoff		WUDU 1	78	77	76	76	78	385	77.00	0.89
122=	Rafay Hadi		Georgia Tech Willage Warriors	74	76	78	79	78	385	77.00	1.79
122=	Brandon Zhang		HH MZ	76	77	78	77	77	385	77.00	0.63
122=	Henry Bansbach		Columbia BF	77	75	76	75	82	385	77.00	2.61
122=	Esteban Valle	ESL	TEC CEM Taco Bell version	77	78	79	76	75	385	77.00	1.41
128=	Feifei Mei		Chicago MP	79	78	78	76	73	384	76.80	2.14
128=	Matheus Furtado	ESL	UFMG FV	76	79	77	75	77	384	76.80	1.33
128=	William Shi	Novice	HH AS	77	74	78	78	77	384	76.80	1.47
128=	Andrew Liu		UWODS LU	77	77	77	77	76	384	76.80	0.40
128=	Moez Uddin Ashrafee	ESL	IUT KA	77	77	77	78	75	384	76.80	0.98
128=	Peter Manou	Novice	Open GM	77	76	76	77	78	384	76.80	0.75
128=	Praveen	Novice, ESL	BAC UM we will be BAC	74	81	75	77	77	384	76.80	2.40
135=	Christine Ong	Novice, ESL	BAC no spec all logic	76	78	74	77	78	383	76.60	1.50
135=	Adam Ursenbach		UWODS LU	78	77	76	75	77	383	76.60	1.02
135=	Ania Ziemba	ESL	Open AZ	75	77	75	79	77	383	76.60	1.50
135=	Abhay Gupta		Cornell GL	76	77	78	77	75	383	76.60	1.02
135=	Pranjal Chakraborty	ESL	IIT Bombay CK	76	78	74	77	78	383	76.60	1.50
135=	Seiichiro Tsutagawa	ESL	Open MT	76	77	77	76	77	383	76.60	0.49
135=	Bruno Visnadi	ESL	UFMG FV	77	79	76	76	75	383	76.60	1.36
135=	Ishrak Ahmed Khan	Novice, ESL	GoD AK	78	74	79	75	77	383	76.60	1.85
135=	Juan Esteban Triviño	ESL	Rosario D	77	77	76	75	78	383	76.60	1.02
135=	Grace Flynn		Columbia BF	76	76	76	75	80	383	76.60	1.74
135=	Hanna Pabiś	ESL	Warsaw HI	78	77	76	75	77	383	76.60	1.02
146=	Gautam Khona	ESL	IIT Bombay CK	77	76	74	78	77	382	76.40	1.36
146=	Arielle Mirandilla	ESL	UA&amp;P Ted &amp; Lily	79	77	76	76	74	382	76.40	1.62
146=	Nathanael Ren		Duke RY	75	76	79	74	78	382	76.40	1.85
146=	kinshuk vasan	ESL	Khalsa SV	75	79	77	75	76	382	76.40	1.50
146=	abhayvir singh	ESL	Khalsa SV	76	79	76	75	76	382	76.40	1.36
146=	Josef Singson	ESL	UA&amp;P Ted &amp; Lily	78	78	76	77	73	382	76.40	1.85
146=	Sebastian Ezeta	ESL	PUCP EN	75	79	78	75	75	382	76.40	1.74
146=	Zyna Dhillon	Novice	Harvard AD	76	77	77	76	76	382	76.40	0.49
146=	John Washburn	Novice	EDS C	76	75	76	75	80	382	76.40	1.85
155=	Agastya Govind	Novice	UIUC GX	75	77	77	75	77	381	76.20	0.98
155=	Luan de Paula Batista Oliveira	ESL	UFSC OR	77	78	75	73	78	381	76.20	1.94
155=	Tomas Romero	Novice, ESL	UNIMET GR	77	75	75	79	75	381	76.20	1.60
155=	I.K. Agho		Clemson AF	77	76	76	76	76	381	76.20	0.40
155=	Xavier Alif	ESL	Open AZ	74	75	76	80	76	381	76.20	2.04
155=	Aiman Hafiz	Novice, ESL	BAC no spec all logic	76	78	75	75	77	381	76.20	1.17
155=	Aubrey Nan		MDU 0.1m2 galvanised square steel	78	75	80	73	75	381	76.20	2.48
162=	Yan Joo	Novice, ESL	BAC UM we will be BAC	74	80	73	77	76	380	76.00	2.45
162=	Vibhav Singh		Chicago HS	75	78	73	76	78	380	76.00	1.90
162=	Mahir Aziz	ESL	HH AS	76	74	77	78	75	380	76.00	1.41
162=	Yueqian Wang		EDS ex-novs debating at a novice level	76	74	77	77	76	380	76.00	1.10
162=	Nadim Abrar	Novice, ESL	GoD AK	77	74	78	75	76	380	76.00	1.41
162=	Emily Yagoda		Duke RY	75	77	79	73	76	380	76.00	2.00
168=	Raymond Ha		Chicago HS	76	75	72	77	79	379	75.80	2.32
168=	Connor Fraley		Clemson AF	76	75	76	76	76	379	75.80	0.40
168=	Ana Victoria Ascanio Abreu	ESL	Rosario D-UCV	74	75	76	77	77	379	75.80	1.17
168=	Adrienne Liu		EDS ex-novs debating at a novice level	75	75	77	77	75	379	75.80	0.98
168=	Gaurav Goel	Novice	UPenn viha left me	76	73	77	78	75	379	75.80	1.72
168=	Igor Szar	ESL	Warsaw HI	76	76	75	75	77	379	75.80	0.75
174=	Daniela Leyton Giraldo	ESL	Rosario D	76	74	77	74	77	378	75.60	1.36
174=	Jerry Xu	Novice, ESL	UIUC GX	76	76	75	74	77	378	75.60	1.02
174=	Vitor de Gaspari Ramos	ESL	UFSC OR	75	78	74	74	77	378	75.60	1.62
174=	Aph Guvenen		Wisconsin GP	73	77	77	77	74	378	75.60	1.74
174=	Musab Chummun	Novice	UPenn viha left me	77	73	77	77	74	378	75.60	1.74
179=	Katelynn Landry		Clemson ML	76	76	77	74	74	377	75.40	1.20
179=	Morgan Mannion		Clemson ML	76	75	78	74	74	377	75.40	1.50
179=	Dheeraj Pasikanti		Wisconsin GP	73	76	77	77	74	377	75.40	1.62
179=	Aiden Dopson		WUDU 2	77	75	77	73	75	377	75.40	1.50
179=	James Casey		Wisconsin CT	76	76	73	76	76	377	75.40	1.20
179=	Vijay Tupper		MDU LT	74	76	77	76	74	377	75.40	1.20
179=	Diego Nuñez del Prado	ESL	PUCP EN	74	77	77	75	74	377	75.40	1.36
179=	Fairooj Rushmila	ESL	HWS RC	74	75	76	78	74	377	75.40	1.50
187=	Brian Thome		Wisconsin CT	76	76	73	76	75	376	75.20	1.17
187=	Hieu Ta	ESL	RMIT MT	74	75	74	76	77	376	75.20	1.17
187=	Luis Felipe Hernández	Novice, ESL	Rosario Extrañamos a Juanita	74	75	77	73	77	376	75.20	1.60
187=	Ryan Coe	Novice	HWS RT	76	75	75	75	75	376	75.20	0.40
187=	Paula Valeria Rocha Gonzalez	ESL	Rosario D-UCV	74	74	75	77	76	376	75.20	1.17
192=	Vedaralalage Hallaj Shafi Lukman Hassan	ESL	Colombo HK	75	73	77	74	76	375	75.00	1.41
192=	Harindu Kirihene	ESL	Colombo HK	75	73	77	75	75	375	75.00	1.26
192=	Fahmida Afreen	Novice	Harvard AD	75	75	76	75	74	375	75.00	0.63
195=	Amanda Padgett		WUDU 2	75	75	76	74	74	374	74.80	0.75
195=	Sal Chappell		WUDU 3	74	76	74	73	77	374	74.80	1.47
195=	Bridget Li		MDU LT	74	76	75	75	74	374	74.80	0.75
195=	Jacob Franchi		HWS Danny’s Disciples	75	73	75	75	76	374	74.80	0.98
195=	Leonardo Bonacci		HWS BM	76	77	73	73	75	374	74.80	1.60
195=	Michelle Mangione		HWS BM	76	76	73	74	75	374	74.80	1.17
201=	Gabriel Hammonds		Clemson HK	72	76	75	75	75	373	74.60	1.36
201=	Curtis Ko	ESL	Clemson HK	71	77	75	75	75	373	74.60	1.96
201=	Ethel Song	ESL	MUST stay up all night	76	76	76	70	75	373	74.60	2.33
201=	Hudson Chou		HWS RC	73	74	76	76	74	373	74.60	1.20
201=	Manuela Mejía	Novice, ESL	Rosario Extrañamos a Juanita	74	74	75	75	75	373	74.60	0.49
201=	Timothy Cuddy		MSU Timella de Vil	74	76	75	76	72	373	74.60	1.50
207=	Adam Gatch	Novice	Clemson GO	75	74	73	74	76	372	74.40	1.02
207=	Oliver Zhou	ESL	MUST stay up all night	76	77	75	69	75	372	74.40	2.80
207=	Luis Gontes		HWS Danny’s Disciples	75	72	74	74	77	372	74.40	1.62
207=	Hannah O&#x27;Connell		MSU Hannahble Esther	72	75	75	75	75	372	74.40	1.20
211=	Laura Sofía Cabrera	ESL	Rosario C	74	73	75	74	75	371	74.20	0.75
211=	Laura Jimena Sua	ESL	Rosario C	74	73	75	74	75	371	74.20	0.75
213=	Eric Osborne	Novice	Clemson GO	74	73	72	74	77	370	74.00	1.67
213=	Arshan Rafiq		Georgia Tech SR	72	74	74	72	78	370	74.00	2.19
215	Esther Maina	ESL	MSU Hannahble Esther	72	74	74	75	74	369	73.80	0.98
216	Ella Herring	Novice, ESL	MSU Timella de Vil	73	75	74	75	71	368	73.60	1.50
217=	Anna Favre	Novice, ESL	Sciences Po FV	76	70	74	74	73	367	73.40	1.96
217=	Andrew Solano		Georgia Tech SR	72	72	73	73	77	367	73.40	1.85
217=	Louis Verdié	Novice, ESL	Sciences Po FV	76	70	73	74	74	367	73.40	1.96
220	Elaina Craig	Novice	Fordham Rams EV	72	74	74	70	76	366	73.20	2.04
221	Vincent Kazella	Novice	Fordham Rams EV	72	74	75	67	77	365	73.00	3.41
222	Paula Djaković	ESL	Open Matt and Paula	—	83	80	81	81	325	81.25	1.09
223	Anum Naseer	ESL	Brown HN	80	80	80	—	79	319	79.75	0.43
224	Robiah Arefin Ibn Mahmud	Novice, ESL	Open MR	—	78	80	79	81	318	79.50	1.12
225	Faisal Raihan	ESL	Open MR	—	77	79	79	79	314	78.50	0.87
226=	Pedro Proano		EDS if we break we&#x27;ll get married :)	75	79	78	79	—	311	77.75	1.64
226=	Ebenezer Appiah		Open AC	76	80	77	78	—	311	77.75	1.48
226=	Ramy Masalha	ESL	The Abraham Accords	—	76	76	79	80	311	77.75	1.79
229	Tomoya Mizutani	ESL	Open MT	77	78	77	—	78	310	77.50	0.50
230	Pratyaksha Vijay	Novice, ESL	Delhi radical marxist feminists	78	78	75	75	—	306	76.50	1.50
231=	Katie Hillemeyer		MDU 0.1m2 galvanised square steel	—	76	80	74	75	305	76.25	2.28
231=	Monmoy Maahdie	ESL	Calgary Bitorko Onushilon	76	77	—	76	76	305	76.25	0.43
233	Tanzim Hossain	ESL	Calgary Bitorko Onushilon	76	76	—	77	75	304	76.00	0.71
234=	Nguyen Ngoc Linh	Novice, ESL	Denison - Olympia Schools Chester	—	78	73	77	74	302	75.50	2.06
234=	Emma Poma		Georgia Tech Willage Warriors	72	77	77	76	—	302	75.50	2.06
234=	Vu Hoang Anh	ESL	DAV LA	74	75	75	—	78	302	75.50	1.50
237	Thomas McCue	Novice	HWS RT	—	75	74	75	76	300	75.00	0.71
238	Marielena Ginez	Novice, ESL	UNIMET GR	—	74	73	75	76	298	74.50	1.12
239=	Echo O&#x27;Leary	Novice	WUDU 3	75	74	74	74	—	297	74.25	0.43
239=	Shrabosti Talukder	Novice, ESL	CU A	75	76	72	—	74	297	74.25	1.48
241=	Tyler Turner		Georgia Tech Tynado	76	73	73	74	—	296	74.00	1.22
241=	Nano Suresettakul		Georgia Tech Tynado	75	74	73	74	—	296	74.00	0.71
241=	Sadeku Mujtoba Mahi	ESL	CU A	75	76	72	—	73	296	74.00	1.58
244	Nguyen Ngoc Diem	Novice	RMIT DV	72	76	70	73	—	291	72.75	2.17
245	Duong Quoc Viet	Novice	RMIT DV	70	73	69	72	—	284	71.00	1.58
246	Menachem Weber		The Abraham Accords	—	—	78	80	82	240	80.00	1.63
247	Jack Glass		Open DG	78	79	80	—	—	237	79.00	0.82
248	Joshua Stone		KCL CS	—	—	80	78	78	236	78.67	0.94
249	Lachie Doyle		Open DG	77	79	79	—	—	235	78.33	0.94
250	Khanh-Linh Nguyen	ESL	DAV LA	75	76	—	—	79	230	76.67	1.70
251	Dikshya Mohapatra	Novice, ESL	Delhi radical marxist feminists	77	78	73	—	—	228	76.00	2.16
252	Chester Nguyen	Novice, ESL	Denison - Olympia Schools Chester	—	79	74	—	74	227	75.67	2.36
253	Jack Martini	ESL	RMIT MT	75	74	75	—	—	224	74.67	0.47
254	Hoormazd Safdari	Novice	EDS C	74	75	—	73	—	222	74.00	0.82
255	Nguyen Viet Tung	ESL	FTU NT	76	72	73	—	—	221	73.67	1.70
256	Sabrina Fox	Novice	USC BF	77	78	—	—	—	155	77.50	0.50
257=	Sami Mohammed	ESL	GoD JM	76	78	—	—	—	154	77.00	1.00
257=	Ryan Buckner	Novice	USC BF	76	78	—	—	—	154	77.00	1.00
259	Readus Salehen Jawad	ESL	GoD JM	75	77	—	—	—	152	76.00	1.00
260=	Speaker 1		Swing 1	79	—	—	71	—	150	75.00	4.00
260=	Speaker 1		Swing 2	71	—	—	79	—	150	75.00	4.00
262=	Yeasin Arafat Limon	Novice, ESL	Rick and Morty	75	72	—	—	—	147	73.50	1.50
262=	Salehin Ibne Kabir	Novice, ESL	Rick and Morty	75	72	—	—	—	147	73.50	1.50
264	Speaker 2		Swing 1	75	—	—	71	—	146	73.00	2.00
265	Thao Nguyen	ESL	FTU NT	—	72	73	—	—	145	72.50	0.50
266	Speaker 2		Swing 3	—	—	—	77	—	77	77.00	0.00
267	Speaker 1		Swing 3	—	—	—	74	—	74	74.00	0.00
268	Speaker 2		Swing 2	70	—	—	—	—	70	70.00	0.00
269=	Avyukta Nagrath	Novice	Georgia Tech BN	—	—	—	—	—	—	—	—
269=	Bernard Opoku Baah	ESL	Open OO	—	—	—	—	—	—	—	—
269=	Alex Junior Ofuatey-Kodjoe	Novice	Open OO	—	—	—	—	—	—	—	—
269=	Rebecca Bi	Novice	Georgia Tech BN	—	—	—	—	—	—	—	—
269=	Omesh’		Addiction help needed	—	—	—	—	—	—	—	—
269=	PUCV My Friend	ESL	PUCP C	—	—	—	—	—	—	—	—
269=	Speaker 1		Swing 4	—	—	—	—	—	—	—	—
269=	Speaker 2		Swing 4	—	—	—	—	—	—	—	—
269=	Wasit Zawad Ismam	Novice, ESL	NSU B	—	—	—	—	—	—	—	—
269=	Michelle Adika	ESL	Strathmore A	—	—	—	—	—	—	—	—
269=	Mattias Durán Santis	ESL	PUCP C	—	—	—	—	—	—	—	—
269=	Kleven, Jiawen Deng	Novice	break or break a leg	—	—	—	—	—	—	—	—
269=	Becky Alek	ESL	Strathmore A	—	—	—	—	—	—	—	—
269=	ZH Masud	ESL	NSU B	—	—	—	—	—	—	—	—
269=	Sissy, Sizi Zhang	Novice	break or break a leg	—	—	—	—	—	—	—	—
