team	result	side	ballot	adjudicators
Cambridge karen is this still part of your d	4th	Opening Government	View Ballot	Adam MallisⒸ , Kaushiki Ishwar , Sudiksha Aggarwal
Cornell this is my mental health prep comp	1st	Opening Opposition	View Ballot	Erasmus SegbefiaⒸ , Amitai Ben Porat
Queen&#x27;s sheeping	4th	Closing Government	View Ballot	Lucy McManusⒸ , Jessica Afi Fayose
Haifa Too many comps, not enough names	2nd	Opening Government	View Ballot	Helena HeckeⒸ , Henrietta Vanni , Mischa Watson
Exeter Inferiority complEXE	1st	Opening Opposition	View Ballot	Eli FerrellⒸ , Toru Oga
Exeter EXEtra - Ordinary	3rd	Opening Government	View Ballot	Eli FerrellⒸ , Toru Oga
LSE Brown Man shows White Boy what rea	2nd	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Atyia Al-Hammud , Jack Stanley
LSE RIP Arthur you’d have enjoyed euro	2nd	Closing Government	View Ballot	Nina McCartneyⒸ , Cordelia Thompson
St Andrews A(ll quarterbacks will break their	1st	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Atyia Al-Hammud , Jack Stanley
St Andrews (-B ± √(B² - 4ac) )/2a	2nd	Closing Government	View Ballot	Eli FerrellⒸ , Toru Oga
UCD L&amp;H We could be a small company by EU	3rd	Closing Government	View Ballot	Adam MallisⒸ , Kaushiki Ishwar , Sudiksha Aggarwal
UCD L&amp;H Hope we wake up for r1	4th	Closing Government	View Ballot	Lior FinkelmanⒸ , Ananya Krishna
BDU utilitarian arguments disguised as	1st	Opening Opposition	View Ballot	V SayiramⒸ , Anubha Bal , Colson Merrill
BDU democratic principles disguised as	4th	Opening Opposition	View Ballot	Nina McCartneyⒸ , Cordelia Thompson
Princeton Kashmiri Pulao	3rd	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Atyia Al-Hammud , Jack Stanley
Princeton Pensive Meerkats	3rd	Opening Opposition	View Ballot	Helena HeckeⒸ , Henrietta Vanni , Mischa Watson
EUDU B(asic, safe, vanilla sex @guu)	4th	Closing Government	View Ballot	Alastair BowyerⒸ , Fiachra Nolan , Ryosei Kobayashi
TCD Hist Rehan and Ziyad	1st	Closing Government	View Ballot	Helena HeckeⒸ , Henrietta Vanni , Mischa Watson
Imperial Principled Wankers	4th	Closing Opposition	View Ballot	Martha McKinney-PerryⒸ , Atyia Al-Hammud , Jack Stanley
Imperial A(nother weekend)	1st	Opening Opposition	View Ballot	Ayal MorⒸ
GUU C(an’t talk about that one thing)	1st	Closing Opposition	View Ballot	Lucy McManusⒸ , Jessica Afi Fayose
GUU D(on’t even think about mentioning	4th	Closing Opposition	View Ballot	Ayal MorⒸ
GUU A(bsolutely can&#x27;t reference it)	1st	Opening Opposition	View Ballot	Alastair BowyerⒸ , Fiachra Nolan , Ryosei Kobayashi
DTU A	2nd	Opening Government	View Ballot	Anna SawickaⒸ , Teye Prince-Daniel
UNWE Glasgow Ancients for poor people	2nd	Opening Government	View Ballot	Đorđe RadosavljevićⒸ , Heather Ashworth , Marina Kojić
TCD Phil One of us was at Cop 26 in Glasgow	4th	Closing Opposition	View Ballot	Eli FerrellⒸ , Toru Oga
Zagreb Why dont you just meet me in the L	4th	Closing Opposition	View Ballot	Erasmus SegbefiaⒸ , Amitai Ben Porat
TU Delft Liqian Legion	4th	Closing Opposition	View Ballot	Brian KamⒸ , Katie Kiely
IIT Bombay South South Co-Operation	3rd	Closing Opposition	View Ballot	Anna SawickaⒸ , Teye Prince-Daniel
Cambridge A(nalysis lacking)	2nd	Opening Opposition	View Ballot	Adam MallisⒸ , Kaushiki Ishwar , Sudiksha Aggarwal
Sydney ESBD	4th	Closing Government	View Ballot	Đorđe RadosavljevićⒸ , Heather Ashworth , Marina Kojić
NMIMS Hate shitty foreign accents	3rd	Closing Government	View Ballot	Brian KamⒸ , Katie Kiely
Budapest The People	3rd	Opening Government	View Ballot	Nina McCartneyⒸ , Cordelia Thompson
Stanford Average American moment	4th	Opening Opposition	View Ballot	Anna SawickaⒸ , Teye Prince-Daniel
