team	result	side	ballot	adjudicators
TCD Hist Rehan and Ziyad	4th	Closing Opposition	View Ballot	Ayal MorⒸ , Amitai Ben Porat , Ananya Krishna
Imperial Principled Wankers	3rd	Closing Government	View Ballot	Alex McCreadieⒸ , Brian Kam , Saatvik Dabral
Imperial A(nother weekend)	4th	Opening Government	View Ballot	Alastair BowyerⒸ , Atyia Al-Hammud , Nina McCartney
GUU A(bsolutely can&#x27;t reference it)	3rd	Opening Government	View Ballot	Pranav AnandⒸ , Kaushiki Ishwar , Shashwat Dash
GUU D(on’t even think about mentioning	3rd	Closing Government	View Ballot	Lior FinkelmanⒸ , Ryosei Kobayashi , Toru Oga
GUU C(an’t talk about that one thing)	3rd	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Anubha Bal
DTU A	3rd	Closing Government	View Ballot	Đorđe RadosavljevićⒸ , Lucy McManus
UNWE Glasgow Ancients for poor people	1st	Closing Government	View Ballot	Fiachra NolanⒸ , Mischa Watson , V Sayiram
TCD Phil One of us was at Cop 26 in Glasgow	2nd	Opening Opposition	View Ballot	Adam MallisⒸ , Medhavini Singh
Zagreb Why dont you just meet me in the L	2nd	Opening Opposition	View Ballot	Fiachra NolanⒸ , Mischa Watson , V Sayiram
TU Delft Liqian Legion	4th	Opening Government	View Ballot	Lior FinkelmanⒸ , Ryosei Kobayashi , Toru Oga
IIT Bombay South South Co-Operation	3rd	Opening Opposition	View Ballot	Jack StanleyⒸ , Anna Sawicka , Colson Merrill
Cambridge A(nalysis lacking)	2nd	Opening Government	View Ballot	Erasmus SegbefiaⒸ , Henrietta Vanni , Marina Kojić
Sydney ESBD	2nd	Opening Government	View Ballot	Helena HeckeⒸ , Anna Shreder , Katie Kiely
NMIMS Hate shitty foreign accents	3rd	Closing Government	View Ballot	Eli FerrellⒸ , Cordelia Thompson
Budapest The People	4th	Closing Government	View Ballot	Sudiksha AggarwalⒸ , Jessica Afi Fayose
Stanford Average American moment	4th	Closing Government	View Ballot	Erasmus SegbefiaⒸ , Henrietta Vanni , Marina Kojić
UCLA Khaki Shorts Respecters	1st	Opening Opposition	View Ballot	Heather AshworthⒸ , Teye Prince-Daniel
Cardiff Slavic! at the Disco	3rd	Closing Opposition	View Ballot	Heather AshworthⒸ , Teye Prince-Daniel
Hart House bon appetit	1st	Closing Government	View Ballot	Jack StanleyⒸ , Anna Sawicka , Colson Merrill
Aberdeen She&#x27;s everything, he&#x27;s just Cal	4th	Closing Opposition	View Ballot	Pranav AnandⒸ , Kaushiki Ishwar , Shashwat Dash
Keio kawaii debaters	4th	Closing Opposition	View Ballot	Adam MallisⒸ , Medhavini Singh
ASDV Bonaparte Balkan Girls	2nd	Closing Government	View Ballot	Pranav AnandⒸ , Kaushiki Ishwar , Shashwat Dash
Technion We took a day off for this	2nd	Opening Opposition	View Ballot	Alastair BowyerⒸ , Atyia Al-Hammud , Nina McCartney
Bucharest A	1st	Closing Opposition	View Ballot	Alex McCreadieⒸ , Brian Kam , Saatvik Dabral
Dylan asks another Indian partner	1st	Closing Opposition	View Ballot	Lior FinkelmanⒸ , Ryosei Kobayashi , Toru Oga
Reaff to Chicago to chill with the	1st	Opening Opposition	View Ballot	Pranav AnandⒸ , Kaushiki Ishwar , Shashwat Dash
Duke Round 2	1st	Closing Opposition	View Ballot	Alastair BowyerⒸ , Atyia Al-Hammud , Nina McCartney
Hist A (Equity&#x27;s Version)	2nd	Opening Opposition	View Ballot	Ayal MorⒸ , Amitai Ben Porat , Ananya Krishna
Swing 2	1st	Opening Government	View Ballot	Ayal MorⒸ , Amitai Ben Porat , Ananya Krishna
Sussy Simps	3rd	Closing Opposition	View Ballot	Helena HeckeⒸ , Anna Shreder , Katie Kiely
drinking mogu mogu while riding au	1st	Closing Government	View Ballot	Helena HeckeⒸ , Anna Shreder , Katie Kiely
THERE ARE BUGS IN YOUR SKIN THERE	3rd	Closing Government	View Ballot	Alastair BowyerⒸ , Atyia Al-Hammud , Nina McCartney
we&#x27;d rather defy gravity than defy	4th	Opening Government	View Ballot	Alex McCreadieⒸ , Brian Kam , Saatvik Dabral
Sunway refugee seeks asylum at LSE	4th	Opening Government	View Ballot	Fiachra NolanⒸ , Mischa Watson , V Sayiram
Dukh Dard Debate	2nd	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Anubha Bal
In the counterfactual chair, we wo	4th	Closing Government	View Ballot	Heather AshworthⒸ , Teye Prince-Daniel
Don&#x27;t Cross the Border	2nd	Opening Government	View Ballot	Heather AshworthⒸ , Teye Prince-Daniel
Swing 3	3rd	Closing Government	View Ballot	Adam MallisⒸ , Medhavini Singh
Can&#x27;t top tab when you&#x27;re a bottom	1st	Opening Government	View Ballot	Adam MallisⒸ , Medhavini Singh
Meeples	2nd	Opening Opposition	View Ballot	Sudiksha AggarwalⒸ , Jessica Afi Fayose
Shevchenko	2nd	Opening Opposition	View Ballot	Eli FerrellⒸ , Cordelia Thompson
Swing 1	4th	Opening Government	View Ballot	Eli FerrellⒸ , Cordelia Thompson
