Rk	name	category	team	R1	R2	R3	R4	R5	R6	R7	R8	R9	Total	Avg	Stdev
63=	Sandeep Tissaaratchy	ESL	HWS B	77	78	78	76	82	82	83	80	80	716	79.56	2.31
63=	Miles Wang		Harvard A	78	79	78	79	83	79	79	82	79	716	79.56	1.64
63=	Sunghyun Park	ESL, EFL	HUFS A	78	77	77	81	77	79	82	83	82	716	79.56	2.31
63=	Amitai Ben Porat	ESL	Stanford D	79	82	79	80	78	80	80	79	79	716	79.56	1.07
63=	Cavan Tay		NUS A	81	79	79	81	81	78	80	78	79	716	79.56	1.17
63=	Cormac Moriarty		Queensland A	82	80	79	79	80	81	82	75	78	716	79.56	2.06
63=	Bowser Liu		UChicago A	77	82	80	81	83	77	81	78	77	716	79.56	2.22
63=	Oscar Chaffey		Sydney G	80	79	82	77	80	80	81	76	81	716	79.56	1.83
71=	Youngwoo Park	ESL	HUFS A	78	78	79	82	74	79	82	83	80	715	79.44	2.59
71=	Hoyeon Shim		Queensland B	79	81	82	80	79	78	80	74	82	715	79.44	2.31
71=	Stefan Josipović	ESL, EFL	Belgrade Arts A	77	81	79	77	81	78	76	85	81	715	79.44	2.67
71=	Shiva Mukherjee		Adelaide 1	79	79	79	81	78	80	80	81	78	715	79.44	1.07
71=	Devika		Adelaide 1	79	81	79	81	78	80	79	80	78	715	79.44	1.07
71=	David Bloom		Yale A	79	75	76	81	80	80	78	82	84	715	79.44	2.67
71=	Brendon Chen		Sydney C	79	80	80	82	82	70	81	81	80	715	79.44	3.47
78=	Nayantara	ESL	IITB B	79	78	83	78	79	77	80	79	81	714	79.33	1.70
78=	Adam Banihani		Hart House B	82	82	80	79	76	77	79	78	81	714	79.33	2.00
78=	Tom Nunn-Rutledge		Queensland B	79	83	81	79	80	79	78	72	83	714	79.33	3.09
78=	Harper Smith		Auckland B	81	80	82	79	79	76	78	79	80	714	79.33	1.63
78=	Brian Li		UChicago A	77	81	81	81	81	77	80	80	76	714	79.33	1.94
83=	Nicholas Abernethy		QDU A	79	79	79	76	80	83	80	79	78	713	79.22	1.75
83=	Ale		UChicago C	77	78	81	79	78	80	82	78	80	713	79.22	1.55
83=	Maddie Nagle		Yale B	79	82	82	74	81	77	80	79	79	713	79.22	2.39
86=	Gypsy Polacheck		ANU A	77	75	78	82	79	80	79	80	82	712	79.11	2.13
86=	Sajid Farook		Stanford B	81	77	81	79	80	81	77	78	78	712	79.11	1.59
86=	Soh Kay Boon		NTU B	78	79	77	74	80	80	82	80	82	712	79.11	2.38
86=	Rose Hensher		Melbourne A	75	79	81	82	80	81	78	77	79	712	79.11	2.08
86=	Mihailo Babić	ESL, EFL	Belgrade B	80	81	78	78	77	79	80	77	82	712	79.11	1.66
86=	Shayor Khan		Berkeley A	77	76	79	82	80	76	77	83	82	712	79.11	2.60
86=	James Alexandr Carr Carr		Edinburgh A	80	82	74	83	77	75	78	85	78	712	79.11	3.48
86=	Alexandr Sušić		Edinburgh A	81	81	76	81	78	74	78	85	78	712	79.11	3.07
86=	Daniel Svirsky		UWODS A	80	79	78	80	77	78	83	79	78	712	79.11	1.66
86=	William Joseph Ryan		Sydney H	79	80	79	80	78	77	80	81	78	712	79.11	1.20
96=	Ines Neri		Ateneo LN	80	81	74	80	78	77	79	81	81	711	79.00	2.21
96=	Joshua Low		Cambridge C	80	75	79	75	83	81	80	81	77	711	79.00	2.62
96=	Raymond Kimura	ESL	Sunway A	79	79	79	81	79	74	81	78	81	711	79.00	2.05
96=	Anders Cairns Woodruff		McGill C	77	82	75	76	81	79	79	82	80	711	79.00	2.40
96=	Stephanie Rosalind Chen		Harvard D	81	77	78	81	79	77	81	79	78	711	79.00	1.56
96=	Nadia Erin Chung		Stanford C	80	80	79	78	78	78	80	81	77	711	79.00	1.25
96=	Serena Yuan		Hart House A	78	77	76	83	78	75	81	80	83	711	79.00	2.75
96=	Lois Naomi Ang		NUS A	80	79	79	81	79	76	80	79	78	711	79.00	1.33
96=	Xavier Konynenburg		Melbourne C	80	79	81	79	77	80	75	83	77	711	79.00	2.26
96=	Guy Williams		Melbourne C	80	79	81	80	77	79	74	84	77	711	79.00	2.67
96=	Eddy Xu		Berkeley A	77	76	80	81	80	75	77	83	82	711	79.00	2.67
96=	Maya Anderson		UNSW C	77	79	78	78	80	80	80	77	82	711	79.00	1.56
96=	Konstantin Koki Popović	ESL, EFL	Belgrade Arts A	78	82	78	77	80	77	76	83	80	711	79.00	2.26
96=	Nagda Mahor	ESL	IITB C	76	80	80	78	77	80	81	79	80	711	79.00	1.56
110=	Rogelio II Largo		Ateneo LN	78	80	75	80	78	77	80	81	81	710	78.89	1.91
110=	Taran Molloy		Cambridge B	78	79	75	81	75	81	82	80	79	710	78.89	2.38
110=	Sharun	ESL	IITB B	78	78	82	79	77	78	80	77	81	710	78.89	1.66
110=	Claire Beamer		Stanford C	80	80	78	78	78	79	78	82	77	710	78.89	1.45
110=	Kelvin Kwabena Asamoah Damptey	ESL	KNUST B	82	78	77	81	76	80	82	76	78	710	78.89	2.28
110=	Way De		NTU B	78	77	77	75	79	80	81	81	82	710	78.89	2.18
110=	Dan Walsh		Sydney C	78	80	79	81	83	70	81	79	79	710	78.89	3.45
110=	Emma Blemaster		Stanford F	79	82	76	80	79	80	78	79	77	710	78.89	1.66
118=	Ben Lloyd-Hurwitz		ANU B	80	82	80	77	75	78	78	78	81	709	78.78	2.04
118=	Humaid Saleem		Harvard E	77	77	79	80	82	80	79	78	77	709	78.78	1.62
118=	Ambika Grover		Harvard D	81	77	79	81	78	76	80	78	79	709	78.78	1.62
118=	Harry Aickin		Auckland B	80	80	81	80	79	75	76	77	81	709	78.78	2.10
118=	Eric Tu		Yale B	79	81	80	75	80	77	80	78	79	709	78.78	1.75
123=	Dhruv Hariharan		ANU A	77	74	78	81	78	81	79	81	79	708	78.67	2.16
123=	Niamh Brazil		ANU B	79	81	79	78	75	78	78	78	82	708	78.67	1.89
123=	Ha Duy Thanh		NTU A	78	77	80	77	76	81	79	78	82	708	78.67	1.89
123=	Wayne Lim		NTU A	79	78	80	78	75	81	78	78	81	708	78.67	1.76
123=	Arpi Yang		Hart House A	78	78	74	83	74	76	80	81	84	708	78.67	3.43
123=	Markus Yap		UNSW D	77	79	78	81	81	75	77	79	81	708	78.67	2.00
123=	Sherry Shu		UWODS A	79	78	77	79	77	77	82	80	79	708	78.67	1.56
123=	Manya Gupta		Penn A	79	79	81	80	78	79	79	77	76	708	78.67	1.41
131=	Mac Hays		Brown A	81	77	82	76	79	79	77	76	80	707	78.56	2.06
131=	Micaela Lewis		McGill C	78	78	76	77	82	79	77	80	80	707	78.56	1.77
131=	Raymond Qiu		QDU A	79	77	78	77	79	81	79	80	77	707	78.56	1.34
131=	Auguste McNally		UNSW D	76	77	79	81	81	75	78	79	81	707	78.56	2.11
131=	Gareth Lim		Oxford C	77	80	80	76	77	76	80	82	79	707	78.56	2.01
131=	Rick Tan		UCL A	79	76	80	79	78	81	81	76	77	707	78.56	1.83
131=	Seamus Allen		Stanford F	81	80	76	79	78	80	77	79	77	707	78.56	1.57
131=	Harsith R	ESL	IITB C	76	79	80	77	77	79	81	80	78	707	78.56	1.57
131=	Sena Kim	ESL	Penn A	78	80	80	79	79	78	80	76	77	707	78.56	1.34
131=	Luis Garcia		UPD A	78	74	80	80	83	78	81	78	75	707	78.56	2.67
141=	Muhammad Zufar Farhan Zuhdi	ESL, EFL	Cambridge C	79	75	77	76	81	81	79	80	78	706	78.44	2.01
141=	Mukudzeiishe Madzivire		Columbia C	78	79	76	78	79	80	78	80	78	706	78.44	1.17
141=	Aniket Godbole	ESL	HKU D	76	77	78	78	80	79	82	79	77	706	78.44	1.71
141=	Rea Mmethi	ESL	Stellenbosch A	77	78	79	78	77	77	79	84	77	706	78.44	2.11
141=	Haikal Daniel	ESL	UT MARA C	73	78	79	80	80	76	82	78	80	706	78.44	2.50
141=	Victor Tong		Sciences Po A	82	75	77	82	76	80	77	78	79	706	78.44	2.36
141=	Ben Nadzmier Bensali	ESL	UPLB A	80	79	78	78	77	78	78	79	79	706	78.44	0.83
141=	David Mencias		UPD B	78	77	78	75	77	78	79	81	83	706	78.44	2.22
141=	Afzal Hussain		Princeton D	78	77	77	83	79	75	81	75	81	706	78.44	2.63
141=	Valentino Tew		Auckland D	80	79	80	77	82	78	74	76	80	706	78.44	2.31
151=	Chris Richard		MQU A	78	78	79	81	78	73	81	79	78	705	78.33	2.21
151=	Sarenna McKellar		McGill B	76	78	80	79	77	78	77	80	80	705	78.33	1.41
151=	Jennifer Lin		Stanford E	80	78	79	79	77	79	79	77	77	705	78.33	1.05
151=	Rdu Dillon		NUS C	77	78	79	78	79	79	76	78	81	705	78.33	1.33
151=	V SAYIRAM	ESL	DTU 1	76	79	75	78	79	79	81	82	76	705	78.33	2.21
151=	Amy Chang		Stanford G	77	79	79	76	78	78	79	80	79	705	78.33	1.15
157=	Kyle Go		Ateneo BG	79	79	79	75	80	77	79	76	80	704	78.22	1.69
157=	Raunak Mukherjee	ESL	IITB A	78	79	80	76	76	77	81	78	79	704	78.22	1.62
157=	Jacob Silcoff		McGill B	76	77	81	77	78	76	79	79	81	704	78.22	1.81
157=	Jacquelynn Lin		Princeton B	74	79	77	75	79	81	81	81	77	704	78.22	2.48
157=	Rahul Kalavagunta		Princeton E	76	79	78	78	79	75	79	82	78	704	78.22	1.87
157=	Daniela Jacinto	ESL	DLSU EJ	75	77	80	78	79	76	80	80	79	704	78.22	1.75
157=	Zoë Fraser		Queensland A	81	79	78	78	79	79	80	75	75	704	78.22	1.93
157=	Zaakir Zulfikar		UCL B	80	76	80	77	80	76	76	79	80	704	78.22	1.81
157=	LIA DENISE TAN	ESL	UPLB A	79	79	78	78	79	77	78	79	77	704	78.22	0.79
157=	Sarah Aston	ESL	UT MARA C	72	76	80	80	79	77	82	78	80	704	78.22	2.78
167=	David Benjamin W. Bejarin		Ateneo BG	78	79	80	76	80	79	77	76	78	703	78.11	1.45
167=	Vijay Awatade	ESL	IITB A	77	79	80	75	77	78	80	78	79	703	78.11	1.52
167=	Isaac Zhang		MQU A	78	78	77	80	77	74	80	80	79	703	78.11	1.85
167=	Minami Matsushima		Osaka A	80	78	79	80	79	72	78	77	80	703	78.11	2.38
167=	Anas Zaharim	ESL	IIUM A	78	75	81	81	75	78	78	78	79	703	78.11	2.02
167=	Kojo O. Acheampong	ESL	KNUST B	80	79	78	80	74	78	81	75	78	703	78.11	2.18
167=	Dragos Sassu	ESL	Bucharest B	77	78	79	78	78	80	79	75	79	703	78.11	1.37
167=	Tarun Ruschmeier	ESL	Sciences Po A	80	75	76	82	75	79	77	79	80	703	78.11	2.33
167=	Anshuman Mishra	ESL	NLIU A	77	78	80	78	80	77	78	76	79	703	78.11	1.29
167=	Siddharth Sisodia		NLIU A	76	77	81	78	80	77	79	77	78	703	78.11	1.52
167=	JAIME MIGUEL CASTRO		UPD A	77	74	80	79	82	77	81	77	76	703	78.11	2.42
178=	Fraser McConachie		Cambridge A	78	80	73	76	79	81	76	80	79	702	78.00	2.40
178=	Ananya Ganesh		Harvard E	77	75	79	79	82	79	78	77	76	702	78.00	1.94
178=	Claire Chen		QDU B	78	79	79	76	79	78	76	80	77	702	78.00	1.33
178=	Syakir	ESL	UT MARA A	77	77	77	79	78	79	77	79	79	702	78.00	0.94
178=	Benjamin Scherzer		Columbia C	76	79	76	77	80	81	77	79	77	702	78.00	1.70
178=	Eugenia Zubko	ESL, EFL	HSE A	81	77	77	78	78	77	77	77	80	702	78.00	1.41
178=	Desher	ESL	DLSU EJ	76	80	80	78	77	76	78	79	78	702	78.00	1.41
178=	Redacted	ESL	—	79	75	80	82	75	77	77	79	78	702	78.00	2.16
178=	Lazar Popović	ESL, EFL	Belgrade B	79	80	76	78	78	77	75	77	82	702	78.00	2.00
178=	Dror Brook	ESL	Weizmann A	80	80	77	78	80	76	77	78	76	702	78.00	1.56
178=	Fawaz Ahmad		Princeton D	78	78	76	82	79	73	81	75	80	702	78.00	2.75
178=	James Boland		Auckland D	79	79	81	77	81	77	75	75	78	702	78.00	2.11
190=	Clairene Tan		NUS C	77	77	78	79	80	77	75	78	80	701	77.89	1.52
190=	Alice Xu		Sciences Po B	79	77	77	79	79	80	79	75	76	701	77.89	1.59
190=	Mannat Kaur		Auckland C	75	81	80	77	81	77	77	77	76	701	77.89	2.08
190=	Ro’i Makov	ESL	Weizmann A	80	80	78	78	80	77	76	78	74	701	77.89	1.91
190=	Harvey Olden		GUU A	78	76	78	78	77	80	79	75	80	701	77.89	1.59
190=	Benjamin Thomas		Stanford G	77	78	79	75	77	77	79	79	80	701	77.89	1.45
196=	Andrew Monteith		Bates MB	79	77	77	80	79	78	78	76	76	700	77.78	1.31
196=	Luke		Cambridge A	78	81	72	76	77	81	75	80	80	700	77.78	2.90
196=	Desmond Dorvlo	ESL	KNUST A	79	76	75	79	76	76	79	80	80	700	77.78	1.87
196=	Lit Wen Wong		NTU D	75	74	77	81	80	79	81	78	75	700	77.78	2.53
196=	Muhammad Dhafer		Stanford E	79	79	77	78	73	80	81	77	76	700	77.78	2.25
196=	Dhruv Bindra		Duke B	78	76	75	80	78	79	80	79	75	700	77.78	1.87
196=	Millie		Duke B	78	77	76	80	78	79	79	79	74	700	77.78	1.75
196=	Mariana Icaza Díaz		Princeton C	77	77	78	77	75	76	79	79	82	700	77.78	1.93
196=	Emily Paulin		Princeton E	76	78	76	78	79	75	79	82	77	700	77.78	1.99
196=	Olivia Whyte		Melbourne B	76	77	74	80	79	77	80	78	79	700	77.78	1.87
196=	Elanor Parkinson		Melbourne B	76	77	72	81	79	77	80	78	80	700	77.78	2.57
196=	Đorđe Mirković	ESL, EFL	Belgrade C	78	80	76	79	77	77	73	80	80	700	77.78	2.20
196=	Miloš Prokić	ESL, EFL	Belgrade C	78	78	76	81	77	78	74	79	79	700	77.78	1.87
196=	Pavle Antonijević	ESL, EFL	Belgrade D	84	74	77	76	76	79	81	79	74	700	77.78	3.12
196=	Azim Nadzari	ESL	UT MARA A	78	78	75	78	79	79	76	78	79	700	77.78	1.31
196=	Rami Masalha	ESL	Haifa A 💻	78	77	74	77	77	79	80	78	80	700	77.78	1.75
212=	Alexandra Ypil		Ateneo SY	76	81	77	76	79	79	76	79	76	699	77.67	1.76
212=	Leonardus Hans Sebastian	ESL, EFL	BINUS A	81	78	77	79	77	73	76	80	78	699	77.67	2.21
212=	Wee Ern Lau		Princeton F	79	76	79	77	78	74	78	80	78	699	77.67	1.70
212=	Owen Phua		SMU D	79	73	80	80	78	79	77	77	76	699	77.67	2.11
212=	Kristofers Karlis Krumins	ESL	Columbia A	76	80	82	80	78	80	79	75	69	699	77.67	3.68
212=	Abrar Ahmed	ESL	Columbia A	77	79	81	81	79	79	79	75	69	699	77.67	3.53
212=	Brian Chiang		Dartmouth C	77	80	77	80	76	78	76	77	78	699	77.67	1.41
212=	Angad Singh Chawla	ESL	DTU 1	77	79	74	78	80	78	80	79	74	699	77.67	2.16
212=	Katarina Lazić	ESL, EFL	Belgrade D	84	76	76	76	75	79	80	79	74	699	77.67	2.94
212=	Ashlyn Cheong		Oxford C	76	80	79	75	77	75	78	80	79	699	77.67	1.89
212=	Srishti Nautiyal		TCD Phil B	76	78	75	79	82	76	78	76	79	699	77.67	2.05
212=	Joseph Zelezniak		UCT A	78	80	77	82	70	76	77	80	79	699	77.67	3.23
212=	Alyssa Mills		GUU A	78	76	79	77	76	79	80	75	79	699	77.67	1.63
225=	Muhammad Batara Mulya	ESL, EFL	BINUS A	81	77	77	79	77	74	76	79	78	698	77.56	1.89
225=	Leo Fleissig		Brown A	80	76	80	76	76	79	76	76	79	698	77.56	1.77
225=	Saleem Salisu	ESL	KNUST A	78	75	76	79	76	76	79	80	79	698	77.56	1.71
225=	Taichi Fukami	ESL, EFL	Keio YF	76	76	77	80	76	78	78	80	77	698	77.56	1.50
225=	Atifa	ESL	IIUM A	77	74	81	81	75	77	77	79	77	698	77.56	2.27
225=	Janul De Silva		Princeton F	79	76	78	76	78	76	78	80	77	698	77.56	1.34
225=	Marcus Chew		SMU D	79	72	80	80	79	79	75	76	78	698	77.56	2.54
225=	Vansh Chadha	ESL	IGNOU A	79	79	79	73	80	78	79	73	78	698	77.56	2.50
225=	Ritabrata Mitra	ESL	IGNOU A	78	79	79	73	79	78	79	74	79	698	77.56	2.22
225=	Genevieve Cox		Princeton C	78	76	77	78	75	76	78	79	81	698	77.56	1.71
225=	Xanthipi Pontejos	ESL	DLSU PG	78	77	78	77	76	80	77	80	75	698	77.56	1.57
225=	Eugene Akulov	ESL, EFL	HSE A	79	76	77	77	77	78	77	78	79	698	77.56	0.96
225=	Robert Donohoe		Auckland C	76	80	78	76	80	79	76	78	75	698	77.56	1.77
225=	Henrietta Vanni		TCD Phil A	79	79	79	77	74	78	77	76	79	698	77.56	1.64
225=	Angelo Saavedra	ESL, EFL	USFQ DS	75	79	79	76	77	76	77	81	78	698	77.56	1.77
225=	Amitai Wagner	ESL	Haifa A 💻	76	78	74	77	76	79	79	78	81	698	77.56	1.95
225=	Mack		Durham AW	77	74	76	80	76	80	78	76	81	698	77.56	2.22
242=	Dilys		Duke A	78	76	76	81	77	79	76	78	76	697	77.44	1.64
242=	Sharleen Goh		NTU C	77	78	79	77	76	78	79	78	75	697	77.44	1.26
242=	Yuichi Masaoka	ESL	Tokyo A	80	75	78	82	74	78	76	78	76	697	77.44	2.36
242=	Nokutenda Chimbetete	ESL	Stellenbosch A	76	78	77	76	76	77	78	84	75	697	77.44	2.50
242=	Hilary Vanni		TCD Phil A	79	78	78	76	75	77	78	77	79	697	77.44	1.26
242=	Manav Dhaliwal		UCL B	76	77	79	76	79	76	77	78	79	697	77.44	1.26
248=	Alyssa Salazar		Ateneo SY	77	78	78	75	78	79	76	80	75	696	77.33	1.63
248=	Peregrine Beckett		Bates MB	78	77	76	79	80	78	76	76	76	696	77.33	1.41
248=	Chaewon Kim		NTU C	78	78	81	76	75	77	80	77	74	696	77.33	2.11
248=	Rei Ya		NUS B	80	77	79	77	77	77	74	77	78	696	77.33	1.56
248=	Justin Tay		NUS B	80	78	79	78	77	76	74	77	77	696	77.33	1.63
248=	I Kadek Dwi Arya Divananda	ESL, EFL	Telkom Telkom	78	74	76	78	78	76	80	75	81	696	77.33	2.16
248=	Uma Menon		Princeton B	73	77	76	75	76	80	80	81	78	696	77.33	2.49
248=	Nora Zhu		Sciences Po B	77	77	77	77	79	80	78	74	77	696	77.33	1.56
248=	Haruka Sawazaki	ESL, EFL	Tokyo B	76	79	76	81	78	77	77	77	75	696	77.33	1.70
248=	Bobo Wong		UBC A	75	77	77	76	75	77	77	81	81	696	77.33	2.11
248=	Theo Simion	ESL	Bucharest B	77	76	78	76	79	79	79	74	78	696	77.33	1.63
248=	Matcha Cual		UPD B	77	77	78	73	76	75	78	81	81	696	77.33	2.45
248=	Rehan Haneef		TCD Hist AH	78	82	79	76	75	74	78	76	78	696	77.33	2.26
261=	Yuta Yamagishi	ESL, EFL	Osaka A	78	76	77	79	78	76	76	77	78	695	77.22	1.03
261=	Halina Li		McGill D	80	78	77	72	73	81	79	75	80	695	77.22	3.05
261=	Tina Yong		UBC A	75	78	77	74	76	76	77	80	82	695	77.22	2.35
261=	Cameron Dick		UoC A	75	79	79	75	77	77	83	79	71	695	77.22	3.19
261=	Ziyad Anwer		TCD Hist AH	79	81	80	75	75	74	78	75	78	695	77.22	2.39
261=	Pio Raphael Ventura		Ateneo TV	77	76	78	75	81	75	78	77	78	695	77.22	1.75
267=	Hana Bajrai		NTU D	75	74	77	79	79	78	80	77	75	694	77.11	1.97
267=	Emma Kelly		QDU B	77	79	76	76	77	77	75	80	77	694	77.11	1.45
267=	Joceline Tay	ESL, EFL	Telkom Telkom	77	72	76	78	78	76	80	75	82	694	77.11	2.73
267=	Oliver Bardsley		UNSW E	77	80	72	76	80	76	79	77	77	694	77.11	2.33
267=	Andres Revelo	ESL, EFL	Rosario A	75	77	80	80	76	79	76	74	77	694	77.11	2.02
267=	Wilfred Wong		Durham AW	76	74	74	80	75	79	77	77	82	694	77.11	2.60
273=	Manon Fuchs		Duke A	78	75	76	81	76	78	76	77	76	693	77.00	1.70
273=	Therese Genota	ESL	DLSU PG	78	76	77	77	76	78	77	79	75	693	77.00	1.15
273=	Joshua Hendricks		UCT A	77	79	77	81	70	76	77	78	78	693	77.00	2.83
273=	Adrian Duque	ESL, EFL	USFQ DS	75	78	77	77	77	75	76	80	78	693	77.00	1.49
273=	Chisumino Momberume		UCT C	77	78	80	76	73	77	76	77	79	693	77.00	1.89
278=	Catherine Liu		Harvard B	78	77	78	79	74	78	73	79	76	692	76.89	2.02
278=	Hasit Nanda		Penn B	78	75	75	80	76	78	75	77	78	692	76.89	1.66
278=	Oisín Browne		TCD Phil B	75	77	74	78	81	75	77	77	78	692	76.89	1.97
278=	Emilie Torwalt		Alberta A	79	79	76	78	78	76	76	76	74	692	76.89	1.59
282=	Carol Chan	ESL, EFL	BHU A	77	77	78	76	73	78	79	74	79	691	76.78	1.99
282=	Ashton Higgins		Brown HK	76	78	73	77	79	76	76	77	79	691	76.78	1.75
282=	Rasmee Ky		Harvard B	77	76	77	79	75	79	74	78	76	691	76.78	1.62
282=	Kayla Powers		HWS A	77	76	74	79	74	77	73	78	83	691	76.78	2.90
282=	Akshal Jain		Duke C	78	77	70	77	77	78	79	77	78	691	76.78	2.48
282=	Daisy	ESL	FDU A	76	77	76	77	74	77	75	82	77	691	76.78	2.10
282=	Humam Aziz		McGill D	79	78	76	72	74	80	78	74	80	691	76.78	2.74
282=	Rebecca Ronai		Dartmouth C	77	77	75	80	75	77	74	77	79	691	76.78	1.81
282=	Daniel Christopher Haduca	ESL	DLSU HD	76	75	78	76	77	75	79	79	76	691	76.78	1.47
