Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
148=	Alvaro Marin Garcia	Novice	Williams 3	73	76	74	59	77	359	71.80	6.55
148=	Lily Fox	Novice	Williams 3	73	76	74	59	77	359	71.80	6.55
150=	Kaitlyn O&#x27;Connor	Novice	Vermont 7	74	65	74	71	74	358	71.60	3.50
150=	Marianna Fabre	Novice	Vermont 8	76	75	73	60	74	358	71.60	5.89
150=	Gradie Billiter🍑	Novice	Vermont 11	76	72	74	60	76	358	71.60	5.99
150=	Cassidy Holt		Middlebury 2	72	67	72	74	73	358	71.60	2.42
154	Jack Badeer		Vermont 8	76	74	72	60	74	356	71.20	5.74
155	Kaelyn Parks	Novice	Vermont 7	73	65	73	70	74	355	71.00	3.29
156	Panhavotey Chea	Novice	Bard 2	73	65	70	70	73	351	70.20	2.93
157	Alina Sharaban	Novice	Bard 2	73	67	71	68	71	350	70.00	2.19
158	Orateur 2		Swing 3	76	76	75	77	—	304	76.00	0.71
159	Bree Schrodt		Vermont 10	70	78	—	73	76	297	74.25	3.03
160	Kiera Toussaint		HWS 5	72	—	69	73	74	288	72.00	1.87
