team	result	side	ballot	adjudicators
Imperial Maybe we wouldn&#x27;t be such feminist	1st	Closing Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Mischa Watson , Shachar EnteenⓉ
Warsaw Alas boyfriend and his girlfriend	3rd	Opening Government	View Ballot	Mukhtar TashkenbayevⒸ , Mischa Watson , Shachar EnteenⓉ
UCD L&amp;H Novices? More like nobitches 😎	4th	Opening Opposition	View Ballot	Sudiksha AggarwalⒸ , Heather Ashworth
UCD L&amp;H (A)ren&#x27;t you guys the convenors? n	2nd	Closing Government	View Ballot	Zach Godley-McAvoyⒸ , Anna Sawicka
UCD L&amp;H Who is Earl and why does he have a	1st	Closing Government	View Ballot	Nir KligsbergⒸ , Benjamin J. Speth
Young Korean boys from everywhere	1st	Closing Opposition	View Ballot	Saatvik DabralⒸ , Nina McCartney
Raven Hedgehog	2nd	Opening Opposition	View Ballot	Saatvik DabralⒸ , Nina McCartney
3x the charm	4th	Closing Opposition	View Ballot	Biser AngelovⒸ , Jack Williams , Maya Tamir
Troy &amp; Abed In the Morning	3rd	Closing Government	View Ballot	Biser AngelovⒸ , Jack Williams , Maya Tamir
UW Blackpink	2nd	Closing Opposition	View Ballot	Sudiksha AggarwalⒸ , Heather Ashworth
Swing	1st	Closing Government	View Ballot	Sudiksha AggarwalⒸ , Heather Ashworth
NU S	1st	Opening Government	View Ballot	Lior SokolⒸ , Katie Kiely , Vrinda Kudsia
British Paramilitary debating	3rd	Closing Government	View Ballot	Olja BošnjakⒸ , Dylan Brady
Swang	4th	Opening Government	View Ballot	Olja BošnjakⒸ , Dylan Brady
Yet another Canadian job stolen by	1st	Closing Opposition	View Ballot	Zach Godley-McAvoyⒸ , Anna Sawicka
Big Academic Words and High-Burden	1st	Closing Opposition	View Ballot	Jack StanleyⒸ , Henrietta Vanni , Ivan ZhelevⓉ
Dumbfuck Daniel	2nd	Opening Government	View Ballot	Jack StanleyⒸ , Henrietta Vanni , Ivan ZhelevⓉ
can we go as ‘asian debate hyperac	3rd	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Shachar Gold
Persuade Us	4th	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Shachar Gold
mom harem	2nd	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Shachar Gold
Oxford the Greatest Gunslingers do	3rd	Closing Government	View Ballot	Alexandra McCreadieⒸ , Colson Merrill
The dark poet and the unbearable r	2nd	Opening Opposition	View Ballot	Alexandra McCreadieⒸ , Colson Merrill
