team	result	side	ballot	adjudicators
Warsaw Alas boyfriend and his girlfriend	3rd	Closing Opposition	View Ballot	Alexandra McCreadieⒸ , Guyberli van Thuijl
UCD L&amp;H Novices? More like nobitches 😎	3rd	Closing Government	View Ballot	Ryosei KobayashiⒸ , Anna Sawicka
UCD L&amp;H Who is Earl and why does he have a	3rd	Opening Opposition	View Ballot	Nir KligsbergⒸ , Vrinda Kudsia
UCD L&amp;H (A)ren&#x27;t you guys the convenors? n	1st	Closing Opposition	View Ballot	Biser AngelovⒸ , Dylan Brady
Swing	4th	Closing Opposition	View Ballot	Sudiksha AggarwalⒸ , Mischa Watson
The dark poet and the unbearable r	1st	Closing Government	View Ballot	Sudiksha AggarwalⒸ , Mischa Watson
UW Blackpink	3rd	Opening Government	View Ballot	Sudiksha AggarwalⒸ , Mischa Watson
Oxford the Greatest Gunslingers do	4th	Closing Opposition	View Ballot	Olja BošnjakⒸ , Colson Merrill , Ivan ZhelevⓉ
Swang	1st	Closing Government	View Ballot	Olja BošnjakⒸ , Colson Merrill , Ivan ZhelevⓉ
3x the charm	3rd	Opening Government	View Ballot	Olja BošnjakⒸ , Colson Merrill , Ivan ZhelevⓉ
can we go as ‘asian debate hyperac	3rd	Closing Opposition	View Ballot	Martha McKinney-PerryⒸ , Rahul Datta
NU S	4th	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Rahul Datta
Troy &amp; Abed In the Morning	2nd	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Rahul Datta
mom harem	2nd	Closing Opposition	View Ballot	Jack StanleyⒸ , Maya Tamir , Shachar Enteen
Young Korean boys from everywhere	4th	Opening Government	View Ballot	Erasmus Mawuli SegbefiaⒸ , Nina McCartney
Persuade Us	1st	Closing Opposition	View Ballot	Ananya VenkatesanⒸ , Benjamin J. Speth , Saatvik Dabral
Raven Hedgehog	4th	Opening Government	View Ballot	Ryosei KobayashiⒸ , Anna Sawicka
Big Academic Words and High-Burden	1st	Closing Government	View Ballot	Alexandra McCreadieⒸ , Guyberli van Thuijl
British Paramilitary debating	1st	Closing Opposition	View Ballot	Lior SokolⒸ , Heather Ashworth
Yet another Canadian job stolen by	3rd	Opening Government	View Ballot	Lior SokolⒸ , Heather Ashworth
Dumbfuck Daniel	1st	Opening Opposition	View Ballot	Zach Godley-McAvoyⒸ , Katie Kiely
