team	result	side	ballot	adjudicators
Alberta 7	1st	Opening Government	View Ballot	Allie McGowanⒸ , Ashlyn Lu , Kira Waldhalm
Carleton 3	3rd	Opening Opposition	View Ballot	Allie McGowanⒸ , Ashlyn Lu , Kira Waldhalm
HWS 4	2nd	Closing Government	View Ballot	Allie McGowanⒸ , Ashlyn Lu , Kira Waldhalm
Calgary 4	4th	Closing Opposition	View Ballot	Allie McGowanⒸ , Ashlyn Lu , Kira Waldhalm
UBC 2	3rd	Opening Government	View Ballot	Caitlin MahⒸ , Ashley Shea , Teddy Schwartz
Berkeley 1	1st	Opening Opposition	View Ballot	Caitlin MahⒸ , Ashley Shea , Teddy Schwartz
Yale 3	2nd	Closing Government	View Ballot	Caitlin MahⒸ , Ashley Shea , Teddy Schwartz
USC 2	4th	Closing Opposition	View Ballot	Caitlin MahⒸ , Ashley Shea , Teddy Schwartz
Dartmouth 1	1st	Opening Government	View Ballot	John Washburn 🇰🇵Ⓒ , Mauricio Jarufe Caballero , Rojella Santos
USC 3	2nd	Opening Opposition	View Ballot	John Washburn 🇰🇵Ⓒ , Mauricio Jarufe Caballero , Rojella Santos
TEC CEM 1	4th	Closing Government	View Ballot	John Washburn 🇰🇵Ⓒ , Mauricio Jarufe Caballero , Rojella Santos
Cornell 1	3rd	Closing Opposition	View Ballot	John Washburn 🇰🇵Ⓒ , Mauricio Jarufe Caballero , Rojella Santos
Hart House 1	1st	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Raymond Qiu , Annika RoseⓉ
Waterloo 2	2nd	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Raymond Qiu , Annika RoseⓉ
Columbia 2	3rd	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Raymond Qiu , Annika RoseⓉ
Stanford 5	4th	Closing Opposition	View Ballot	Martha McKinney-PerryⒸ , Raymond Qiu , Annika RoseⓉ
Waterloo 3	3rd	Opening Government	View Ballot	Aubrey NanⒸ , Kenn Jiang
Chicago 1	2nd	Opening Opposition	View Ballot	Aubrey NanⒸ , Kenn Jiang
Hart House 9	1st	Closing Government	View Ballot	Aubrey NanⒸ , Kenn Jiang
Berkeley 3	4th	Closing Opposition	View Ballot	Aubrey NanⒸ , Kenn Jiang
McGill 2	1st	Opening Government	View Ballot	Nicholas AbernethyⒸ , Gin Nguyen , Tanay Patri
Harvard 2	4th	Opening Opposition	View Ballot	Nicholas AbernethyⒸ , Gin Nguyen , Tanay Patri
Harvard 1	3rd	Closing Government	View Ballot	Nicholas AbernethyⒸ , Gin Nguyen , Tanay Patri
McGill 1	2nd	Closing Opposition	View Ballot	Nicholas AbernethyⒸ , Gin Nguyen , Tanay Patri
Alberta 2	4th	Opening Government	View Ballot	Maria XuⒸ , Jack Zhu
Pennsylvania 1	1st	Opening Opposition	View Ballot	Maria XuⒸ , Jack Zhu
Princeton 6	2nd	Closing Government	View Ballot	Maria XuⒸ , Jack Zhu
Northwestern 2	3rd	Closing Opposition	View Ballot	Maria XuⒸ , Jack Zhu
Hart House 5	2nd	Opening Government	View Ballot	Alexander BeaumontⒸ , Aaron Zeng
Calgary 3	3rd	Opening Opposition	View Ballot	Alexander BeaumontⒸ , Aaron Zeng
Hart House 11	1st	Closing Government	View Ballot	Alexander BeaumontⒸ , Aaron Zeng
Berkeley 2	4th	Closing Opposition	View Ballot	Alexander BeaumontⒸ , Aaron Zeng
Stanford 4	1st	Opening Government	View Ballot	Daniel SvirskyⒸ , Luis Gontes
McGill 5	2nd	Opening Opposition	View Ballot	Daniel SvirskyⒸ , Luis Gontes
Queen&#x27;s 3	3rd	Closing Government	View Ballot	Daniel SvirskyⒸ , Luis Gontes
