team	result	side	ballot	adjudicators
Montreal A	3rd	Opening Government	View Ballot	Seyoung JeonⒸ , Adjudicator 165 , David Benardy
Duke C	2nd	Opening Opposition	View Ballot	Seyoung JeonⒸ , Adjudicator 165 , David Benardy
UT Sydney A	1st	Closing Government	View Ballot	Seyoung JeonⒸ , Adjudicator 165 , David Benardy
Fordham A	4th	Closing Opposition	View Ballot	Seyoung JeonⒸ , Adjudicator 165 , David Benardy
Sled	3rd	Opening Government	View Ballot	Jan HovdenⒸ , Bryan Sim , Sabir Noor
Presents Tree	1st	Opening Opposition	View Ballot	Jan HovdenⒸ , Bryan Sim , Sabir Noor
Universal A	2nd	Closing Government	View Ballot	Jan HovdenⒸ , Bryan Sim , Sabir Noor
Ton Duc Thang A	4th	Closing Opposition	View Ballot	Jan HovdenⒸ , Bryan Sim , Sabir Noor
West Indies B	1st	Opening Government	View Ballot	Trevor CollitonⒸ , Nattaya Jaruvekin
Assumption A	4th	Opening Opposition	View Ballot	Trevor CollitonⒸ , Nattaya Jaruvekin
Northeastern China A	2nd	Closing Government	View Ballot	Trevor CollitonⒸ , Nattaya Jaruvekin
SMU C	3rd	Closing Opposition	View Ballot	Trevor CollitonⒸ , Nattaya Jaruvekin
Chicago A	1st	Opening Government	View Ballot	Vivian Zhu 💅Ⓒ , Glenn Donahoo , Isao Ayabe , Ender TingⓉ
Colgate C	2nd	Opening Opposition	View Ballot	Vivian Zhu 💅Ⓒ , Glenn Donahoo , Isao Ayabe , Ender TingⓉ
Nazarbayev A	4th	Closing Government	View Ballot	Vivian Zhu 💅Ⓒ , Glenn Donahoo , Isao Ayabe , Ender TingⓉ
Royal Colombo A	3rd	Closing Opposition	View Ballot	Vivian Zhu 💅Ⓒ , Glenn Donahoo , Isao Ayabe , Ender TingⓉ
Jagiellonian A	3rd	Opening Government	View Ballot	Lucía Arce Cubas 👑🔥🤩❤️😩🥂🤯Ⓒ , Joel Law , Oliver Cummins , Fahad EvanⓉ
NUS A	1st	Opening Opposition	View Ballot	Lucía Arce Cubas 👑🔥🤩❤️😩🥂🤯Ⓒ , Joel Law , Oliver Cummins , Fahad EvanⓉ
York A	4th	Closing Government	View Ballot	Lucía Arce Cubas 👑🔥🤩❤️😩🥂🤯Ⓒ , Joel Law , Oliver Cummins , Fahad EvanⓉ
Tufts A	2nd	Closing Opposition	View Ballot	Lucía Arce Cubas 👑🔥🤩❤️😩🥂🤯Ⓒ , Joel Law , Oliver Cummins , Fahad EvanⓉ
HWS B	3rd	Opening Government	View Ballot	Clarence BrontëⒸ , Bria Martin , Hui Wen Zheng
Wheaton A	2nd	Opening Opposition	View Ballot	Clarence BrontëⒸ , Bria Martin , Hui Wen Zheng
Berkeley A	1st	Closing Government	View Ballot	Clarence BrontëⒸ , Bria Martin , Hui Wen Zheng
USAFA A	4th	Closing Opposition	View Ballot	Clarence BrontëⒸ , Bria Martin , Hui Wen Zheng
Aalto A	4th	Opening Government	View Ballot	Amaar JeyasothyⒸ , Danielle Swanepoel , Margarita MaⓉ
Kwame Nkrumah A	1st	Opening Opposition	View Ballot	Amaar JeyasothyⒸ , Danielle Swanepoel , Margarita MaⓉ
Georgetown Qatar A	3rd	Closing Government	View Ballot	Amaar JeyasothyⒸ , Danielle Swanepoel , Margarita MaⓉ
Split A	2nd	Closing Opposition	View Ballot	Amaar JeyasothyⒸ , Danielle Swanepoel , Margarita MaⓉ
Chicago C	1st	Opening Government	View Ballot	Alex NielsenⒸ , Elisha Owusu Akyaw , R Imam Nuryaman , Basma AzzamokⓉ
Seoul C	4th	Opening Opposition	View Ballot	Alex NielsenⒸ , Elisha Owusu Akyaw , R Imam Nuryaman , Basma AzzamokⓉ
NUS B	3rd	Closing Government	View Ballot	Alex NielsenⒸ , Elisha Owusu Akyaw , R Imam Nuryaman , Basma AzzamokⓉ
TCD Phil B	2nd	Closing Opposition	View Ballot	Alex NielsenⒸ , Elisha Owusu Akyaw , R Imam Nuryaman , Basma AzzamokⓉ
CUNY A	2nd	Opening Government	View Ballot	Diego DuarteⒸ , Darina Kulaha
Terbuka A	3rd	Opening Opposition	View Ballot	Diego DuarteⒸ , Darina Kulaha
City UHK A	1st	Closing Government	View Ballot	Diego DuarteⒸ , Darina Kulaha
Kyushu A	4th	Closing Opposition	View Ballot	Diego DuarteⒸ , Darina Kulaha
Fordham B	1st	Opening Government	View Ballot	Eric ZhaoⒸ , Faizan Akhtar , Fionuala McCarron
IBA Jahangirnagar A	3rd	Opening Opposition	View Ballot	Eric ZhaoⒸ , Faizan Akhtar , Fionuala McCarron
Stellenbosch A	2nd	Closing Government	View Ballot	Eric ZhaoⒸ , Faizan Akhtar , Fionuala McCarron
Fulbright Vietnam A	4th	Closing Opposition	View Ballot	Eric ZhaoⒸ , Faizan Akhtar , Fionuala McCarron
Jeans	4th	Opening Government	View Ballot	Hilmy YazidⒸ , Adjudicator 45 , Ditra Matin
DAV A	3rd	Opening Opposition	View Ballot	Hilmy YazidⒸ , Adjudicator 45 , Ditra Matin
Queen&#x27;s B	1st	Closing Government	View Ballot	Hilmy YazidⒸ , Adjudicator 45 , Ditra Matin
Kristen Petra A	2nd	Closing Opposition	View Ballot	Hilmy YazidⒸ , Adjudicator 45 , Ditra Matin
Sheffield A	4th	Opening Government	View Ballot	Marlene PierceⒸ , Kivaandra Ramarao , Minh-Tien Dong
Solbridge B	2nd	Opening Opposition	View Ballot	Marlene PierceⒸ , Kivaandra Ramarao , Minh-Tien Dong
SUFE A	3rd	Closing Government	View Ballot	Marlene PierceⒸ , Kivaandra Ramarao , Minh-Tien Dong
Vermont B	1st	Closing Opposition	View Ballot	Marlene PierceⒸ , Kivaandra Ramarao , Minh-Tien Dong
UCL A	2nd	Opening Government	View Ballot	Lena Kolle 🐻Ⓒ , Connor Akiyama , Shalom Wu
Surabaya A	3rd	Opening Opposition	View Ballot	Lena Kolle 🐻Ⓒ , Connor Akiyama , Shalom Wu
Bristol B	1st	Closing Government	View Ballot	Lena Kolle 🐻Ⓒ , Connor Akiyama , Shalom Wu
Rochester C	4th	Closing Opposition	View Ballot	Lena Kolle 🐻Ⓒ , Connor Akiyama , Shalom Wu
Rochester B	2nd	Opening Government	View Ballot	Arinah SaidⒸ , Belle Marx-Miller
Ewha A	1st	Opening Opposition	View Ballot	Arinah SaidⒸ , Belle Marx-Miller
Padjadjaran A	4th	Closing Government	View Ballot	Arinah SaidⒸ , Belle Marx-Miller
Middlebury B	3rd	Closing Opposition	View Ballot	Arinah SaidⒸ , Belle Marx-Miller
Laval A	2nd	Opening Government	View Ballot	George FilippopoulosⒸ , Aditya Agarwal , Sherry Feng , Joana Owusu-AppiahⓉ
West Bengal A	3rd	Opening Opposition	View Ballot	George FilippopoulosⒸ , Aditya Agarwal , Sherry Feng , Joana Owusu-AppiahⓉ
Chinese UHK A	1st	Closing Government	View Ballot	George FilippopoulosⒸ , Aditya Agarwal , Sherry Feng , Joana Owusu-AppiahⓉ
Vanderbilt A	4th	Closing Opposition	View Ballot	George FilippopoulosⒸ , Aditya Agarwal , Sherry Feng , Joana Owusu-AppiahⓉ
Chulalongkorn A	1st	Opening Government	View Ballot	Andrew MooreⒸ , Natalie Thomsen , Hanien SamaraⓉ
Brandeis B	3rd	Opening Opposition	View Ballot	Andrew MooreⒸ , Natalie Thomsen , Hanien SamaraⓉ
Western Sydney A	2nd	Closing Government	View Ballot	Andrew MooreⒸ , Natalie Thomsen , Hanien SamaraⓉ
Briefcase	4th	Closing Opposition	View Ballot	Andrew MooreⒸ , Natalie Thomsen , Hanien SamaraⓉ
UT Jamaica B	4th	Opening Government	View Ballot	Luke ChurchyardⒸ , Rifki Wuda , Sarleen Kaur , Yasmine SigneyⓉ
Brandeis A	1st	Opening Opposition	View Ballot	Luke ChurchyardⒸ , Rifki Wuda , Sarleen Kaur , Yasmine SigneyⓉ
BRAC B	3rd	Closing Government	View Ballot	Luke ChurchyardⒸ , Rifki Wuda , Sarleen Kaur , Yasmine SigneyⓉ
St Petersburg A	2nd	Closing Opposition	View Ballot	Luke ChurchyardⒸ , Rifki Wuda , Sarleen Kaur , Yasmine SigneyⓉ
GLC A	2nd	Opening Government	View Ballot	Jun Tae ParkⒸ , George Fitzpatrick , Salma Infante , Mohamed ShaheemⓉ
UAD A	3rd	Opening Opposition	View Ballot	Jun Tae ParkⒸ , George Fitzpatrick , Salma Infante , Mohamed ShaheemⓉ
Amherst A	4th	Closing Government	View Ballot	Jun Tae ParkⒸ , George Fitzpatrick , Salma Infante , Mohamed ShaheemⓉ
Melbourne C	1st	Closing Opposition	View Ballot	Jun Tae ParkⒸ , George Fitzpatrick , Salma Infante , Mohamed ShaheemⓉ
Afeka A	2nd	Opening Government	View Ballot	Sarthak DhingraⒸ , Edith Chow
Columbia A	1st	Opening Opposition	View Ballot	Sarthak DhingraⒸ , Edith Chow
Atma Jaya B	4th	Closing Government	View Ballot	Sarthak DhingraⒸ , Edith Chow
DAV B	3rd	Closing Opposition	View Ballot	Sarthak DhingraⒸ , Edith Chow
IUT B	1st	Opening Government	View Ballot	Jane MentzingerⒸ , Gangulali De Silva , Adjudicator 223Ⓣ
Nanjing A	2nd	Opening Opposition	View Ballot	Jane MentzingerⒸ , Gangulali De Silva , Adjudicator 223Ⓣ
Hawaii Pacific A	3rd	Closing Government	View Ballot	Jane MentzingerⒸ , Gangulali De Silva , Adjudicator 223Ⓣ
Yogyakarta State A	4th	Closing Opposition	View Ballot	Jane MentzingerⒸ , Gangulali De Silva , Adjudicator 223Ⓣ
Comillas A	2nd	Opening Government	View Ballot	Phil GracenⒸ , Asinyo Antonio , Karolina Kempa
Vienna C	3rd	Opening Opposition	View Ballot	Phil GracenⒸ , Asinyo Antonio , Karolina Kempa
Kyushu B	1st	Closing Government	View Ballot	Phil GracenⒸ , Asinyo Antonio , Karolina Kempa
La Verne B	4th	Closing Opposition	View Ballot	Phil GracenⒸ , Asinyo Antonio , Karolina Kempa
Alberta C	1st	Opening Government	View Ballot	Desmond FairallⒸ , Maya Eswaran , Sane Abhilash , Sagar RaoⓉ
George Washington A	2nd	Opening Opposition	View Ballot	Desmond FairallⒸ , Maya Eswaran , Sane Abhilash , Sagar RaoⓉ
Wheaton B	4th	Closing Government	View Ballot	Desmond FairallⒸ , Maya Eswaran , Sane Abhilash , Sagar RaoⓉ
Northeastern USA A	3rd	Closing Opposition	View Ballot	Desmond FairallⒸ , Maya Eswaran , Sane Abhilash , Sagar RaoⓉ
Colgate A	3rd	Opening Government	View Ballot	Quinn SharonⒸ , Ha Luu , Henry Baldwin
IIUM C	4th	Opening Opposition	View Ballot	Quinn SharonⒸ , Ha Luu , Henry Baldwin
OU Israel A	2nd	Closing Government	View Ballot	Quinn SharonⒸ , Ha Luu , Henry Baldwin
UT MARA A	1st	Closing Opposition	View Ballot	Quinn SharonⒸ , Ha Luu , Henry Baldwin
Yale B	4th	Opening Government	View Ballot	Adjudicator 4Ⓒ , Yarin Samuel , Amel SaeedⓉ
Bard A	2nd	Opening Opposition	View Ballot	Adjudicator 4Ⓒ , Yarin Samuel , Amel SaeedⓉ
Queensland A	1st	Closing Government	View Ballot	Adjudicator 4Ⓒ , Yarin Samuel , Amel SaeedⓉ
TCD Phil A	3rd	Closing Opposition	View Ballot	Adjudicator 4Ⓒ , Yarin Samuel , Amel SaeedⓉ
Georgetown Qatar B	2nd	Opening Government	View Ballot	Jehannah MayⒸ , Sterling Higa , Ji WangⓉ
Gadjah Mada B	4th	Opening Opposition	View Ballot	Jehannah MayⒸ , Sterling Higa , Ji WangⓉ
Durham B	1st	Closing Government	View Ballot	Jehannah MayⒸ , Sterling Higa , Ji WangⓉ
UT Jamaica A	3rd	Closing Opposition	View Ballot	Jehannah MayⒸ , Sterling Higa , Ji WangⓉ
