Rk	name	category	team	R1	R2	R3	R4	R5	R6	R7	R8	R9	Total	Avg	Stdev
60=	Natan Benish	ESL	Technion B	76	77	79	78	79	74	81	80	78	702	78.00	2.00
60=	Lukas Joosten	ESL	Oxford C	78	78	77	80	77	81	78	76	77	702	78.00	1.49
67	Henrik Bermanis	ESL	Edinburgh C	76	78	80	77	80	77	79	80	74	701	77.89	1.97
68=	Daniela Williams		TCD Hist C	77	78	79	79	77	75	79	79	77	700	77.78	1.31
68=	Abhijith Subramanian		LSE C	78	77	76	81	77	76	79	80	76	700	77.78	1.75
68=	Adam Mallis		Edinburgh B	74	76	80	80	79	77	77	77	80	700	77.78	1.99
68=	Marina Kojić	ESL	Vienna A	76	77	77	75	80	79	77	80	79	700	77.78	1.69
72=	Sinziana Stanciu		TCD Hist E	77	75	78	78	77	79	79	77	79	699	77.67	1.25
72=	Yishai Binnes		HUJI A	75	76	77	77	76	80	79	78	81	699	77.67	1.89
72=	Alastair Sledge		Durham A	78	77	80	79	74	77	77	78	79	699	77.67	1.63
72=	Tomer Dovzhenko	ESL	Technion A	76	81	77	76	77	77	80	76	79	699	77.67	1.76
72=	Ananya Venkatesan		GUU B	75	76	78	80	79	77	80	79	75	699	77.67	1.89
72=	Anqi Li	ESL	Oxford C	78	78	77	78	76	80	77	78	77	699	77.67	1.05
78=	Joshua Paren Paul	ESL	LSE C	77	76	75	81	78	77	78	80	76	698	77.56	1.83
78=	Tom Kuson		Manchester A	78	77	77	79	77	79	79	74	78	698	77.56	1.50
78=	Calyxx Peucker	ESL	BDU C	80	75	78	78	74	75	82	80	76	698	77.56	2.59
78=	Lara Dragojević	ESL	Zagreb B	78	77	82	77	79	76	78	76	75	698	77.56	1.95
78=	Callum Duffy		Edinburgh B	74	75	79	81	79	78	75	77	80	698	77.56	2.31
83=	Aliza Faber		HUJI A	74	76	77	76	77	79	78	80	80	697	77.44	1.89
83=	Alysia Cloake		UCD LawSoc A	77	77	77	80	78	77	79	78	74	697	77.44	1.57
83=	Ilinca Berinde	ESL	Leiden A	78	76	77	78	77	78	76	79	78	697	77.44	0.96
83=	Artem Samarsky	ESL	St Petersburg A	80	76	82	78	79	80	73	77	72	697	77.44	3.13
87=	Karina Kuznietsova	ESL	KNU A	77	76	81	74	78	77	81	77	75	696	77.33	2.26
87=	Matthew Hamer		Imperial B	73	78	78	76	81	77	81	77	75	696	77.33	2.45
87=	Alex B-K		Durham A	78	78	78	78	75	77	78	76	78	696	77.33	1.05
87=	Linsey Keur	ESL	Leiden B	76	80	77	77	78	76	80	76	76	696	77.33	1.56
87=	Lilach Ben David	ESL	Haifa A	78	78	76	76	76	76	76	80	80	696	77.33	1.63
87=	Zeynep Tavşanlı		KCL B	76	81	77	76	78	76	78	76	78	696	77.33	1.56
93	Ayal Mor	ESL	Haifa A	77	78	77	77	76	76	77	78	79	695	77.22	0.92
94=	Jonathan Heywood		Cambridge B	75	77	73	78	80	77	76	80	78	694	77.11	2.13
94=	Fiachra Nolan		LawSoc B	77	76	78	76	79	76	77	79	76	694	77.11	1.20
94=	Shane Tully		UCD L&amp;H A	78	76	76	75	74	78	78	78	81	694	77.11	1.97
94=	Mihailo Babic	ESL	Belgrade B	75	79	74	78	80	79	74	76	79	694	77.11	2.23
98=	Aisling Rooney		TCD Hist E	77	75	80	75	77	77	77	78	77	693	77.00	1.41
98=	Rachel Homnick		HUJI C	78	78	77	78	76	77	75	76	78	693	77.00	1.05
98=	Omer Abramovich	ESL	TAU C	77	77	77	76	78	76	76	78	78	693	77.00	0.82
101=	Aisling O&#x27;Reilly		UCD LawSoc A	76	76	77	79	77	77	77	77	76	692	76.89	0.87
101=	Olivia Mackender		Liverpool A	78	79	76	76	78	77	78	76	74	692	76.89	1.45
101=	Ohad Amon	ESL	TAU B	77	78	76	78	75	75	78	76	79	692	76.89	1.37
104=	Meg Wishart		Durham C	76	78	77	79	78	74	78	75	76	691	76.78	1.55
104=	Edith Chow		UCL C	75	74	78	76	78	80	76	76	78	691	76.78	1.75
104=	Naomi Gillis		HUJI C	77	78	78	78	75	77	74	77	77	691	76.78	1.31
104=	Eden Raviv		RRIS E&amp;M	75	77	74	77	77	76	80	78	77	691	76.78	1.62
108=	Martha McKinney-Perry		TCD Hist D	75	78	74	81	76	76	75	78	77	690	76.67	2.00
108=	Roman Matiushko	ESL	KNU A	76	77	81	74	76	78	80	76	72	690	76.67	2.62
108=	Yoav Gelberg	ESL	TAU C	76	76	76	77	79	76	75	78	77	690	76.67	1.15
108=	Roman Ignatenko	ESL	St Petersburg A	78	75	80	77	80	80	72	76	72	690	76.67	3.02
108=	Isabelle Healy		Phil C	77	77	79	75	78	77	76	77	74	690	76.67	1.41
113=	Kai Zhang	ESL	CPH ZO	74	79	74	79	77	76	77	77	76	689	76.56	1.71
113=	Ramy Masalha	ESL	Technion A	74	80	77	75	76	77	79	73	78	689	76.56	2.17
113=	Eyal Horowitz	ESL	TAU B	77	77	75	78	77	75	77	75	78	689	76.56	1.17
116=	Ana Coman	ESL	Bucharest A	78	75	76	75	80	74	77	76	77	688	76.44	1.71
116=	Didar Tutan	ESL	KU A	72	80	80	76	77	77	71	76	79	688	76.44	3.02
118=	Katarina Lazic	ESL	Belgrade B	76	78	74	77	78	77	74	75	78	687	76.33	1.56
118=	Vladimira Šuflaj	ESL	Zagreb C	76	76	75	77	78	76	76	77	76	687	76.33	0.82
118=	Andy Tran		Phil C	75	77	79	76	77	76	75	77	75	687	76.33	1.25
121=	Meera Mohankrishnan		GUU HM	74	75	77	76	80	76	78	75	75	686	76.22	1.75
121=	Arsen Abulgazimov	ESL	NU B	77	76	74	77	77	77	77	76	75	686	76.22	1.03
121=	Guy Wolf	ESL	Technion C	73	77	76	76	79	75	79	75	76	686	76.22	1.81
121=	Joshua Forrester		Liverpool A	77	76	74	76	77	76	77	77	76	686	76.22	0.92
121=	Jerneja Logaj	ESL	Ljubljana DL	77	75	77	79	77	76	72	79	74	686	76.22	2.15
126=	Aoileann Ní Mhurchú		TCD Hist D	74	78	73	81	76	74	75	78	76	685	76.11	2.38
126=	Fernanda Roig Angeles	ESL	UCM-COM MR	76	77	75	75	78	78	76	75	75	685	76.11	1.20
126=	Inbal Argov	ESL	Technion C	74	75	80	77	79	74	77	74	75	685	76.11	2.13
126=	Yash Raju		Durham B	77	75	77	73	76	76	74	79	78	685	76.11	1.79
126=	Amy Cox		Phil B	74	78	76	76	79	74	76	74	78	685	76.11	1.79
126=	Mai Texerman		RRIS E&amp;M	74	76	74	78	77	76	77	76	77	685	76.11	1.29
132=	Matilda Handley		GUU HM	75	74	77	77	81	74	77	75	74	684	76.00	2.16
132=	Alex Nielsen		Imperial C	76	77	78	77	76	76	71	75	78	684	76.00	2.00
132=	Daniyar Baimagambetov	ESL	NU C	77	77	72	79	78	77	76	72	76	684	76.00	2.31
132=	Menachem Weber		Bar-Ilan A	76	74	79	76	76	74	77	76	76	684	76.00	1.41
136=	Alexandra Rizoiu	ESL	Bucharest A	77	75	76	75	78	75	76	76	75	683	75.89	0.99
136=	Sözeri Şahin	ESL	KU A	72	78	75	77	76	77	74	76	78	683	75.89	1.85
136=	Bruno De Zan	ESL	Zagreb C	74	77	74	76	77	75	75	78	77	683	75.89	1.37
136=	Ido Wolf	ESL	IDC A	78	77	74	80	77	75	75	77	70	683	75.89	2.69
140=	Caitlin Farrell		Cambridge B	74	75	73	76	79	77	75	77	76	682	75.78	1.69
140=	Rob Fitzpatrick		UCD L&amp;H A	76	75	75	75	74	74	77	77	79	682	75.78	1.55
140=	Vid Milaković	ESL	NYUAD	70	78	76	75	77	75	77	77	77	682	75.78	2.25
140=	Mira Eberdorfer	ESL	Vienna B	78	79	78	72	69	78	75	78	75	682	75.78	3.19
144=	Emer Nolan		LawSoc B	74	75	76	75	76	78	76	78	73	681	75.67	1.56
144=	Daria Chill	ESL	Bar-Ilan A	75	74	78	77	76	73	77	75	76	681	75.67	1.49
144=	Borys Pikalov	ESL	NLU A	74	76	74	74	79	74	76	76	78	681	75.67	1.76
144=	Shira Shturman		IDC C	74	80	74	75	71	77	79	78	73	681	75.67	2.83
148=	Íñigo Revuelta Rebollo	ESL	UCM IR	75	76	74	75	79	72	75	77	77	680	75.56	1.89
148=	Sarah Jones		UCD L&amp;H C	75	75	77	76	76	78	72	77	74	680	75.56	1.71
148=	Manca Rakun	ESL	UCL C	74	73	75	75	79	78	74	75	77	680	75.56	1.89
148=	Muhammad Ali Khan		Durham B	76	75	76	73	74	75	75	79	77	680	75.56	1.64
148=	Lior Gonen	ESL	IDC A	78	76	74	78	77	76	74	77	70	680	75.56	2.41
148=	Victor Bervoets	ESL	Vienna C	78	72	74	76	78	78	73	72	79	680	75.56	2.67
154=	Nurlan Muratbek	ESL	NU A	77	79	76	77	76	76	72	70	76	679	75.44	2.59
154=	Alinur Beisenbay	ESL	NU C	77	76	70	77	79	78	75	71	76	679	75.44	2.87
154=	Anna Uzonyi	ESL	Weizmann A	75	78	74	78	75	72	75	76	76	679	75.44	1.77
154=	Matthew Midlane		Durham C	76	78	75	73	76	73	77	75	76	679	75.44	1.57
154=	Jana Usen	ESL	Ljubljana GU	76	75	76	76	74	75	76	74	77	679	75.44	0.96
154=	Hodaya Levy	ESL	HUJI D	76	75	77	76	75	75	77	74	74	679	75.44	1.07
154=	Louise Cullen		Phil B	72	77	76	76	77	75	76	73	77	679	75.44	1.71
154=	Ashvin Arsakularatne	ESL	Imperial D	77	75	79	75	75	74	74	76	74	679	75.44	1.57
154=	Ana Dimic	ESL	Ljubljana DL	76	76	76	77	75	75	72	78	74	679	75.44	1.64
154=	Olivia Railton		Oxford D	78	75	77	74	78	75	74	75	73	679	75.44	1.71
164=	Raúl Viñas Abadía	ESL	UCM IR	75	75	74	78	78	71	75	75	77	678	75.33	2.05
164=	Ajwad Hossain	ESL	UCL B	76	75	78	76	73	74	73	75	78	678	75.33	1.76
164=	Addie Mae Villas		NYUAD	70	77	75	74	76	75	77	77	77	678	75.33	2.16
164=	Reja Debevc	ESL	Rhetorica DJ	75	77	77	73	78	76	80	74	68	678	75.33	3.27
164=	Laura Pilmark	ESL	Copenhagen PS	81	72	74	74	77	69	76	80	75	678	75.33	3.53
164=	Sharon Chau	ESL	Oxford D	77	75	76	75	78	76	73	75	73	678	75.33	1.56
170=	Amirlan Kassymov	ESL	NU B	75	77	74	75	75	78	76	74	73	677	75.22	1.47
170=	Nika Gradišek	ESL	Ljubljana GU	75	75	75	75	74	74	77	75	77	677	75.22	1.03
170=	Paula Breyer	ESL	Vienna B	77	79	77	72	68	79	73	77	75	677	75.22	3.42
170=	Owen O&#x27;Grady		UCD L&amp;H B	75	76	76	76	73	76	73	76	76	677	75.22	1.23
170=	Liam Urban		Vienna C	77	72	75	76	78	76	73	72	78	677	75.22	2.25
175=	Sam Spilsbury		Aalto A	73	74	76	78	77	74	72	76	76	676	75.11	1.85
175=	Adelya Dauletkyzy	ESL	NU A	76	79	76	77	75	74	73	70	76	676	75.11	2.42
175=	Daniel Stiebel		Open A	75	77	73	74	77	77	75	74	74	676	75.11	1.45
175=	Zara Watson		Oxford E	74	72	77	74	75	76	76	74	78	676	75.11	1.73
179=	Marialena Kalyva	ESL	ACG A	76	78	76	77	77	71	74	73	73	675	75.00	2.21
179=	Giannis Paschos	ESL	Imperial C	75	76	77	77	75	75	69	74	77	675	75.00	2.36
179=	Oisín Browne		TCD Phil D	77	77	74	75	72	76	76	77	71	675	75.00	2.11
179=	Michael Khalfin	ESL	HUJI M&amp;O	73	75	77	76	76	76	75	73	74	675	75.00	1.33
179=	Jack Cummins		UCD L&amp;H B	74	75	76	76	73	76	73	77	75	675	75.00	1.33
179=	Dilyana Ilieva	ESL	Bristol A	70	75	77	74	78	78	74	75	74	675	75.00	2.36
185=	Lucas Carraher		UCD L&amp;H C	74	75	76	73	78	78	71	75	74	674	74.89	2.13
185=	Michal Rubin	ESL	HUJI D	75	73	76	75	75	74	77	75	74	674	74.89	1.10
185=	Alfred Devine-Wright		Liverpool B	74	72	77	75	75	75	74	75	77	674	74.89	1.45
185=	Benedict Carroll		Oxford E	76	75	77	73	74	74	75	74	76	674	74.89	1.20
185=	Shaunak Sarker		Copenhagen PS	75	73	74	75	77	69	77	79	75	674	74.89	2.69
190=	Cecilia Conway		Edinburgh D	77	71	75	74	75	74	75	74	78	673	74.78	1.87
190=	Benjamin Brent		RRIS BM	74	74	74	73	77	77	76	73	75	673	74.78	1.47
190=	Helen Whalley		Aberdeen DW	76	77	78	76	75	73	72	72	74	673	74.78	2.04
190=	Andriy Kasyanenko	ESL	NLU A	74	75	74	73	76	73	77	75	76	673	74.78	1.31
194=	Žiga Jug		Rhetorica DJ	73	76	75	73	77	77	79	74	68	672	74.67	3.02
194=	Yosef Meller	ESL	Open A	75	76	73	73	76	77	75	75	72	672	74.67	1.56
194=	György Nemes	ESL	Corvinus A	78	75	74	73	74	73	74	75	76	672	74.67	1.49
194=	Ed Woodvine		Bristol A	70	72	75	75	79	77	74	76	74	672	74.67	2.49
194=	Martin Horák	ESL	Charles University A	74	75	73	80	79	74	74	70	73	672	74.67	2.91
199=	George Fragkiadakis	ESL	ACG A	75	76	76	76	78	71	74	71	74	671	74.56	2.22
199=	Jan Kadlec	ESL	Weizmann A	75	77	74	76	73	72	74	76	74	671	74.56	1.50
199=	Cormac Quinn		Liverpool B	74	73	77	76	75	73	74	74	75	671	74.56	1.26
202=	Patricia Pastor Menéndez	ESL	CM Fundación SEPI B	74	76	76	74	76	75	76	71	72	670	74.44	1.77
202=	Elizabeta Korenčan	ESL	Ljubljana NE	74	77	75	72	75	74	73	73	77	670	74.44	1.64
202=	Ayelet Reina	ESL	Bar-Ilan B	74	73	74	76	74	73	73	80	73	670	74.44	2.17
202=	Eran Erez	ESL	IDC B	73	74	75	71	76	78	75	72	76	670	74.44	2.06
202=	Anna Skuhrová	ESL	Charles University A	73	76	74	80	76	74	73	71	73	670	74.44	2.45
207=	Lane Deamant		Edinburgh D	77	70	75	74	73	72	76	74	78	669	74.33	2.36
207=	Anna Pekridou	ESL	AUTH/DUTH PP	77	75	74	76	74	71	75	75	72	669	74.33	1.76
207=	Lucia Radić	ESL	Split RT	80	73	75	73	74	76	73	73	72	669	74.33	2.31
207=	András Meleg	ESL	Corvinus A	76	76	73	73	72	73	75	74	77	669	74.33	1.63
207=	Maxwell Denson		Aberdeen DW	75	75	78	75	74	72	73	73	74	669	74.33	1.63
212=	Freya Høgsbro	ESL	Copenhagen C	75	77	73	76	74	73	72	74	74	668	74.22	1.47
212=	Yair Korngut	ESL	Bar-Ilan B	75	72	73	76	73	72	74	79	74	668	74.22	2.10
212=	Max Dunbar		RRIS BM	74	73	72	74	75	75	76	75	74	668	74.22	1.13
215=	Thanasis Pachoumis	ESL	AUTH/DUTH PP	78	74	75	76	73	71	73	74	73	667	74.11	1.91
215=	Robert Weingart		Imperial D	75	73	77	75	74	73	72	75	73	667	74.11	1.45
215=	Francesca Benedetta Pugliese		Bocconi B	80	78	73	75	72	73	76	70	70	667	74.11	3.25
218=	Ignacio García Hernando	ESL	UAM A	72	73	75	76	72	75	76	72	75	666	74.00	1.63
218=	Robert Ferguson		Aberdeen BF	76	67	76	74	80	76	74	71	72	666	74.00	3.50
218=	Tom Comer		TCD Phil D	75	75	72	74	73	75	75	76	71	666	74.00	1.56
218=	amitai wagner	ESL	Haifa C	76	74	77	71	75	72	75	74	72	666	74.00	1.89
218=	Emma Hansen	ESL	BDU HNH	75	76	74	72	77	73	72	73	74	666	74.00	1.63
218=	Josip Pavić	ESL	Split JP	72	73	67	76	78	73	75	77	75	666	74.00	3.09
224=	El-Mehdi Idrissi Guenuoni	ESL	IHU A	68	73	76	71	76	76	73	78	74	665	73.89	2.88
224=	Kuzdeubayev Nurtas	ESL	APA A	73	76	71	72	76	75	71	76	75	665	73.89	2.02
226=	My Linh Nguyen		Aalto A	74	72	75	74	76	74	70	75	74	664	73.78	1.69
226=	Jack Boag		Aberdeen BF	74	69	76	73	79	75	73	72	73	664	73.78	2.62
228=	Guayén Guarido Sanagusín	ESL	CM Fundación SEPI B	73	76	76	73	75	72	75	70	73	663	73.67	1.89
228=	Elif Gülyeşil	ESL	IHU A	70	74	74	71	75	75	72	77	75	663	73.67	2.11
228=	Peli Meir	ESL	Haifa B	77	75	74	72	74	72	72	73	74	663	73.67	1.56
228=	Helena Nena Beznec	ESL	Ljubljana NE	73	76	75	71	75	74	72	71	76	663	73.67	1.89
228=	Rotem Cohen	ESL	IDC C	69	77	73	74	70	76	76	76	72	663	73.67	2.71
228=	Antonio Carapella		Bocconi B	79	77	73	72	73	72	76	69	72	663	73.67	2.91
234=	Antonio González Pedrosa	ESL	UAM A	70	73	75	76	72	74	77	71	74	662	73.56	2.17
234=	Sara Burazer Turko	ESL	Split RT	77	72	75	71	74	77	73	72	71	662	73.56	2.22
234=	Carinne Mashiah	ESL	Colman SM	73	74	76	75	72	72	72	73	75	662	73.56	1.42
237	Anna-Catharina Nunes-Heinzmann	ESL	BDU HNH	76	76	74	70	76	72	72	73	72	661	73.44	2.06
238=	Damir Jurić	ESL	Split JP	70	76	68	73	77	70	75	76	75	660	73.33	3.06
238=	Keziah Mongwe		Maynooth A	74	77	72	76	75	68	76	69	73	660	73.33	2.98
240	Avishai Mualem	ESL	Haifa B	76	75	75	71	74	70	71	73	73	658	73.11	1.97
241=	Hans Jauch		RRIS + L/J	72	65	74	79	73	71	75	74	74	657	73.00	3.53
241=	Oz Smadja	ESL	Colman SM	72	73	75	74	75	70	71	73	74	657	73.00	1.63
243	Dostanova Amangul	ESL	APA A	71	75	72	72	75	74	68	75	74	656	72.89	2.23
244=	Gal Mercado	ESL	BGU M&amp;R	73	73	72	71	75	76	73	71	71	655	72.78	1.69
244=	Elinor Griffiths		Liverpool C	72	78	74	74	73	73	70	71	70	655	72.78	2.35
244=	Matthew Graham		Maynooth A	72	76	73	75	74	67	75	69	74	655	72.78	2.82
247=	Veena Chatterjee	ESL	Bocconi A	73	75	76	70	73	74	71	70	71	653	72.56	2.06
247=	Aruzhan Yussup	ESL	Bocconi A	73	75	75	70	74	75	72	69	70	653	72.56	2.27
247=	Helin İdil Özdemir	ESL	KU C	70	74	74	77	71	71	74	70	72	653	72.56	2.22
250	Ephraim Reifel	ESL	BGU M&amp;R	73	72	69	73	75	75	72	72	71	652	72.44	1.77
251	Ana María Moreno	ESL	CM Fundación SEPI A	72	73	68	74	73	75	74	71	71	651	72.33	2.00
252	Ahmet Emre Açıkgöz	ESL	KU C	69	74	72	78	71	71	73	70	72	650	72.22	2.48
253	Efraim Liebman		RRIS + L/J	71	66	72	78	73	70	73	73	73	649	72.11	3.00
254	Inés Sánchez	ESL	CM Fundación SEPI A	72	73	66	73	72	75	73	72	71	647	71.89	2.33
255	Nil Cebeci	ESL	KU B	72	73	69	73	70	74	70	74	71	646	71.78	1.75
256	András Mikó	ESL	Corvinus B	76	75	68	70	73	65	75	69	74	645	71.67	3.59
257	Özlem Şerifoğulları	ESL	KU B	71	72	70	72	69	74	70	75	71	644	71.56	1.83
258=	Julia Heras Morón	ESL	URJC A	71	72	71	73	76	68	74	69	68	642	71.33	2.58
258=	Maria E-Rahali Garcia	ESL	URJC A	71	71	71	73	75	68	74	68	71	642	71.33	2.26
260	Tilda Richards		Liverpool C	69	76	72	70	71	71	69	71	68	637	70.78	2.20
261	Daniel Koch	ESL	Uni Würzburg	72	59	68	76	69	68	70	76	73	631	70.11	4.89
262	Maria Luiza  Carpinteiro P. G. de Azevedo	ESL	SDUL J M	72	68	69	68	69	64	70	75	73	628	69.78	3.05
263	João Pedro Carpinteiro P. G. de Azevedo	ESL	SDUL J M	72	67	68	69	68	64	71	74	71	624	69.33	2.83
264	Kristian Olsen		CPH ZO	75	—	73	79	77	75	78	78	76	611	76.38	1.87
265	Alejandra Lescun Ortega	ESL	Copenhagen C	77	77	—	77	74	74	72	75	75	601	75.12	1.69
266=	Antonis Zafeirakis	ESL	UCL B	76	74	77	—	72	74	72	74	77	596	74.50	1.87
266=	Ofri Raz	ESL	HUJI M&amp;O	72	75	75	75	75	76	—	74	74	596	74.50	1.12
268	Hila Tavdi	ESL	IDC B	—	73	74	72	75	77	74	73	75	593	74.12	1.45
269	Tomer Tzur	ESL	Haifa C	73	74	76	70	75	—	75	73	72	588	73.50	1.80
270	Charles Chitundu		Uni Würzburg	73	60	69	—	70	68	71	76	72	559	69.88	4.40
271	Barnabás Gárdai		Corvinus B	77	75	—	—	—	—	—	69	75	296	74.00	3.00
272	José Angel Roig Angeles	ESL	UCM-COM MR	73	—	—	—	76	—	—	—	—	149	74.50	1.50
273=	Orador 1		SWING H-uesca	—	—	—	—	—	—	—	—	—	—	—	—
273=	Orador 2		SWING H-uesca	—	—	—	—	—	—	—	—	—	—	—	—
273=	Orador 1		SWING M-urcia	—	—	—	—	—	—	—	—	—	—	—	—
273=	Orador 2		SWING M-urcia	—	—	—	—	—	—	—	—	—	—	—	—
273=	Orador 1		SWING T-eruel	—	—	—	—	—	—	—	—	—	—	—	—
273=	Orador 2		SWING T-eruel	—	—	—	—	—	—	—	—	—	—	—	—
