team	result	side	ballot	adjudicators
EDS I don’t like work but unfortunatel	4th	Closing Opposition	View Ballot	Alishba IrfanⒸ , Atiyab Ahmed , Theo Simion
Finance, trust fund, 6&#x27;5, blue eye	1st	Opening Opposition	View Ballot	Alishba IrfanⒸ , Atiyab Ahmed , Theo Simion
IIT Bombay Nitish Kumar decides who goes PM	2nd	Closing Government	View Ballot	Alishba IrfanⒸ , Atiyab Ahmed , Theo Simion
Imperial Novice Underdogs	3rd	Opening Government	View Ballot	Alishba IrfanⒸ , Atiyab Ahmed , Theo Simion
EUDU Marafun and maranone	2nd	Opening Opposition	View Ballot	Kat ChengⒸ , Krish Singh
LSE (C)unt means friend in Australia	1st	Closing Opposition	View Ballot	Kat ChengⒸ , Krish Singh
TCD Phil A	3rd	Closing Government	View Ballot	Kat ChengⒸ , Krish Singh
UCL A	4th	Opening Government	View Ballot	Kat ChengⒸ , Krish Singh
Why’d You Choose the Bear	2nd	Closing Opposition	View Ballot	Vansh ChadhaⒸ
TCD Phil The other artists formerly known a	1st	Opening Opposition	View Ballot	Vansh ChadhaⒸ
TCD Hist Too employed to spend time debatin	4th	Opening Government	View Ballot	Vansh ChadhaⒸ
EUDU unshiteled	3rd	Closing Government	View Ballot	Vansh ChadhaⒸ
EDS we bully cuds all the time	1st	Opening Opposition	View Ballot	Matt CaitoⒸ
Berkeley A	3rd	Closing Government	View Ballot	Matt CaitoⒸ
GUU What is Street Countdown? It is mo	4th	Opening Government	View Ballot	Matt CaitoⒸ
TCD Hist Ziyad stop speaking with former WS	2nd	Closing Opposition	View Ballot	Matt CaitoⒸ
Exeter Will sell team name rights 4 Euros	3rd	Opening Opposition	View Ballot	Daniela WilliamsⒸ , Arvin John Camariño , Eziel Johnson
Warwick Snapping Spaghetti in Half Every T	4th	Closing Government	View Ballot	Daniela WilliamsⒸ , Arvin John Camariño , Eziel Johnson
Jesus died from/for this	2nd	Opening Government	View Ballot	Daniela WilliamsⒸ , Arvin John Camariño , Eziel Johnson
Hart House MI6	1st	Closing Opposition	View Ballot	Daniela WilliamsⒸ , Arvin John Camariño , Eziel Johnson
St. Andrews OBohmna	4th	Closing Opposition	View Ballot	Juanita Hincapié RⒸ , Hinano Haraguchi , Rishabh Gupta
Socrat-Deez Nuts	3rd	Opening Government	View Ballot	Juanita Hincapié RⒸ , Hinano Haraguchi , Rishabh Gupta
Oxford A (I am currently out of the office	1st	Closing Government	View Ballot	Juanita Hincapié RⒸ , Hinano Haraguchi , Rishabh Gupta
ETH Zurich ereum	2nd	Opening Opposition	View Ballot	Juanita Hincapié RⒸ , Hinano Haraguchi , Rishabh Gupta
UCL (C)learly sleep deprived from time	4th	Closing Opposition	View Ballot	Max RosenⒸ , Gauri Jain , Raihan Rahman
Trivium B	3rd	Opening Government	View Ballot	Max RosenⒸ , Gauri Jain , Raihan Rahman
GUU A fire?! At a Sea Park	2nd	Closing Government	View Ballot	Max RosenⒸ , Gauri Jain , Raihan Rahman
UCL B	1st	Opening Opposition	View Ballot	Max RosenⒸ , Gauri Jain , Raihan Rahman
Sciences Po Lygamy	2nd	Closing Opposition	View Ballot	Jane MentzingerⒸ , Anshuman , Owen Goodacre
HUJI A&amp;A	4th	Closing Government	View Ballot	Jane MentzingerⒸ , Anshuman , Owen Goodacre
Oxford AP	1st	Opening Opposition	View Ballot	Jane MentzingerⒸ , Anshuman , Owen Goodacre
Imperial A	3rd	Opening Government	View Ballot	Jane MentzingerⒸ , Anshuman , Owen Goodacre
