Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
1	Amitai Ben Porat	ESL	OUI A	81	82	85	83	86	417	83.40	1.85
2	Tejas Subramaniam		Stanford B	82	84	84	84	81	415	83.00	1.26
3	Elizabeth Li		Stanford B	82	82	82	83	82	411	82.20	0.40
4	Matt Mauriello		Harvard A	83	80	81	85	81	410	82.00	1.79
5	Ayal Mor	ESL	OUI A	81	81	82	81	84	409	81.80	1.17
6=	Max Rosen		Cambridge C	79	82	82	81	84	408	81.60	1.62
6=	Wajeeh Maaz		Manchester A	83	82	81	82	80	408	81.60	1.02
6=	Ryan Lafferty		Dartmouth A	81	78	81	85	83	408	81.60	2.33
9	Humaid Saleem		Harvard A	82	78	81	85	81	407	81.40	2.24
10=	Sourodip Paul	ESL	Cambridge C	77	81	83	81	84	406	81.20	2.40
10=	Umar Fazlan	ESL, Novice	Manchester B	81	83	79	81	82	406	81.20	1.33
12	Lucie Slamova		Manchester A	83	80	80	82	80	405	81.00	1.26
13	Manuel Machorro		Bates A	81	82	81	78	81	403	80.60	1.36
14	Laura Serafine Pilmark	ESL	Copenhagen A	81	78	81	83	79	402	80.40	1.74
15=	Martha Johanne Schou	ESL	Copenhagen A	81	78	81	81	80	401	80.20	1.17
15=	Aarit Bhattacharya		Imperial A	82	81	84	75	79	401	80.20	3.06
15=	Matthew Hamer		Imperial A	82	79	83	78	79	401	80.20	1.94
15=	Aniket Godbole		LSE A	78	82	77	80	84	401	80.20	2.56
15=	Jacquelynn Lin		PDP A	79	77	79	82	84	401	80.20	2.48
15=	Cyrus Braden		Edinburgh C	78	81	78	86	78	401	80.20	3.12
21=	Olivia Arbour	Novice	Cambridge A	78	81	81	78	82	400	80.00	1.67
21=	Kristjan Suuder	ESL	Tartu A	80	81	78	81	80	400	80.00	1.10
23=	Arjun Gunalan		LSE A	77	82	77	81	82	399	79.80	2.32
23=	Afzal Hussain		PDP A	79	78	78	81	83	399	79.80	1.94
23=	Eli Ferrell		Edinburgh C	77	79	77	85	81	399	79.80	2.99
23=	Harvey Olden		GUU A	76	81	80	82	80	399	79.80	2.04
27=	Alexandra McCreadie		Aberystwyth A	77	78	80	79	84	398	79.60	2.42
27=	Joshua Low		Cambridge A	77	80	80	78	83	398	79.60	2.06
27=	Yeonwoo Sim	Novice	KCL B	77	81	82	76	82	398	79.60	2.58
27=	Stefan Milicescu	ESL	LSE B	80	78	82	79	79	398	79.60	1.36
27=	Sheryar Fazal		PDP C	80	82	78	76	82	398	79.60	2.33
27=	Rahul Kalavagunta		PDP D	78	79	83	76	82	398	79.60	2.58
27=	Bess Olshen		Stanford A	77	81	81	81	78	398	79.60	1.74
27=	Rob Fitzpatrick		UCD L&amp;H A	79	76	82	79	82	398	79.60	2.24
27=	Madeleine Wu		Dartmouth A	78	78	80	82	80	398	79.60	1.50
36=	Kaustubh Jain		PDP C	79	82	78	76	82	397	79.40	2.33
36=	Sophia Zuo		PDP D	77	79	82	77	82	397	79.40	2.24
36=	Tanel Mütt	ESL	Tartu A	79	80	78	82	78	397	79.40	1.50
39=	Zach Godley-McAvoy		Aberystwyth A	78	77	80	78	83	396	79.20	2.14
39=	Oyuka Lyndon	ESL	Bates A	78	81	80	76	81	396	79.20	1.94
39=	Alishba Irfan		Edinburgh B	79	77	79	81	80	396	79.20	1.33
39=	Arjun Raman		KCL A	78	81	80	78	79	396	79.20	1.17
39=	Adrianne Ward		UCD L&amp;H A	78	78	80	78	82	396	79.20	1.60
44=	Joshua Stone		KCL B	77	82	81	75	80	395	79.00	2.61
44=	Sajid Farook		Stanford C	76	78	80	80	81	395	79.00	1.79
44=	Gabriel Frank-McPheter		Stanford A	75	81	80	81	78	395	79.00	2.28
44=	Mahathir Mahmud	ESL	GUU A	76	80	79	81	79	395	79.00	1.67
44=	Nikhil Akappuram	ESL	Bristol A	79	80	78	79	79	395	79.00	0.63
49=	Diego Castillo		Brown A	77	79	78	77	83	394	78.80	2.23
49=	Abdullah Atassi		Manchester B	79	82	77	77	79	394	78.80	1.83
49=	Ivan Toh		Stanford C	76	78	79	81	80	394	78.80	1.72
49=	Ziyad anwer		TCD Hist A	75	79	78	82	80	394	78.80	2.32
49=	Pavle Antonijević	ESL	Belgrade A	82	72	81	78	81	394	78.80	3.66
49=	Muhyuddin Ahsan	ESL	Malaya A	78	81	81	79	75	394	78.80	2.23
49=	George Fragkiadakis	ESL	Athens A	76	81	77	79	81	394	78.80	2.04
49=	Panagis Gouvelis	ESL	Athens A	76	81	78	79	80	394	78.80	1.72
49=	Rohan Campion		UCL E	82	77	81	75	79	394	78.80	2.56
58	Nilabh Agrawal		UBC A	78	80	80	79	76	393	78.60	1.50
59=	Esme Thornhill-Davis		Edinburgh B	78	77	78	80	79	392	78.40	1.02
59=	Rehan Haneef		TCD Hist A	75	79	77	81	80	392	78.40	2.15
59=	Wesley Pu	ESL	Malaya A	76	80	82	79	75	392	78.40	2.58
62=	Anas Zaharim	ESL	IIUM A	79	78	77	77	80	391	78.20	1.17
62=	Ollie Braden		PDP E	78	77	79	79	78	391	78.20	0.75
62=	Fatima Haider		PDP E	79	77	78	80	77	391	78.20	1.17
62=	Zachary Too		Warwick A	77	78	76	78	82	391	78.20	2.04
62=	Manav Dhaliwal		UCL E	78	77	81	75	80	391	78.20	2.14
67=	Sandeep Tissaaratchy	ESL	HWS A	77	82	76	74	81	390	78.00	3.03
67=	Michele Liu	Novice	LSE B	78	77	80	78	77	390	78.00	1.10
67=	Ryan Gumlia		Yale A	82	75	75	78	80	390	78.00	2.76
67=	Emily Chen		UBC A	77	81	79	78	75	390	78.00	2.00
67=	Daniel Svirsky		Western A	77	74	77	83	79	390	78.00	2.97
67=	Harry Aickin		GUU B	78	76	79	77	80	390	78.00	1.41
73=	Molly Callaghan		Harvard B	79	73	81	78	78	389	77.80	2.64
73=	Ricky Jin	ESL	Harvard D	78	79	75	77	80	389	77.80	1.72
73=	Alex Lee	Novice	Harvard D	79	78	75	77	80	389	77.80	1.72
73=	Lamia Nur Rahman	ESL	HWS A	77	82	76	73	81	389	77.80	3.31
73=	Claire Beamer		Stanford E	81	77	76	76	79	389	77.80	1.94
73=	Alyssa Mills		GUU B	79	78	77	76	79	389	77.80	1.17
79=	Felix Reischl	ESL	Berlin A	77	77	80	77	77	388	77.60	1.20
79=	Henry Clement-Jones		KCL A	78	78	78	76	78	388	77.60	0.80
79=	Judah Purwanto		UCL B	73	77	78	80	80	388	77.60	2.58
79=	Felix Leonhardt		Yale A	82	75	74	76	81	388	77.60	3.26
79=	Andrew Liu		Western A	78	73	78	81	78	388	77.60	2.58
84=	Jason Shan		Brown A	77	77	77	75	81	387	77.40	1.96
84=	Maria Xu		Harvard B	80	74	77	78	78	387	77.40	1.96
84=	Santi Jiminez-Rowe		UCL C	78	76	78	80	75	387	77.40	1.74
84=	Ruby McIntee	Novice	Edinburgh A	77	76	77	79	78	387	77.40	1.02
84=	Kristina Lazić	ESL	Belgrade A	81	72	80	75	79	387	77.40	3.38
84=	Tai Kenji	ESL, Novice	Warwick A	76	77	76	78	80	387	77.40	1.50
84=	Ricky Rojas		Stanford D	76	80	77	76	78	387	77.40	1.50
84=	Ritabrata Mitra	ESL	Edinburgh D	76	79	79	76	77	387	77.40	1.36
84=	Aimee Morris		Bristol A	80	78	77	76	76	387	77.40	1.50
93	Alice Xu		Sciences Po A	78	75	79	73	81	386	77.20	2.86
94=	Atifa	ESL	IIUM A	78	76	75	76	80	385	77.00	1.79
94=	Emma Blemaster		Stanford E	81	76	75	76	77	385	77.00	2.10
